 5.09757  -4.7436 0.268139 -3.91887 -11.0319 -2.51135  10.3837  26.5206  6.16694 0.195451 0.137208 -1.01078 0.419569
   4.35399   -1.65345   -2.82532   -6.37112 -0.0978672   -7.69521    3.12807    9.05531   -5.98531   -0.17802  -0.539652     8.1414    4.75818
 5.62173  17.4561  -12.987  1.59872  5.19054 -9.12504  6.70656  18.1408 -32.0368 -5.39878  1.76983 0.108601  3.05419
   6.9243   3.70374    90.091   6.59272  -5.77565   84.4711 -0.332921   4.01273  -5.48907  -8.33546 -0.199424  0.650647  0.804268
 0.0605801   -3.91079 -0.0423393    2.99431    5.15228   -0.46074   -11.9394   -1.49465    5.09094   -4.48367  -0.202847   -2.61044    12.6115
  1.96723 -0.265466  0.187539  -3.42258   6.08394   19.4077   2.98147   1.61397  -1.16355 -0.373557   -2.8111   0.88008   5.65267
  1.09567  -2.18935 -0.412019   2.69361  -8.81148   3.86115  -5.68933  -9.25361  -9.37174  0.614839   5.64971  -0.58247  0.122681
   1.06667 -0.0757858    2.61374    7.64587    5.92828    8.71254  -0.818421   0.144196   -1.78596    10.5483   -7.20129   -4.29397   0.915382
   7.96641   -6.44062    12.2136    6.05344   -2.17568    9.25146   -1.76653   -5.95435   -2.50997    7.59494   -5.37562   -4.90855 0.00598691
 -3.05775  -5.97667  0.285484   4.69291  -7.09988   2.17418  -3.13452  -5.07313   7.44888 -0.244774  -4.97027   0.53178  -4.72054
 0.220595 -0.296542   0.16977   8.52044    7.5829   4.26995  -1.60052  -1.30041  -0.68382    4.9197  -1.93411  -6.26001 0.0241547
  3.10399  -2.86572   7.85543  0.802137   4.39819  0.495678   4.80852  -2.93767  0.479731   1.89123 -0.261176 -0.727974  -9.50417
 3.03187  15.6028  9.20661  -5.1385 -4.86584 -2.83522  4.56775 -12.9835 -7.65041 -0.22364 -4.63856  7.96006 0.702389
 -5.74635  -2.87369  -3.30176  -5.90331  -1.29859  -4.58511   42.1863  -1.10141  -2.91795 -0.095374   3.23525  -4.19245    2.9573
 -2.87369  -18.7796   0.17628  -9.60106  -11.6359  0.173841  -7.13083  -40.9845 -0.535872  -1.72181 -0.133464   4.36708  0.175558
-0.188884   1.98352  -2.90047   2.13855   2.47962   3.05852  -8.67477  -17.6417  -12.2911   4.68383   6.05922   2.34002   1.14821
 4.34782  6.35571  20.6337  6.52469  4.49475  18.6777   -1.263  2.84278 -1.18853   4.0237  8.22643 -3.35503 -23.3819
   7.8719  -7.29863   6.70678  0.838596  -5.44574  -9.30549  -6.25495  -1.33692   3.55593  0.122092  -3.66107 -0.116845  0.307782
  3.94569  -6.04086  -5.52775   2.44786   9.47469   8.32226  -10.8946   8.86405   7.94288  0.123048   2.12456  -2.39241 -0.145968
  1.36123 -0.647154  -2.15016   3.34647   6.06467  -8.47098  -7.06827  -14.7201  -2.46962   0.49489 -0.370837   5.28395  0.122681
 -3.08297  0.407462   2.69315 0.0964977   6.73122   5.52983   12.1112   9.44577 0.0978876  -7.32596   7.87496  -9.36212   14.2166
 -1.54627  -3.67136  -12.9663   -1.5783   2.23133  0.435957   14.0423  -9.12686  -2.24095 -0.351801  0.905124   0.71133   3.89333
 0.647363 -0.713847   2.02199   2.15174   4.11994   6.88411  -3.61231  -9.00221  -11.3652   6.10712 -0.502206    -1.675 0.0859193
 4.42412  6.90676 -1.51107  5.08979   5.4459  2.38796  7.34896  7.98549  6.17501 -9.96185  7.44262  4.49219 -15.0098
   4.52973    -9.7112   -0.34044   -6.62827    4.36555 -0.0201506    3.25433   -17.5176    7.02259  -0.171114  -0.340996   -2.62098    18.2775
 -1.66694   2.09805   1.58561  -1.51194    7.0217   5.12266   6.09866  -6.58731  -4.86402   0.21913  -6.83703   9.51787 -0.835036
  2.21979   19.6914  -2.60914  -3.40684  0.163694  -2.86749   2.27552   13.4931  -6.78884 -0.337175  0.045719   4.99384 -0.609022
 -4.19962  -1.49099 -0.455658   6.14523   4.35064   1.27312  -3.01716   7.76732   1.83147 -0.184564   8.19597  -27.0758  -14.7575
 -17.0099    2.5634  -5.45554  -8.12353   1.54689  -4.47834  -1.60582  -16.5908  -9.95468 -0.679206  -5.71036 -0.465697   1.15261
 8.57968  11.2075 -2.23913 -8.08285 -10.8502 -6.93904 -8.92701 -11.2782  -5.9365   6.0364 -4.61515 -5.81522  1.23833
  7.88588    5.6161  -7.65874   8.71244   6.19484  -6.54176   3.45972 -0.230966  -1.20069  -3.24225   4.65034  0.990605   11.2213
   5.16441    7.83601   -5.25319  -0.111234 -0.0353426   -1.66233   0.289277    2.61965 -0.0588992   -6.48327    4.34033  0.0495621   -10.5255
  4.09656   7.58202   10.4228 -0.164964  -2.44907  -3.59872  -16.5402  0.438065   1.00509   1.38932   4.93742  -3.54975  0.417569
    8.97868    -7.76255     7.23275    -1.21306    -5.68945   -0.880706    -4.54705 -0.00859188    -3.82851     -6.3055   0.0307534     7.89918     0.32819
  -3.8244 -0.894764   2.20956   31.1392   6.39414  -3.39114   21.5057   7.33386   2.26503   1.69084  -8.23313 -0.338736   24.0259
  3.78265 -0.495174  -1.02813   9.48752   6.20068  -2.46175   24.9334   -15.215   5.85308  0.190779 -0.384175  0.630362  -8.59039
