 -4.00376  -4.08668   35.0749 -0.135868   3.71875
 -3.75981  -3.86252   27.6023 -0.145766    2.9573
-0.642934 -0.656249   5.57176 -0.846092   3.66744
 0.257277  0.253717 -0.782095   2.99222  0.175558
-0.177068   3.95623  -15.4899  -3.06463   1.16856
0.321206 0.327858   4.2993  1.69356  -8.3279
 -1.25952  -1.29705   9.03756 -0.437026     2.874
-9.15398 0.312571 -8.81148  4.64189  1.15261
0.600812 -1.85637 -2.47636  2.28117  1.15261
0.404238 0.398644 -1.22884  1.90439 0.175558
 0.92604 0.914385 -2.82805 0.833136 0.179234
 -4.59296  -4.71842   33.7188 -0.119324    2.9573
 -2.05741  -2.11872   14.7628 -0.267541     2.874
   0.2513  0.247823 -0.763925   3.06339  0.175558
   1.97653   -5.92022    -19.247 0.00631786    1.15261
-2.39308 -3.30504 -7.80262 -9.16789  1.15261
-5.43706 -6.20112 -6.88078  6.22709  1.15261
 -5.02748  -5.16481   36.9088 -0.109011    2.9573
 2.34797   2.3966  3.43547 0.231681 -1.84272
 -12.0381  0.673151   -3.3024 0.0329019   1.15261
0.111938 0.114256  5.10706  4.85967 -25.8655
  1.8486  1.52225 -13.7524  -2.8943  1.15261
-8.41702 -7.29863 -5.00505 -3.21495  1.15261
 -1.40378  -1.43285   11.4516 -0.387512   3.39086
 -1.68952  -1.73567   12.4035 -0.324383    2.9573
 -0.79944 -0.821278   5.86901 -0.685545    2.9573
0.170885 0.174424  5.27307  3.18332 -17.8327
0.195652 0.199704  2.67032  2.78035 -8.47121
0.126147  0.12876  4.56228  4.31227 -20.7206
 -1.16034  -1.19492   8.32591 -0.474381     2.874
-0.924259 -0.949507   6.78536 -0.592963    2.9573
-0.670009 -0.688311   4.91881 -0.817977    2.9573
 0.471874   2.30549  -11.1502 -0.908241   1.15261
 -1.02594  -1.05397   7.53188 -0.534193    2.9573
 -4.69941  -4.79673   41.2031 -0.115755   3.72269
-0.725587 -0.745407   5.32683 -0.755323    2.9573
 2.26082  2.48119 -19.1277 -1.45431  1.15261
 -3.4643 -3.55893  25.4328  -0.1582   2.9573
 2.27044  2.24186 -6.93373  0.33981 0.179234
 -3.78047  -3.85876   32.3756 -0.143893   3.61182
-1.18465 -7.76255 -3.82109  4.89388  1.15261
-0.193226 -0.197228   4.49098  -2.81526   11.5965
 -11.0053  -9.53552   1.90473 -0.605089   1.15657
 -1.52112  -1.56267   11.1672 -0.360295    2.9573
 -2.80513  -2.86322   23.0172 -0.193924    3.4168
-5.14341 -1.85339 -9.41952 -3.31803  1.15261
 2.08206  2.05586 -6.35844 0.370555 0.179234
 0.206313  0.203458 -0.627168   3.73137  0.175558
 -2.66835  -2.72361   23.5897 -0.203864   3.76231
 -1.31747  -1.35346   9.67207 -0.415989    2.9573
  1.0629  1.04952 -3.24601  0.72586 0.179234
  4.5916  4.57906 -13.6106 0.163515 0.144028
 3.40159 0.763144 -16.8857 -2.65585  1.15261
 0.851009   1.19922  -9.39905 -0.370523   1.15261
 -3.50024  -3.59585   25.6967 -0.156575    2.9573
 -7.51061 -0.973387  -9.65831  -8.90441   1.15261
 -1.66818  -1.71375   12.2468 -0.328532    2.9573
-0.0982482    3.08076   -12.1372   -5.52324    1.16856
-1.54583  -8.4647 -4.92225  7.80729  1.15261
0.397772 0.392766 -1.21476   1.9396 0.179234
 -6.7325 -9.30437  -8.5038  -2.2071  1.15261
0.583785 0.576438 -1.78283  1.32158 0.179234
 2.11166 0.496792 -10.4997 -3.48704  1.15261
 0.227168  0.224024 -0.690566   3.38881  0.175558
 1.05869  2.23886 -13.3283  -2.3027  1.15261
-0.705861 -0.725142   5.18201 -0.776431    2.9573
0.442211 0.436645 -1.35048  1.74468 0.179234
-0.659522   2.50502  -10.1259   4.07395   1.15261
-0.124677 -0.127259     4.824  -4.36311   20.0008
-4.13779 -4.25082  30.3772 -0.13245   2.9573
-1.49969 -1.53075  12.3532 -0.36273   3.4341
-1.29027 -5.86828 -4.13151 0.419848  1.15261
 -3.31799   -3.3867   28.3678 -0.163949   3.60409
 -3.73589  -3.83794   27.4267 -0.146699    2.9573
  1.89068 -0.123099   -7.6575 -0.641658   1.15261
 -2.73988  -2.81472   20.1146 -0.200028    2.9573
0.419254 -1.82057 -1.76931  1.19607  1.15261
-3.21743  2.47034  -10.127 0.594825  1.15261
 -3.46179  -3.55635   25.4144 -0.158315    2.9573
-0.113024 -0.116112  0.829758  -4.84897    2.9573
-0.369319 -0.379407   2.71132  -1.48395    2.9573
-0.544636 -0.559513   3.99839  -1.00627    2.9573
 -3.55438  -3.62799   28.7552 -0.153046   3.35406
-3.32515 -3.41599  24.4113 -0.16482   2.9573
-4.06482  1.59773 -6.76872  1.06992  1.15261
  -1.7044  -1.75095   12.5127 -0.321552    2.9573
 -1.55942  -1.60202   11.4484 -0.351445    2.9573
 -0.55786 -0.573098   4.09548 -0.982419    2.9573
-0.0888645 -0.0907049    5.12007   -6.12147    30.2955
 4.62098 -2.67157 -18.5464  1.17039  1.15261
0.965641 0.985639 0.784248 0.563337 -1.48858
 0.46221 0.471782  6.61216  1.17691 -8.82873
 -7.98162 -0.036779  -5.82842  -1.72324   1.15261
  1.3125  1.29598 -4.00827 0.587822 0.179234
-0.987636  -1.01461   7.25064 -0.554913    2.9573
 -4.71615  -4.81382    38.298 -0.115344   3.37067
  -1.7197  -1.75531   15.0938 -0.316324   3.72775
 -3.62238  -3.72133   26.5933 -0.151296    2.9573
 -3.35902  -3.42859   29.6334 -0.161946   3.75223
0.140146 0.138207 -0.42603  5.49304 0.175558
 -3.98653  -4.09543   29.2668 -0.137476    2.9573
 -8.9239 -2.00935 -8.17696  2.57276  1.15261
 -2.61057  -2.68188   19.1652 -0.209936    2.9573
-0.572669 -0.588312    4.2042 -0.957013    2.9573
-0.426387 -0.435218   6.34299  -1.27579   7.04555
 -2.11787  -2.17573   15.5482 -0.258775    2.9573
