    4.2524   0.343394   -22.8312   -6.75817   0.736105   -7.46754   -4.99038    1.35883    11.2415    1.76675   -9.25769    7.94189    11.8443   -6.64454   -7.51446    3.86663    7.95246   -2.17702   -2.60932  -0.572448   -2.90678    1.96136     17.344   -7.35907    5.77709    5.68482   -2.57235   0.734657    10.4442   -8.19251 -0.0814631   -5.55837   -2.03549    9.08333   0.291056    6.27625    6.59873   -24.9659    3.20207    7.32482   -6.21257
  8.82593   1.98568   15.6712  0.914765  -9.98882  -891.709  -8.98842    1.3843   8.51276   7.73318    2.3006  -4.48908   4.61981  -13.4989   1.50967  -1001.67 0.0397327  -8.46482   7.22977    6.6559   9.87459   6.45825   18.3757  -4.07655  -6.08154  -1675.21  -6.16271  -5.74928  -8.53753  -7.86295   4.69784 -0.287967  -2.60849 -0.240856  -1.87588  0.294438  -5.98582 -0.307005   -8.2603   9.13537   3.40095
0.788285 -1.55561 -11.5323  6.31543  4.32855  26.7387 0.178476  7.88515 -1.04435  3.82183 -1.03577 -3.30289   3.5361  8.88698 -9.64993  22.7575 -2.11526 -2.38371  27.8322 -8.61745  2.40308  8.58904  2.44578    8.118 -8.75771  42.1406  5.44781 -1.69556  4.17177 -7.71545  0.95036  0.43326 -2.32699 -7.47766 -1.66449 0.858155 -1.32325  3.36976  1.97364   1.8695  23.0633
    0.52363     8.99704     7.16634     5.11825     5.44595     1.41235   -0.728201    -3.65682    -8.84856    -8.60058     5.01531   -0.741931     5.08516     7.89209     5.57279    -4.61577    -7.77337     2.80958     6.73128    -8.86702    -8.51178     8.09335 0.000283667     4.15619     -3.1064    -5.73429     13.1727    -1.70756    -4.02208     4.97698     7.77742     5.25766    -4.79909     2.52294    -5.38675     4.47244    -4.98871    -14.1463      5.8282     3.42423    -4.36056
   8.2617  -6.44062   3.61111   8.41716   1.36229   9.83504   1.85145  -8.89313  -5.95435  -5.07313  -1.20868  -5.06758   6.93151  -0.33124  -7.98801   7.46784 -0.257321  0.580082  -5.37562  -4.97027   6.03067  -4.96499 -0.463469  0.820414  -5.93437    10.648   1.02161  -2.39537 -0.542087  -8.60628   4.88829   8.75924   2.28052  -1.88442  0.948918  -1.63326  -8.72997  0.972027  -3.21838  -6.59434  -1.62005
   7.31011   0.570927    9.21175    9.08813   0.475043  0.0183945    4.70321   -2.49086    1.71309  -0.855027    1.53662    6.02914    3.49899    2.14524    -5.9486   -8.01659    5.36753   -5.96893   -8.86188 -0.0533438    6.22083    4.10163    4.02713 -0.0222756    14.5965   -7.94931    13.7873     14.202   -6.97978    3.70635    5.74622    4.83701    -8.2625     7.0901  -0.400455    5.35765   -4.50462   0.259099   0.716634    12.8566   -5.68654
 0.111682   13.3435   7.67661  -5.41528 0.0183945  -9.16789   2.31664  -4.09499  -2.56689   8.03114  0.266669   5.70126    3.0914   5.70142  -8.01659  -4.40714  -5.81792   4.50308  -5.98911   3.57475   4.20613   -7.9279  -4.34568  -6.84574  -7.94931  -5.00454  -11.8214  -5.56615   9.88381   -4.9331   3.59255  -9.00237   6.47336   2.66504   5.35765   -3.5559 0.0932418  -3.60575  0.151554   8.77257   -16.611
  4.43371  -9.15188   -9.1804   1.63522   20.0352  -3.52251  -7.63257  -1.03036 -0.242172   2.58923   7.37313  -9.06335  -7.94807   4.16547    22.522   5.56726  -8.55779  -2.37593   2.20194   6.41283  -2.23117  -3.80072  -8.96967  -10.8527  -9.14803  -13.9243  -9.74877   4.53856  -5.40671  -1.44702  -2.68348   27.3384  -2.77643  0.261187  0.356982  0.122058  -7.42744   0.26914  -1.27534   1.95711  -1.18422
  7.59416   5.25691   8.53994   7.66322  -9.53496  -4.72965   22.1508  -5.44574   3.58401   3.88265   3.47891  0.125643   3.69322  -1.30328   -7.1368  -8.68503   11.2278  -7.73528   8.13551  -5.95894   4.67634   6.86126  0.352042    5.2375   -7.8977  -3.73521  0.883753  -9.78846  0.243764   3.98014   7.72258  -2.88221  -4.08697  -6.10615  -5.81445  -7.55627   2.76844  -3.70023  -6.20047 -0.192769   16.1546
 2.30504 -10.9967  6.13044 -1.69328 -4.72965 -3.21495 -5.44574  12.4507 -1.33692 -4.01964   1.4745  3.24257 -1.07395 -1.29879 -8.68503 0.599621 -7.73528  8.61217 -3.66107  8.42351  4.72172 -10.5986  3.44989  5.35173 -3.73521 -7.18571 -9.78846  19.0253 -1.74811  15.7316 -2.53609  1.56812 -5.14906 0.397994 -7.55627  8.28057 -3.70023   2.2786 0.688503  -2.4495  22.5983
