  4.18637   2.23715  -2.82532  -2.03649  -7.77043  -4.13729  -6.47508 0.0940648   7.64311   4.05747  -4.42652   7.55065   6.17598  -11.8759  -5.98531 -0.451383   3.55606
  5.64968   7.02487   5.75482   7.70956   3.68094  -6.08628   3.66236  -6.60962   8.00633   7.88581   8.04042   8.55081  -5.53887  -8.08831   5.55901    7.3227 -0.053971
  7.46696   3.98547   7.78204   6.88558   -5.3028   2.91578  -5.44192   4.93058    9.1237   1.57999   9.34305 -0.214883  -8.36409  -7.62408   8.00869   4.49308   13.5359
 -6.78519   3.06869    10.377   8.21255  -3.86426  -4.78535      9.21   7.37616  -5.59607    3.3247 -0.109566   1.49699   8.58821 -0.240694   7.26868  -9.07478   14.3891
-8.24499  5.90052  7.69072 -9.15398 -8.26247  5.91298  7.70578 -8.81148  2.51642 -1.88079 0.230686 -2.91561 -8.41482  11.8518 -9.02058 -5.66201  23.2602
-0.662668  -2.11833  -9.15398  -9.85795   3.26008   8.54689  -8.81148   38.2021   -13.067   2.46646  -2.91561   11.6259   2.37403   8.46629  -5.66201  -1.88199 0.0664974
 -1.12015 -0.718662   11.6021   6.41479   8.60574   3.55867   35.9977 -0.863096   4.56797  -14.2444   18.8259   3.47053   8.47735   2.59349  -1.89165   4.98644  -21.4646
 -1.26673   8.05689 0.0128592   7.68921   3.48007    1.1077 0.0356758  0.998271  -14.1065  -3.94488   2.46261  -3.62145   2.85986   6.69543     3.302  -6.94298  -8.16537
 -3.11453  -4.09437    6.5853    4.4475    3.5812   4.65858   10.2637   6.41309   0.73526    1.0724 -0.239865    0.7034   -6.6714   4.88871   1.44364  -2.11541   1.15458
 -7.70691    10.173   2.57113   6.53968   2.82706   4.76574   9.76737  -2.55587  -1.46802   3.26445   2.11842   1.51761    3.1658   3.05656  -2.40203  -3.74513 -0.153631
 10.7233  5.08225  6.79151  9.15784  6.62431  1.13444 -0.20607  4.58493  6.30538  1.45484  0.53591  5.52663  3.28989  11.6653 -3.49959   -7.673  5.53535
 0.366906  -9.15188 -0.426624  -3.30176   3.45205  -4.58511  -3.12664  -1.29859 0.0205517  -1.10141   14.2558  -9.06335  -4.49696   6.78923  -5.14258  -2.91795   72.3574
-0.361358   3.00589   1.21903   -3.3064   2.42795 -0.407239   3.00365   4.90643  -5.76071  -12.0383  -6.35233  -11.9573  -1.05004   2.65933   0.55615  0.130486  0.122681
  3.01125   2.84294  -2.09397   3.63396 -0.606869   6.77933   5.40053   8.60279  -12.1216  -5.73031  -8.66634  -7.15569   3.48069   5.81259 -0.257144  -4.44402 0.0170206
  5.96407   6.36971 -0.178133    8.4779   7.43284  -1.28096   6.89287   5.21759 -0.132102   5.17264   0.33372   2.49727    7.8711   1.46051  -3.11746  -6.63327   10.0548
