  3.49899  0.612241  -2.82532   2.50438   -4.4437  -8.02316  -6.47508   3.53611   7.85514   1.21648  -4.42652   10.8552   6.92956  -6.64454  -5.98531   5.77495   6.02409  -7.41591  -8.12158   14.5104  -4.81443  0.572898  -1.99438 -0.579297    5.9104   3.68801  -1.71066  -1.73797 -0.166216   6.01294   7.32593  -4.57176  -13.8269
   7.18519    7.33388    3.90051    1.78683     4.8351   0.128419  -0.296839   -1.40173    8.44765    8.23082    7.96104 -0.0618222   -2.68968    75.9407    3.68234    -3.2981   0.334242 0.00835983   0.573731    7.16665    10.5905  -0.347525   -9.09853    7.93726    9.27335   -4.78608   -9.21668   -5.74054    3.16995   0.584608  -0.652313   0.455665    6.18254
  -6.78519   -1.00141    6.46718     8.1946   -2.34653   -10.9907   -5.43121    5.76516   -5.59607    3.40131   -3.35397    2.46809    8.92411   -3.27188    2.79032   -23.3384   -2.77097   -1.93373   0.163842   -3.55199   -5.60366    4.70012 -0.0785222    15.1539   -3.86151    2.63825   -12.1405     7.7985   -7.67554   -5.94147    14.4757    2.55025   -9.22061
-0.799426  0.312571   8.30189  -2.02954  -1.69633   5.83595  0.757266  -9.18046   3.37102  -9.25361   2.90559  0.544571  -4.09428   5.18933  -9.78434  -3.18578   3.21043  -9.50722  -4.81722   8.50336   9.85465    4.6907    24.032   5.30578   3.44196  -6.52831   8.08499   8.83666  0.374145  -7.80042   -0.2458  -7.30366  -8.64324
   8.27491   -6.44062    15.3625    3.92153   0.987088    2.25591   -10.3882   -4.44807   -6.64187   -5.07313    12.7682   -8.22841     7.4649   -10.4809   -23.4948     3.5069   -2.98432 -0.0135542    7.78885   -13.8432    6.17372   -7.46007   -3.50775    1.70561   -4.04058  0.0812113    2.70581    -0.2868   -8.07649   0.428105   0.985008     7.3721    15.9901
   -6.44062    -5.97667     5.39124      5.3738     2.01997     6.40366    -7.09988     8.33614    -5.07313     1.85363    -7.52068   0.0652213      -10.48   0.0190054     1.91703    0.070638 -0.00957983    -8.50006     3.00766    -2.95238    -8.18699    -2.98339    -11.3796    -4.36666   0.0573985     7.26261   -0.150376     7.03656    -0.85989     2.24984    -23.2027    -6.14747    0.260461
  7.65709   2.32205   7.84297   10.3466   6.14654 -0.381886   1.25077   4.88105   1.12976  -3.53678   3.88479   5.25068   4.29836   2.03483   -7.8875   -7.4559 0.0766887  -1.48002  -5.57951  -7.35549   9.61699   5.31667   2.45712  -3.16213   -2.2153  -17.0554   5.50339  -4.10697   2.54482   -3.9006  0.178991   7.91192  -3.93176
 -10.9328   1.90758  -8.93782   8.19092   10.7499  -2.14604  -6.88078  -9.74125  -2.12508   4.61924   1.08365   1.68673   7.17419  -5.84693   -2.6987  -7.19169   4.24277    7.4951  -4.38924   -3.4241   1.65569  -7.74207 -0.963733  -9.77076  -3.00316   4.66481  0.251739   4.07764  -3.87998  -4.99107  -4.81671 -0.597006  -15.8186
  2.11308   5.20454   8.43905  -6.84209  -2.14604   24.2443  -9.74125  -7.63257   5.87546  -5.60838   2.94409   7.40903  -5.84693 -0.697931  -7.19169  -1.61972   8.24958   -3.3569 -0.115624   4.31298  -7.74207   4.04976  -9.77076  -8.96967   4.95303   7.63683   4.24543  -5.92375  -4.99107  -3.54611 -0.597006   2.93399 -0.946499
 0.647543   4.92569  -0.95065   15.6056    5.4576   1.56931   5.77753  0.250079  -5.07137      2.95  -1.24816   10.7396   5.49205   3.65145   -7.8856  -21.9849   12.2756 0.0438161   8.67631   15.2569 0.0118928  -8.77907   19.2899  -23.4307 -0.517864  -6.50646  -8.24237   3.45265  -5.44584  0.415207 0.0802238   1.21493   23.8506
