    6.64587     4.67485    0.849187     -2.2757    -6.73943    -41.6702    -11.6041     11.2614     8.08061     5.38765     0.70507    -12.9191    -8.89939    -6.65585   -0.412791     3.55494   -0.111529 -0.00263212     7.77744    -15.8691     7.90406    -18.2361      8.1187     7.43822    -5.65993     6.62576    -6.16271    -4.65088     0.48757     7.67471    -43.9854     8.00784     3.26699 -0.00182103    0.055462      17.683    -3.94365    -67.8634    -2.40813     3.43878      1.6637     10.6009    -8.81681    -11.2453    -4.97022    -3.64952    -12.8124     2.93592    -5.83267     16.6005    -4.99817   0.0894785    -5.23651    0.880871      4.7838     1.77024    -6.87015     2.75796   -0.290595   -0.499582     -8.5387     5.22853     8.64922     -3.8283     5.04977
 -3.24546   1.68048   8.61839  -10.7356  -107.066   3.62669   8.03288  -8.26723   3.57427  -5.21452   2.81827   102.227  -3.79777   2.49189  -9.71743   2.13641  0.833686  -8.65198  -4.63857   5.85598  -60.0677   3.70332  0.598367   4.50039   4.76337  -10.6191    8.5962   84.5104  -5.89693  -7.47013   1.23307  -9.54706   -9.9685    7.2255   1.32846  -1.76904  -209.224  -1.70662 0.0852932  -1.35015  -1.94982   3.83483   6.08671    95.763  -9.91562   12.8438  -9.31722   7.40868  -8.12357   2.33925   1.84062   4.00453 -0.132138   4.62209   3.05779  -7.06667  -6.88013   1.51862   7.66762 -0.519708    9.1936 -0.235147  -4.65776  -2.02597  -4.29975
 -0.31921 -0.931917  -1.37424   9.26943   7.62165  -2.59356 -0.639722   -7.5325  -4.15052    4.5492  -49.2071   7.56559    4.1908  -5.84693   2.49245  -7.19169   3.91557    6.6778   9.67426  -1.67406  -1.07969  -7.74207  -1.77037  -11.7472  -5.81217   4.88817  -32.3984   5.32319  -1.09752  -4.99107   -14.876 -0.597006  -9.59867   -1.5662  -2.55208   4.76708   2.80783  0.929985   4.22913   2.69468  -6.07579   6.82501  -93.4204   2.60122   3.34435  -8.87009   3.83315  -9.92106 -0.641083  -1.03176   1.42237  -9.00286   6.59727   19.4373  0.885039  -6.68988   3.28787  -3.82429  0.203444   2.66384   7.67019  -6.10755 -0.457028  -3.53066   15.8768
   6.36409    7.15576    7.82321    9.61291   -12.7281   -5.43148    5.17014   -4.93912    7.39113   -1.33692     2.9171 -0.0042762    8.95067   -1.11981   -4.19836    3.53926   -1.08615   -5.46628    8.49496   -7.31391    3.95644    8.84374   -6.69072     6.5178   -11.9318   -3.73521    1.93951   -5.06379     9.4697    5.91368   -2.78695  -0.477987    6.51643   -4.18479   -2.36934   -5.70861   0.402156   -3.98263    2.52816   -2.73197    5.15525   -1.72125   -5.57276    5.10391   -2.61173    7.90193    8.01227    11.3645   -6.61269    1.83828    2.99808   -1.35009  0.0373464    4.45386    5.45869   -5.74394   -3.39869   -5.20777    3.86407   0.336548   -2.63404   -2.32607   -2.69496    7.10127    4.35373
  -7.46756    4.51358   -9.69721   -11.9246   -8.97813    7.07998   -12.2941    11.6385   -5.83597    5.58459    5.42212   -5.63446   -10.1811    4.60683   -1.59139    8.41344     8.7895   -2.14139    6.59971    3.49541   -16.9527    9.77067    5.90873   -7.85013   -8.92894    5.60488     9.4933    6.64791    3.04718    7.16189   0.103349    3.26429    3.91509   -6.17945   -5.52881   0.961482    6.25937   -4.03575    16.5779    6.47057    8.97026   -2.65519    10.3486    2.97579   0.651649   -7.18375   -7.45018    8.79123   -7.10338   -4.52576   -5.28547    0.81597    2.23508   -6.94416    1.70678    4.39351   -5.61946    5.25401    4.10172    9.21344  -0.928474    7.11683 0.00106594   -7.81865    6.21108
  -7.37601   -2.22192    7.66814    1.45955 -0.0182521    12.8546    1.76975    8.83958   0.620894   -2.58832   -1.86573   -1.45908    7.09693     2.8467   -1.07246  -0.069474     2.6869   -2.16296    4.53177   -2.95558   -23.8865    3.64263   -3.20466    2.49308    12.5722   0.139977   -22.9703   -2.87244    8.28976    7.22944   0.135097    3.91229   -18.9607   -1.20114  -0.272885   -5.91096    -2.6004    3.80154   -19.4558    7.19908    12.7228    8.09946   -2.89495    7.64276  -0.470082    3.50592   -8.73995   -10.5273  0.0815477   -4.12081    -11.942    2.23782   -2.77316   -3.74197   -1.13853    8.64573   -3.74701  -0.211668   -2.74625   0.519578    7.42907    4.63735    6.66011  -0.637342   -18.8545
    9.7288    35.7392    4.81078   -4.20825    5.87214    3.30849    9.11748    7.36875   -6.07564   -10.5475    1.26899    5.64715   -9.86964    -7.8048    9.64927   -7.38436   -3.26953    10.4683   -1.55226   -7.37251   -5.43843    8.67019    9.73518  -0.589125   -9.50039   -8.12767    6.08045   -5.26659    3.47505   -8.66012   -3.26367   -11.2107   -7.79888    66.2716   -4.19305   -5.57132   -5.90413 -0.0337052   -2.38721    2.37541   -3.85682    5.00341  -0.596932   -5.55753    7.66297   -1.68166   -7.78431    2.00701    5.89564  -0.615613    4.12639    5.58752    4.11117    6.21273   -3.55452    7.23333   -4.68331   0.197409   -2.29884   -4.43254    1.61035    1.60492   -9.60945    4.46657    1.32737
   1.02205    38.3276   -3.09836  -0.913369   -2.86749 -0.0428604    6.84694    3.04765   -5.92432    7.56524     7.6347   0.759082    7.69178   -9.68299   -6.78884  -0.756642    3.79838   -18.1711    1.06612    7.78071   -5.12931   -5.36062    3.21426   -6.38765   -9.61148     3.2602   -3.05069   -10.8799   -1.84406   -7.81478    -4.6799    8.67081   0.263618    55.0639   0.321923   -1.83331   -6.21359    2.76162    2.93939    7.40369   -6.61872    1.85113    8.99556   -3.05909    4.78837   -9.78903   -5.43307    -2.5674    6.39694   0.844806   0.158037    7.39372    3.23387    4.06871   -6.33409  -0.265154   -3.15601     4.9689   -6.38775   -3.12726    2.16306   -5.69402    2.84669   -8.99509    -0.9894
0.00495051    9.63168    -14.786    9.61553   -3.20289  -0.633476    8.80454  -0.499405   -2.47019   0.466495     5.2183   -3.16827   -3.35557    6.08993   -1.68414   -1.64286    1.56972   -6.19444    9.86875   -1.54981   -4.17586    5.53911    7.78954   -1.51367 -0.0319898    1.81166    6.79154   -1.18779    2.05042   -2.96333   0.676644    10.1224     5.2845   -10.4314    15.0373    5.47078    3.86178   -12.7542    3.77946     3.4802    3.30676   -7.48372   -6.28203   -5.24257    3.92955    10.4156    6.59998    6.39603    4.86944    5.91385   -2.21672   -7.19263    6.43306  -0.312675    1.02598   0.917854   0.194381   -1.03001   -3.93096  -0.368813   -7.37927    3.73549   -5.99378    5.29979    10.1401
   9.40485    7.19958    9.27087   -3.84921   -6.88362  -0.669333   -1.18776   -6.78525     1.7335    8.13485   -3.16827   -6.14606    7.73494   -8.97558   -4.88313 -0.0515073   -9.73492   0.230823    -1.3634    5.44608    7.15678    2.23539   -1.48888 -0.0238987    2.12663   -11.2755   -1.18779   -6.29242   -1.86329   -3.74493    6.79407   -1.06676   -4.34141 -0.0381618     7.8923    1.20302    3.10296    4.16449     3.8059    5.78295   -5.42785   -2.96434   -5.24257   -7.56625    9.83571  -0.269646    1.81557    3.23427    4.39862    3.41638   -7.16498    3.95625   -6.07259    3.49681    5.68029  0.0600433   -3.60274   -3.62469  -0.368813    5.16568    5.03078   -1.86273    2.89791   -1.74269   -14.9988
  9.45816 -0.259261  0.445238  -2.08968  -1.31808   4.27929  -5.68945  -4.52294  0.197456   4.73093  -2.36499  -5.51567  -6.42928   6.96933 0.0854069   4.81032  0.874889  -1.01345  -3.97399 -0.447247    6.4147   4.48999  -9.61734   8.56598   1.07329  -9.01759   11.4131   6.28628 0.0597979   1.68717 -0.306228  -5.51201   2.60621   3.92513   -2.6014   3.78276  -5.89634  0.319643  -8.37105    -10.09  -1.83346   10.7193  -10.4678   6.13932  -4.90093 0.0154041   5.60366  -5.32471  -4.19238  -1.81126  -1.46744  0.254687   7.41145   2.06238  -6.62967    2.9609  0.909246  -2.94873  -4.13211  -5.18594  -9.67869   2.13478   15.8091    5.8506  -8.73436
   5.95806  -0.782828   0.264468   -6.56329   -3.85963   -9.31918    12.7611    17.2729    9.33198  -0.878259     7.4916   0.919209   0.317646 -0.0753485     7.0745    5.88061   -5.90677    -6.0997   -6.61019    6.66899   -7.78692   -8.93437    4.91594    11.3005    4.55553   -1.12966    4.98391    5.93614   -1.24883  -0.808894    3.93348   -6.10451    1.25631   -4.79736    5.19709   -1.44289   -5.86186   -3.40458   -5.91848    18.6937   -4.79939    3.96867    12.1288    6.48705    3.92718    2.62253    -3.8912    1.36559    2.42364   -9.31922   0.118919   -4.52088   -5.16169  -0.285674     1.9428   -1.06018   -5.88977   0.730651   -2.61637    9.27439   0.981015   -3.41666    4.32091    2.48479   -13.4437
