   9.39095    4.82388    11.7426    -10.037   -3.20064   -4.01733   -10.1727   -5.65389   -8.73553    8.72846   -14.0933    -6.0613    5.86123    14.9476    4.80234   -2.99237   -8.30194    8.46499    5.74916   -5.72747    1.39085   -6.65738   -4.20595   -1.41567   -0.27686    7.97648   -5.97772  -0.747892    6.39172   -6.38254   -2.45326 -0.0246584 -0.0213365   -1.29524    -3.2188    3.42921 -0.0172737    8.16759   -4.21119    4.21672    3.98157
  -5.53869    4.57122   -4.16742    13.8642   -1.72294     6.5629   -1.47048    2.56497    1.76675   -1.09115    3.47471    6.55699    -6.4851   -8.73109    4.94281    8.72735   -4.27638  -0.169984  -0.572448 -0.0724879   -1.31954    8.40917   -8.15185    3.31638    7.36891     11.451   0.433902   -9.55221   -2.66451    9.43584   -4.51305   -7.79098    3.69132    1.78141    7.94775    3.08867 -0.0700751   -1.84595    3.59642   -3.81192    2.68627
   6.45367    6.82553    8.98257  -0.242802    7.04756    -4.8811    2.56497   -7.44827    5.64171  0.0453248    6.47023    5.71324   -1.32521  -0.425196    8.80365    0.73632  -0.169984  0.0170204  -0.830768   0.447886    8.74537    8.52534   -6.82282    11.3408    10.6692   -5.63743   -9.55221   -7.41735   -4.26608 0.00964482   -8.24582    4.65702    2.35803  -0.553838    3.02746   -3.84791   -1.84595   -2.46915   -3.80657  -0.679374    7.38062
   6.76513    2.34534    7.36037    7.35736   -4.79385    288.376   -7.31673     1.3358    9.99061     3.5657  0.0109799   -6.46234  -0.224809   0.717397   0.874089  -0.796435 -0.0590454   0.321393    4.58322   -9.80959    8.11336     1.5916    7.55173    8.12577   -5.67573    295.218   -7.52176    0.20081   -7.35667    2.42445    4.21576   -4.15587  -0.501724  -0.504957   -3.51897 -0.0723798   -2.44639  -0.204702 -0.0170537    2.70555    -3.8438
  -1.75576    -1.9105    10.2879   -3.97193 -0.0622071    11.9152    10.1012 -0.0870769 -0.0454086   -5.32589   0.994921   0.718635 -0.0132536   0.297717   -7.73762  -0.905948 -0.0134648   -5.95923   -5.69661    1.98057    8.29087    5.38231    5.42746   0.658411    3.30629   -1.96132    5.32179   -1.95792    2.43443   -8.96576   -8.26407    12.0209    2.08318   -2.18549   -5.75977   0.709269   -2.14006 -0.0388212    7.78584   -1.19029    6.41456
 -0.100669   0.661459    7.03696    2.99071    28.9742    2.24284    12.7017    4.12721    -1.1365   -6.61271  0.0500183    5.15513     8.6043  0.0593723    35.3759    2.25981   -1.61423  -0.348584    -11.377    3.47513    6.78178   -9.07769    8.98488   -3.03418     36.963   -4.65039   -3.33071    1.64976   0.446596   -10.1311   -2.03668    9.78861   -7.21842    -1.7067    1.75326   -2.87308 -0.0169349 -0.0498262 -0.0271337   -5.22713    14.9703
0.661459  6.46095  6.57649  9.66681   3.8362 0.991715   4.3569 -2.14647 -5.24635  -6.1682  5.15513 0.353788  3.19828  4.73258   3.1995 -3.39862 -3.96356 -2.06335 0.533165 -5.51425 -9.07769  6.82834 0.622538 0.915425 -4.02128 -5.55065  11.2841  2.47012 -5.81141  6.76884  9.78861  4.47914 -3.63517  2.45041 -4.19551 -2.00926 -2.94533 -7.23031  1.84313  5.10486 -13.0899
   7.42317   -6.53876    5.34898    14.2601    1.35247    10.1802 -0.0248326   -4.89463   -4.07371   -4.53269 0.00118964   -3.28373    9.12532   -5.52062   -3.74683    5.10983  -0.587257  0.0100949   -6.97552   -8.48956     7.0596   -5.30989    1.59256   -1.07168   -5.21289    8.26617   0.578387   -4.31081   -1.20775    -6.5283    4.71597    7.37741    2.46191 -0.0211106    4.03518   -4.73132   -2.61793   -3.00655   -3.25362 -0.0238276    4.43372
  -6.59365   -5.12111     3.7915    4.39125   -9.01706    7.79695   -7.31432    7.95624    16.3967    1.85363   -5.56901    1.79787   -3.89391    5.15664    15.8424   -6.31248    2.56873   -7.06268   -16.1311   -2.50949   -3.43834  -0.798529     -12.18   -2.52618    3.65808    6.76586   -1.13401    7.14288    15.3255   -6.81349 -0.0279111    4.11783 -0.0337326 -0.0295802  -0.011382    3.60258    -2.8985   -6.38576    1.37652   -8.34419    1.18516
   10.1877    1.14448    7.19207    2.68248    2.57746 -0.0328219    1.52049    3.71786   0.979138  -0.197798    3.28508    4.36495    2.31603   -10.7861   -1.43762   -7.30048    6.90473  -0.815219   -4.44559  -0.190177     5.6648    5.55654    3.99153   0.221732   -4.02485   -8.66542    9.08135    -5.4146   -5.65382   0.413376    5.55256    4.50497    -7.9099 -0.0300309    2.56586   -51.1402    -2.7735    1.03059    5.21871     3.3056 -0.0848915
  -10.8291    3.52638    -5.5545    -5.4564     8.3278      4.571   -6.76903   -7.85901    3.75198    5.31197    13.1214    3.22677    3.64789   -17.0075   -2.66349   -1.47983    4.45509    9.51637     9.6996   -1.70295     4.3061   -7.74207   0.119184   -7.08334   -4.36309   -2.38997   0.151339    3.12844   -3.63162   -2.78194   -1.81709    7.51967   -5.90503 -0.0126052    2.89662   0.159437    4.81906    2.50695 -0.0239327   -4.72303   0.971294
  3.52638  -2.50764   7.98771  -8.87997   6.13839   18.3238  -5.49867  -5.33516   3.49983  -1.91987   3.22677   8.17543  -3.17937  -5.60569  -19.6192   11.5235   5.42145  -6.07054  -3.41853    3.0927  -7.74207  -1.38684  -11.1918  -9.31405   3.37032   19.3536   2.59904  -11.2688  -1.63774  -5.34711   7.51967  -1.77391    0.5837 -0.714863   0.72762  0.336867   1.92719 -0.100172  -3.07718   2.90288  -13.0097
  -2.90229   -1.25452   -6.35244    3.91177     -3.653   0.116204  -0.194027    3.84024    8.47482    4.66186     -2.225   -5.71987   -1.27632    3.43821  -0.151114   0.762111   -1.13122    3.65385    8.43766   -7.52316   -5.22462   -7.20434    12.2172    3.66183    7.81349  -0.944167    2.64622    3.60608    7.90582   -1.09696  -0.877059   -3.87834    4.43083   -2.31788   -7.58203   0.913829   -4.04049    5.73699   -1.56701 -0.0376816    16.9663
-0.954191   8.24493   6.85887   12.1644  0.622292   1.07085   4.41014   5.43196  0.303344 -0.547678  -5.82229   3.24893   5.80931   68.8774  0.706654   6.02935   3.74999   2.14709  0.486002   2.15173   -6.9919 -0.895148   4.73252   47.8288  -1.34026    4.1896    3.0464 -0.589498   2.90603 -0.254275  -4.27047  -4.21101  -3.64112 -0.609293   4.34889   6.94171   5.63696   6.34139  0.538405 -0.138846 -0.431828
 -0.740051    4.55678   -1.44108 -0.0211525  -0.185432    11.3193    3.47998      11.45   -7.68675   -1.43178    10.3478  0.0943027    46.2743    7.42388    5.97917   -2.11193    1.64048    5.39526  -0.722893    13.3326   0.830607   -6.16913    36.1444   -9.98223     4.6768   -3.57274   -1.66218   -5.46576   -2.87554   -6.87477 -0.0192438   -5.86883  -0.936076    9.58551    7.26567 -0.0121673    4.94171   -1.51127 -0.0269458  -0.011962   0.865054
    2.77903    -3.02457   0.0641859   -0.979894 -0.00129895     -10.968     19.3132     8.81162     7.91557     3.28348    -3.93406     2.23557     10.1472    0.337983     5.79851     2.46911    -4.33813     1.36177      1.2135    0.615223     10.0336     8.26421   -0.963771     6.35089     5.78014    -3.81447     6.72514     3.14117     2.82956     7.46711    -4.56188     2.04479  -0.0287687     9.16926     -2.0135    -4.21776     2.38609    -3.05105     3.37498    -5.53969     8.63884
  -1.12331   -6.85157   -1.65853    3.23875   -8.43519    8.37206    6.03516    12.5979    3.49684    3.02953    5.77031    4.94194      1.406   -1.12487   -5.98292   -6.03445    4.30926   -14.3566    -1.6318    3.36926    6.91469    1.64717    6.06538    4.37406   -4.48423   -2.01752     3.2156    38.8346    6.98506   -2.02378    1.86934   -5.40028     8.9345    7.85792    2.02603    4.38443   -2.85452   -1.32623   -3.27896 -0.0648516   -8.00973
 -0.0731204    0.253901     3.00144    -8.86396      3.6201     8.28658    -10.5681    -5.15547     7.84506     42.9595    0.305068   0.0534207    -1.51576    -1.91749      -1.515     7.47515    -10.1305    -4.77866     7.13227      9.2803 -0.00870728    0.134984     4.52757   -0.392398     -5.9578    -5.72544     25.8351     3.56425    -5.42338     1.89042     -1.0677   -0.627429     8.09037     5.48171    0.705386    -5.64072    -0.77463    -3.16632      8.0289    -1.13553    -2.06476
