   5.5422   1.17825 -0.278294   1.31249  -2.08372  -6.43659  -7.25254  -7.15794  -8.38111   4.76495  -7.13111   5.27123   3.16402    4.3659 -0.358924  -3.93095  0.820415
0.00148893    3.90191   -3.07561    6.58822    -3.0064    4.67193   0.567157    1.80056    2.98477    8.37419    7.21463    8.19787   -5.22087   -5.78116    3.66615    5.13682   -3.67652
 4.96028  5.92409  5.31112  9.93584  3.09556 -5.27048  3.24373 -8.83387  8.00158  8.25394  8.53369  13.8581  -5.5482 -7.87913  5.22457  4.67349 0.967028
   6.42422  -0.110221    10.8365    5.76992   -5.98333 0.00280828   -10.1242    11.9638    7.90952   0.895104    13.3832   -1.97263   -7.85636   -3.07626     4.6289 -0.0227896    3.89632
   6.67032  -0.141668    12.0437    8.04164   -12.3822  0.0262751    10.0034     6.6725  -0.369087    1.56873    2.83906    1.89406 -0.0258632   -1.84425     5.4476   -8.19401    3.97668
-0.0415162   0.312571  0.0452421   -3.00188  -0.042359    4.64189  0.0478101   -2.57564    4.20338   -9.25361  0.0294473   -5.90165   -3.34322     5.1063   -3.86185   -2.62171    15.0711
0.312571 -1.73624 -3.40501 -6.93704  4.64189  8.35767 -2.06664  33.4006 -9.25361  3.51192 -5.39472  13.9834   5.1063  8.92963 -1.98981 -2.23727 0.851521
  0.661459     7.2729    7.09245    6.06156    5.40428 0.00188599  -0.330509  -0.281327    -9.4908   -7.28196    3.41861    2.89858    4.89109    2.68139    4.55735   -5.34748   0.844433
-2.34473  10.0638 -5.13011  7.08387  4.36991  1.33244  9.56089 0.937776  1.48484  2.61595   3.2135  1.81476  5.30053  2.84134 -2.43122 -4.05454 0.850115
   13.3053    1.83467   0.111371    9.03143    6.73726  0.0183945 -0.0595962    4.59713      8.161    -2.7199 0.00324091    5.52836    4.79662    2.75072   -2.43382   -7.05627    0.85429
   1.83467      1.533    4.23673   -2.02872  0.0183945   -4.17499 -0.0658381   -5.34284    -2.7199    9.83154    5.61099    7.34008    2.75072    7.87778   -5.76282   -6.08507   0.431939
 -3.04345 0.0293734  -1.68006    -4.473  -8.88645   5.40113  -5.64391  -11.9574   8.20898  -5.43376   5.13349   11.1325   7.75552   1.22779  -5.01631  -3.39804  0.807676
  -7.76503  0.0248109   -6.62222    3.61957    6.24669     2.8954 -0.0264334    -2.9053    -0.6766    3.73532    6.57379   0.317151    1.56639   -3.41504   -1.86532   -3.40315    27.0221
   0.529335    0.610207    0.126474    -2.01214    0.623272     4.00717 -0.00111765     -2.1444     3.57018    -4.56672 0.000745559     5.69666    -2.97726    -2.20666    -2.53824   -0.864698      16.523
-0.0173758   -5.97408   -14.0958   -3.30176    4.27762   -3.61988   -8.52682   -1.29859   -4.17419   0.593828    1.35559   -9.06335  -0.982581    3.44405   -1.46756   -2.91795   0.888165
 -5.61456  -8.57393  -3.30176   3.87852  -1.99537  -3.02507  -1.29859   4.27391 -0.809772  -1.27165  -9.06335  -8.36161   2.38275  -1.57917  -2.91795  0.766063  0.890172
  -12.3475     4.0839    1.38501   -6.97188    8.51408   0.247165    10.7738    4.83067    4.23751   -9.23907   -3.56322    2.41158   -3.11484     6.8844 -0.0315102    5.50356   0.886537
    4.0839    6.05718    -5.8186   -6.75359   0.247165    9.04473     7.0007    8.09833   -9.23907   -5.97403     1.5091    1.72798     6.8844 -0.0379627    5.53942   -4.79227   0.885361
 11.7001 -2.34026  2.64881  6.70455 -6.08243  -2.6331 -1.24541 -3.55535  4.09408 -5.26846 0.881077  2.35752  4.97953 0.265152 -3.92528 -7.15252  0.86126
 -0.114621   -3.27262    4.76549     23.093  -0.195477   -5.75085   -5.23287     -25.45   -6.22197    -3.7302    1.42093    6.97569   0.114794 -0.0675264   -6.64775    1.36603   0.881626
   -7.33729 -0.00534442     2.22903    -5.95176 1.27282e-05     3.51858     3.00255     4.60416     7.27324    -3.46612     5.16315      11.049    -1.97983     -2.1164    -2.37085     1.54933     10.4183
  -1.85997  -0.871018  -0.684233   -5.14309    6.94775    3.23382   0.384675  -0.693007   -1.70355  -0.796794    1.16532  0.0331814   -3.46563    7.34726   0.268025 -0.0626275   0.716858
 -1.54694   1.14526  -1.08078   1.35241  0.678076   8.49158  0.884465   9.84619  -2.55438  -5.35614  -1.04168  -6.21399  -3.98798   3.02302 -0.238453  -2.62683  0.901729
 1.43419  1.90801  1.64902  1.60766  8.41715  5.24802   9.6965  4.42294 -5.58923  8.81484 -6.41191  6.60809  3.46659  -7.7182  -3.0365  9.17142  8.33648
  1.83094   8.74936   1.62182   4.61062    5.1671   11.3895   4.57125   5.99247    9.0564  -1.05366   6.33751 -0.554364  -7.87522  -4.12672   8.92015   7.81072   15.7176
   11.4535   -4.87843   0.748973   0.939972     1.9119    1.81845    7.16008    9.12133   -3.61538   -6.67471    2.60114    3.29433 -0.0244837   -4.50937    8.34352   -6.55883   0.871614
-4.70981  2.52964 -1.01512  1.16733  1.43007 -2.86749 0.933665 -1.07472 -6.95995 -5.92432  2.21979  3.82175 -2.85298  9.29595 -3.85157  -3.3457  22.2181
 2.52964 -5.93376 -1.11708 -15.6987 -2.86749 -1.69674  5.09626  3.98348 -5.92432  7.60822  6.17968  24.5996  9.29595 -8.63325  -5.7442  3.67142  11.7488
   -2.73716    0.294771     1.18441    0.693451   0.0888133 -0.00963093     3.44921    -5.23857     3.09916     5.04582    -4.66261     -5.9841    0.421632     3.92956     1.78819     4.62392    -20.2525
