   6.53557    3.36655   0.272327   -3.15644    -8.5054   -3.43421   -6.01526 -0.0565397   0.889364
 4.22857  1.22313  -2.5928 -6.67149 -6.69957  -7.7819 -3.68714  2.35094 0.882547
   0.0137062  0.000941375     0.492732 -8.83926e-05    -0.541393      2.08311      4.03357       4.5115     -8.51595
 4.61381  1.01821 -1.76138  5.76344 -12.1073   -6.814 -3.30779  4.18852 0.881915
 1.30128  2.17582  5.83397  9.75471  4.47001    7.508 -5.81602  3.47396 0.815037
   -4.08069  0.00205577 -0.00581245     5.93809    -4.03359    -5.89919    -2.17163    -2.51713    0.893612
0.000415086   -0.159764  -0.0682378    -10.0317     7.03773   -0.756904     2.13049  -0.0327012    -14.0369
   -0.206856 -0.000165191     -12.9887    0.0271566    -0.980012      2.31875   -0.0252565      -5.3534      13.3701
-0.0955244 -0.0637727    9.50704    6.46363    9.93341    8.57238   -2.46094    3.61962    -5.7012
 6.52304  6.08446   6.1964  5.78071  4.31799  4.01895  7.39139 -7.92998 0.857797
   7.74347 -0.0801568  0.0920705  0.0826136   -3.76634 -0.0719387 -0.0306685   -2.08114   0.911744
   -3.84422 -0.00176841      4.7751 0.000166049    -8.78072     1.00569    -2.97971     -2.4016     3.29727
   -1.30325     2.62678   0.0019226 -0.00428954     6.07633     2.71893     1.90574    0.947132    -13.2731
     3.01358   0.00259366      1.60164 -0.000243537     -4.65297       3.6865      1.26929      1.63746      -5.1545
-0.156582 -0.194652   4.41085   5.43288   2.97904    3.6352   4.86333  -3.95985  0.815547
 -3.30504  -5.49992  -2.39308  -4.74741  -7.80262  -9.71465   1.82775 -0.345595  0.882547
   -4.55094 -0.00184357    -3.52379 0.000173106    -8.08016     2.65877     4.65278     -2.3037     7.00702
    1.49908 -0.00332132    -7.36618 0.000311863    -8.92625     5.30492     1.53206    -1.27872      7.6655
  -3.87231  -0.360268 -0.0247437    4.74797    -3.8601   -5.75431    -4.1144   -0.45671   0.885468
-0.00791306  -0.0136254  -0.0576425   -0.113791     3.84257    0.143146    -4.24841      2.1556     16.8982
 9.45838  2.93878 -3.92356 -1.21714  2.95105 0.903725  2.24837 -7.26875 0.862266
 56.6699  5.92984  85.9321  8.99157  60.6621  6.33603 0.825688 -7.89584 0.842844
  0.00275996      4.80519 -0.000259153      6.49371      3.90854     -11.3058       1.5388      2.80253     -5.13244
    5.15365 -0.00731844     6.40159    -6.58655      -5.859    -6.27385  -0.0313021   -0.358191    0.897221
  -2.87298    3.57152   -4.28286   -3.34861   -7.18626    -3.6433    1.95192 -0.0532949   0.889364
-2.53438 -2.01414 -3.56974  -2.8379  10.2687  7.29362 -5.48876  6.90435  6.88703
  0.00130671     -5.27468 -0.000122696      2.68549      6.02037      -9.2916      3.25017     0.219899     -18.6852
-0.538376  0.375012   3.56735  -2.47957   4.15005   2.87007   3.63771   5.23371  -29.2358
 0.0159086 0.00465592   0.475708   0.292349    4.64911  0.0220581   0.383992   -1.12211  -0.803569
 -1.66899  0.869271 -0.102592 0.0533101   3.35689   0.95234   2.78564   5.35329  -13.5672
-9.95393 -2.34866 -5.80099 -1.36817   15.854  5.52552  1.14049 -4.83534  9.51845
 -1.8993 -1.62416 -3.22855 -2.75936  7.13569  4.35182  5.16335 -6.04176 -9.66875
-0.00722748    -4.43028 -0.00822482    -4.24601     4.23225    -2.96678     4.84059  -0.0428061    -19.5836
0.0431523 0.0573322   4.75968   5.91541   7.11366   6.04799  -1.42715   1.14825   4.08967
   0.0112369      6.34413  -0.00037286 -6.94359e-05      6.17414     -6.18451      2.12501    -0.811527     -12.2305
   7.57211 -0.0658296 0.00422055      -7.48   -7.54146   -7.09364   -3.38986  -0.264357   0.893274
 0.00170878     4.92033 0.000366657     4.36993     3.57183    -9.17981      3.5341    -1.73434    -11.7405
 5.01101  1.53927  5.79649 -1.84515 -10.6956  -3.5452 -1.64478 0.350907 0.882547
 7.53543  6.56501 -2.23269 -1.94983 -2.95822 -2.57252 -6.07206  6.93818 0.891819
  7.14905   15.1267 0.0114634    0.0236  -2.13103  -4.48542  -4.67156   2.19353  0.892979
    7.16566    -3.09158 0.000542798  -0.0825861    -7.08917    -3.19323     -1.3559    0.516023    0.887617
   -5.38447  -0.0160956 0.000545504 -0.00111535    -5.31949     1.67743    -1.79513    0.852856   -0.542156
  0.0138794  -0.0104288 -0.00130324    -6.11197     3.82859    -6.12748    0.305995     3.96158   -0.289512
 -2.58878  -4.89564  -8.26108  -15.6257   4.01269    7.3952   1.05472 -0.562721  0.847628
-4.06495 -7.64621 -8.01989 -15.0907  2.71456  5.07473  4.95195 -2.63718 0.863151
 0.0463071 -0.0287373   -4.21231    2.72508    4.29347    2.81286    2.24924    3.47662   -18.5543
 0.0263729 -0.0579051    5.23689   -2.24715   -5.26529   -2.32801   -1.95724    3.34032   0.881915
  -1.85339    2.49025   -5.14341    2.54406   -9.41952   -2.72235    4.73179 -0.0763382   0.889757
     2.21807  0.000700369      1.78988 -6.57627e-05     -7.44443      6.23484     -6.18049      6.06398     -36.9259
   2.87892 -0.0112326 0.00410908   -4.86922   -2.84909   -4.80329   -3.48183   -1.54929   0.893274
  0.0111207 -0.00343604    -1.59984 0.000322635    -1.63164     4.92212     2.60087    -1.23602     6.96586
 1.93203  1.51358  8.36256  6.55478  8.28971  6.52249 -3.88877  4.95885 0.781013
  9.90908   4.25018   13.0804   5.63234 -0.656014 -0.304563   1.06581  -2.49476   0.88286
 1.83053  3.20776  5.88916  3.24258 -11.8666 -6.34736 0.330342 -1.78762 0.882547
 3.70587  0.77557  3.48803 -3.03212  -7.2674 -3.76641  1.74622 -4.45996 0.882547
 2.66456  2.85705 -7.77546 -8.31931 -2.71831 -2.90338  -7.0999  6.61281 0.892242
-0.973387  -3.30528  -7.51061   3.86332  -9.65831  -8.90441   1.21202  0.519597  0.881915
-0.432837   5.86186  0.621417  -8.40069   1.07438   24.7852   5.09822  0.377174  -13.9437
   5.65162   -11.2109   0.143551  0.0525414     -5.804   -6.31768     1.8243 -0.0226841   0.897471
   -10.0942   0.0307296   0.0516698 0.000106597   -0.845922     4.86459  -0.0322949    -4.64283     23.5401
 0.768228  -1.59571 0.0526096 -0.109512   2.52969    1.7581   6.09134   2.92992  -19.6783
   -6.71446     3.18613     -3.4651 0.000910249    -10.2368    -3.05786     1.87169    -0.80855    0.887617
     2.01561   0.00204045     0.922043 -0.000191593     -3.03507      1.51938       1.7035      2.08141     -2.28044
  1.5023  5.80797  4.55953 0.969676 -6.01339 -6.75135 -2.81814 -1.80998 0.882547
    5.6231   -5.23061     5.7446   -1.37365   -6.14718   -6.64745 -0.0338072    1.29224   0.889757
0.00415537   0.480678   0.065298    10.2603    2.39649   0.454607    2.67966 -0.0319136   -5.44555
  -3.59445 -0.0010392   0.920082 9.7578e-05   -6.15567    5.14017   0.545597   -4.08682    21.8889
     7.69286    0.0492834  -0.00201756 -0.000279562    -0.614788      5.64867   -0.0423555      2.95378     -15.7299
  -0.232911 0.000290957    -18.6644  -0.0528529    0.254804     2.85101  -0.0175836     3.14046    -7.98232
 -3.77342 0.0719793  0.409778  -6.35136  -5.32252  -6.50445  -9.36617  -6.50103  0.881915
0.015345 0.358548 -6.01975  2.65924 -6.15776 -4.06086 -5.52096  5.63866 0.881915
0.000888918     2.57586 -8.3467e-05     -5.3089     5.17105    -7.92342     4.77774     3.94583    -23.8239
  6.35989   5.35901  -6.05934  -5.10333  -1.18376 -0.981938  -2.93293   3.46485   0.88218
 -4.74814   1.00726 -0.227038  -1.02555  -5.00454  -1.04589   2.26617 -0.174155  0.889567
     -4.5835 -0.000827834     -2.43851  0.000667469     -6.93956      3.52228     -2.22785     -3.14464       11.959
 -4.50098  -9.22125    3.7525   7.67461 -0.578912  -1.20578   4.77381  -2.34149  0.885371
   -0.14763 0.000173081    -11.8303  -0.0314406    0.161506     2.82078  -0.0277412     5.27923    -13.9204
-0.00533748     2.80893     2.32513    0.184926    -2.26968    -3.12547    -1.73851    -1.12174    0.887574
   4.12932 -0.0100887    0.84699    1.66129   -4.94497   -1.63505   -4.32258    -3.3211   0.887574
0.927795  1.63505  1.70127  3.00018  4.87952  5.42004  7.05866 -4.00279 -11.8656
     4.15327    0.0493962  -0.00108925 -0.000280202    -0.331916      1.60612   -0.0784527      2.94703     -3.77829
   -5.31319  0.00588374  0.00043986 0.000407715    -5.26079     2.15668    -2.22627    -2.33308     5.92015
     1.25257      9.85936   -0.0415624 -0.000203344      1.68486     -9.39189    0.0190637    -0.277111     0.857452
 0.000819655    0.0140609 -7.69633e-05     -1.07437      5.76023     -1.11565      5.18147      2.30814     -28.9645
 7.06122  9.08806 -5.73589 -7.38466  1.27319  1.65089 -5.74935  4.45975  0.87602
 4.31003  5.25958 -3.83276 -4.67778  7.43222  9.04296  7.56354 -6.19808 0.718716
0.000884368    -2.96791 0.000434569     5.73631      2.3171     -8.6448     2.90351    -3.07661    -5.84515
-7.31059 -10.4877  3.80843  5.47433  1.16207  1.70115  -3.1798  2.20644 0.876233
  -2.11662    4.01995 1.7566e-05 0.00043728    2.07624    5.06392   -3.20786   -1.68309    16.0729
