 -0.350339  0.0757193  -0.445829   -3.68052   -8.66304   -5.99673   -3.85285   0.572526    8.31995    1.76675    13.1351    5.04543    3.90207   -6.42104   -2.60047    3.32038    8.81868   -5.06496   -2.98331  -0.572448   -8.23864   0.932535   -14.5261   -5.42034    4.25426    6.49678   -3.05277   -2.68814   -6.69449     11.664     6.8543   -2.66451   -8.02472   -5.56113    10.6206    4.10006    2.29498    8.01307   0.804632    -4.6484    4.42246   -4.90195    2.03266    3.59642 -0.0210219   -7.65749   -1.88765    0.67926  -0.413007
   7.60615    9.57869    4.10987    2.11591    4.04449    2.00079    2.25474   -9.47597    6.13464    2.00442    6.34753    2.26081   -2.44351   -9.07502    5.03519    1.80678    -2.2467    1.94202    2.18121    3.08731    10.1985  0.0598152   -6.01246    3.74203    6.41502  -0.473315   -9.55221   -6.16271    6.28708   0.873989    -2.7787   -8.00107   -7.91029    2.04311  -0.312633   -2.89547    1.78076    -5.0665   -1.84595   -5.98582   -2.03932  -0.107486 -0.0672572   -1.44487    1.07229   -2.50891    7.61005   -2.94452    7.62505
    4.54638     7.57515     5.44675     2.17293     4.48459     1.61285     -3.6443    -2.04984  -0.0441173    -3.77886     5.81208   -0.983827     4.43761     7.39651   -0.105081    -3.38007    -2.82588    -1.72787     5.69038    -1.78811 0.000555526     10.0067    -6.42488     2.62022    -3.21398     -5.3566     11.6594     2.33627     7.35465    -8.60628    -3.93277   -0.936017   0.0635709     7.59568    -1.40468     1.98681    -10.6381      6.3602    -2.46814    -4.09066     4.96874    -6.59434     2.39994   -0.102209    0.167469    -1.62052  -0.0247791     6.14872      2.8611
   4.37116    1.83467  -0.799577    2.98539    2.26217  0.0183945  0.0398979    3.99397    1.96213  -0.188714    2.29993    5.38569   0.356207    2.75072    2.07203   -3.38189 0.00702316   -2.22805   -4.94159   -5.62419    3.72509   -4.02818    2.56233   -1.67656   -4.74535   -7.94931    11.3245   -6.54617    2.27551   -4.35543    -5.3032    9.64537    5.69163  -0.178478   -7.67557    8.87444    2.48939    5.35765    -2.1124   0.155966    4.74074    9.85151    4.49074    6.50412    6.64668 -0.0812882    5.44403   -9.55059   -1.71301
  -3.42017    20.9533   -3.38661    3.22598    3.93339   -2.75307   -2.76316   -8.67484  -0.933689    5.52685    10.8297    2.37537  -0.615706   -25.9778   -4.53294   -9.66414    5.27603      8.302    8.27562    2.49861    -3.6207   -6.84319   -3.12002    -7.1452   -8.22837     25.897    2.60725    6.44497   -3.03185   -5.25951   -5.20787    1.23413  -0.953207    6.82523   -1.54199    4.62652  -0.799685    2.12388    5.53899    2.84153   -4.78696    2.63062    1.41996   -3.47604 -0.0619628   -8.07814    2.75686   -8.54904    12.2203
    3.1266    5.26205 -0.0211525    15.4784    5.54158   -4.26257    4.17177    4.52502   -7.40234     4.5346    -1.4213  0.0907586    6.16711    3.43315   -4.02271    19.3438    2.81968   -2.89812    4.87461    5.68139   -5.18716  -0.215142   -2.76277   -5.90411    -9.3241   -8.89211   -8.88024   -4.28082   -8.39966    7.59082    -9.3157   -1.26281   -5.48933    4.48311     12.528   -6.05319   -4.92087   -2.33323   -6.90178    1.15874    -4.8472   -1.57828   -1.46483   -3.97166 -0.0283186   -0.95019    1.72255    1.63515   -4.42677
   5.23953    8.39325    6.99948    6.81292   -2.92159   -2.53203    2.66749   -5.49669    4.38022    2.87193    3.95099    4.52932    3.57566   -1.01878    4.72869   -10.5608   -1.15054   -8.36886    7.67723   -9.29192     3.0404    8.46126    -6.1136    7.61876   -8.84576  -0.629424    8.42422   -9.55943    6.66404    2.44838   -2.30597    3.85852    5.31637   -2.53016   -5.54075    -3.1613   -3.20314 -0.0343919   0.742008    -3.3488   -1.40932   -1.26433   -5.29044    1.29043   -1.20179    6.01392    5.76875   -1.56982    8.64992
  -3.1605  -4.23695   4.78829   2.81421   18.8199   2.85677  -2.08263   5.49487   -2.3458   4.89887   1.40755  -4.28766   -5.9929   10.0171   2.18442    4.1382   34.9764  -3.15662   4.94318 0.0375666  -4.52732   9.22568   3.14206  -5.66906  -9.46013   2.52722   7.64056   7.03017  -18.7228   7.73526   1.25579   5.53454    2.5183  -5.02368  -8.64711  -10.1643   4.47413  -2.90477   1.12989    1.4365  0.842475  -5.38447   5.83883   3.46594   5.60176  -5.95941  0.616164   5.07448  -9.38779
   -0.766449     -1.11738     -6.46856     -6.55354      10.1703     0.814656     -3.44787      5.69754     -1.01879     -4.75266      7.09788      0.56089     -4.71118      7.52318    0.0891659    0.0370897     -22.0647      7.56281      7.47893   -0.0793773     0.893543     -10.7553 -5.36476e-06     0.313695     -6.25752      16.0716      2.93187     -6.95395      2.68333      8.89697    -0.908257      -2.5949     -2.21178    0.0463283      7.08836     -6.10646     -5.22689    -0.787505     -2.45356     -3.84729      1.72008      5.82814     -5.09932      2.73909      5.76817   -0.0187439     -5.49643     -8.73995      3.36117
  30.4633  -2.22192  -8.90277    2.2552 -0.710345   6.53526  -1.74355   5.06893  -2.70235  -2.45084   0.56089  -3.40241   10.2508   4.54438   1.94116   -3.6706   6.73323  -1.20009  0.589883  -1.09014  -5.92228 -0.130192  0.313695  0.759434   40.5104   -8.8461  -3.96514  -5.99112   7.63515   7.74469  -4.28665   2.28995  -8.37855  -2.57119  -6.10646  -1.49604  -2.05507  -3.65742  -4.99593   5.48901   5.04919   6.32547 -0.386154   4.88568   1.04208   3.96698  -8.73995   5.70695  -14.5543
