   14.4318    4.25665   0.235507   -2.82532    5.73942   -8.85578   -7.62969   -3.40617   -3.67083    4.61738   -4.06026   -4.42652    14.7494    6.60235     5.6954   -8.74601     -2.553    8.90851    7.56776   -8.12158  -0.591851   -7.00561   -6.03929   0.351178 -0.0191788    6.08181   -8.18273   -1.71066    -4.1691   -6.74469    7.80972    6.99395    6.31318
   1.34455    5.32278   -16.3122    5.58042   -5.81492    3.03118   0.572526    10.6708    1.76675     7.3734   -22.6463     6.3538   -6.62204  -0.814907    4.37056   -4.24437   -5.75212   -0.30945   0.952284   0.522743  -0.544566    5.82204   -7.35907 -0.0427434    7.20194    7.69936   -2.51619   -8.65501    8.29297    2.44509   -2.66451 -0.0307327   -6.27167
 6.90542  6.12857   4.9957  3.69526  2.03212  -28.008  1.55945 -7.63676  9.19433  7.90038  6.78428 -1.62098 -2.08733  3.26781  4.02968 0.686765 0.322284   0.2728 0.239917  7.01508  10.3876  29.4048 -8.44947  7.89991  9.80214 -4.07004 -8.57731  -5.6366  4.32485  1.45334  15.8892 -6.91555  7.46643
  4.50145   4.03893   4.36174   4.73628  -26.3204  -2.63302  -7.31872   2.43866   5.25213   3.55703 -0.705561  -4.65182  -23.3298  -3.04062  0.799058   5.46028  -2.83899  -2.77422   7.32959  -9.47748    18.173   1.64498   8.08671   7.94685  -3.35221    -7.609  -5.92187  0.960259   1.15979   5.73359  -6.96733   8.41026   3.31165
   2.24747 0.00226614     14.664    1.45348  0.0864038  -0.235901    1.47731   -2.46733   0.948445   -4.24551 -0.0658699   -1.25588   -4.26777    11.8649     3.3103    1.97576   -4.96256   -4.09401   -1.20689    2.70472    1.66924   -4.62047    4.79241    -5.8324  0.0227881   -0.34428 -0.0219304   -5.76756     5.8852   -2.14285    5.42729    4.78093   -19.2302
  -3.52694   -5.82851    4.96961    5.13049   -4.34703   -3.48648   -2.46733    7.93094   -5.22854    3.91274   -3.33588     7.3311    8.67941   -3.05588    1.97576   -15.8885   -2.95188    1.06475  -0.908326   -3.60189   -7.68362    8.41143    -5.8324    14.0565 -0.0371781    6.47459   -7.64709 -0.0322491   -4.70977   -5.02266    4.78093    2.56313   0.317102
    -3.04947     0.245941      8.09441     -6.86946     -3.09544      1.47957   -0.0460249     -8.15247 -0.000602341     -9.18554       3.9495      -1.4446     -2.38167      1.48266     -10.4398     -3.96876      3.06171     -9.57529     -3.25278      8.31418      9.10586      2.93982      10.4993      3.27013       5.2066     -2.38556      5.05112      4.95086     -5.32471     -5.12014      1.71786       -5.046      5.81828
 -0.740116    6.47264  -0.798927    6.01878 -0.0816988    6.01407   -3.24756    1.82736    -8.2603    10.0802   -2.19432  -0.649721  0.0971093    9.34923 -0.0422723   -2.16673   -10.5005    6.23548     8.1582   -9.00402  0.0230926    5.78069    3.24314     7.5826    127.365    5.74312    4.38531    4.84482   -2.72876   -6.22164   -3.65504   -4.54677    11.7482
   8.37577    8.28779    3.96129    7.56175     6.1667    3.64645    1.85958   -2.89276   -3.60615    -5.9497    7.25305   -5.43481    5.61582    6.71383    1.78189   -5.85711   -6.51574   -2.05177    7.63308    -1.8781   -8.27229    7.04923   -2.51687  -0.335193 -0.0164593    -4.6344    7.31283    5.04682   0.394809   -7.92744   -1.34194 -0.0416227     1.0781
   3.4935 -0.269735   4.95845   3.93397   2.18693  0.625327   7.05383  -6.54976  -4.57223 -0.132114    15.897  -2.80225   6.98172  -5.46644  -9.15521   2.29466  -2.55189 0.0507685    14.906   -7.2535    6.5449  -6.28919  -5.19704  -11.3425  -1.08658  -1.03531   3.28072 -0.778205  -7.49469  -3.66615  0.510238   16.3493   1.18528
 -0.0743021    -5.97667     4.51978     5.18829    0.689123     4.36678    -5.39998     7.77219   -0.186537     1.85363    -2.05965    0.244196    -5.56125    0.305242     11.3843    0.392851 -0.00342731    -8.50006    -6.77627    -2.58322    -6.24421    -2.14568   -0.206566    -3.85168    -1.04802     7.26261   -0.736094     6.55824    -3.70347     1.43863  -0.0162209     -5.2229     1.02053
 0.217822   2.44591   8.10377    10.553   2.12877   1.44835 0.0214848   4.65874 0.0838567  -4.17735   4.03727   5.25434   2.45914   2.86056  -1.38068  -7.95095  0.059984  -1.44445  -5.36284   -6.9801   10.1393    5.1556    1.3671  -2.75261  -1.19261  -17.4043   4.94017  -3.81235   2.70506  -3.75274   -2.9493   9.10688  -2.98644
     2.71941     -3.05461       2.1826     -1.14609      1.77757     -10.2606       5.1355     -5.92483     -3.87444    0.0339838      17.4675     0.014377   -0.0689333 -0.000979488     -7.31793    0.0212357     -1.65721     0.872971    0.0766002      2.64453      3.80384      1.78851      -3.1317      1.24214     -16.8764     -2.93049   -0.0165896     -3.80833     -2.53926     -1.95746        8.927      4.84676      20.8096
  -4.41303 0.00564355   -9.06977    5.99438     4.0931  -0.986311  -0.494483   0.018571  -0.934286    1.04092   -3.81387   0.512273    1.63339    -4.6872    5.24234    3.84805    5.01143    8.68806    11.5256  0.0353498    5.71402    -8.9018 -0.0704946   -17.8133   -5.03786    4.34882    1.21973 -0.0526472   -2.69949    18.0791 -0.0612202   0.745756   -10.1197
  1.8794  4.90281  4.86969 -7.63547 -1.85715  8.24924 -5.00409 -10.9823  6.46436   -2.312 -4.25453  7.05412 -5.55804   11.118 -4.70908   10.227  8.97925 -8.55779 -2.20704  3.43677 -8.03096  19.2729 -12.9603  4.93584  4.92401  4.98803  1.76204 -8.84787 0.755666 -2.17802 -0.13979  5.35413   2.6499
  4.90281  -9.77705  -7.85993  -2.01078  -5.69838  0.656089  -5.58274 -0.266975    -2.312   4.48936   3.60227  -3.83937  -11.2041   2.29846  0.559254  -1.30722  -8.55779 0.0304397 0.0236738   3.98657   11.5093  0.208633  -11.0195  -1.60176   4.98803   5.62082  -7.03214   3.72394  -1.29578 -0.126705  -23.4808   3.77297   1.13034
 -4.87499   9.88003    1.2676   2.74041  -2.09768    1.7169 -0.149436  -0.14563    3.7022  -9.05652  -1.48032  -6.17268   4.78173  -1.72181   -1.4714   2.31678  -6.27082   13.8553   2.02581 -0.818847  0.633258  -5.97371  -1.69275   3.05899   1.10447 -0.933499   2.85569   2.26277  -2.97179   1.94145   5.03546   4.27043  -3.09787
     3.8078     3.03074     112.145  -0.0422051   0.0919035     4.03504     3.58559     7.65299    -8.68589    -6.92002     39.5661   0.0343278     6.24317     4.16001     4.08555    -2.90648     5.59007     4.44489    0.533979      6.3411    -6.39166    -8.16613    -7.77868    -10.9233     5.86237    -7.40377 -0.00276681    -5.65158    -3.02297    -4.16331    -1.45637    -2.94932     36.9726
   2.79162    2.85714   -4.34313    6.91247    3.62295   -4.66293    7.64535   -3.96263   -2.16269 -0.0684805  0.0567407   -5.32938    4.47819  0.0275952   -2.87531    3.10296    4.10181   -2.52614    7.87673    10.1764   -8.17164    4.55189   -10.9374    -15.428   -6.07027   -2.70268   -7.43439    2.41906   -4.35863    6.87207   -2.94867    1.26701    28.4547
 -3.94245   1.86586  -6.32563 -0.948268 -0.775722    4.9411  -2.15569   5.53492  0.205402   3.16405  0.197303  -1.39302  -7.68572   1.06636 0.0623673   4.20751   10.9332  -5.25956   6.52879    2.3756  -8.54273   7.81138   2.85194  -10.0268  -7.99863   1.38829   8.51631   4.27135   2.22465   5.52036   0.41064     1.657  -21.7087
  -6.61417    9.09799   -7.53927    3.11303   -6.54905    2.44624     7.6703    7.07451     5.4256    15.0834    6.23013    2.76273 -0.0217735   -2.12017   -2.54407   -2.35487    3.76237  -0.449737    4.30638    5.82278    6.52674   -1.43263    6.07575    5.60128   -5.29555 -0.0194626     5.1884   -1.31597     -1.307   -1.77382     5.1799   -5.65154    14.9635
