    1.65145     1.95463 -0.00196915   -0.304846     -1.5284     2.27615    -5.83673    -2.85645   -0.133521     6.86457     -3.3245    -15.7817     6.90561     4.81045  0.00985199    -7.37595     6.26032     17.2599    -6.82483    -5.06791    -2.39011    -1.20103     -6.6324     4.84948     30.3069
   1.34455    9.29772 -0.0642514    2.00545   -1.61988    7.38211   0.572526   -4.96865 -0.0278891    2.47663    1.05424    9.04528   -6.64454  -0.188433    1.91325    0.86533   -6.22446    3.18438   0.932535 -0.0337435   -4.09276   -3.87517  -0.201372    1.02847    8.93096
  4.46719  -2.07346  -2.47901   2.46423 -0.101832   3.29331  -6.17673  0.599214   4.78037 -0.878406   4.61104  -6.37338  -10.6768  -11.7455   1.21707   5.52588   7.13364  -1.61923   1.44909  -6.12063   6.22005   6.05175  -5.31469   -4.7042    -2.172
-0.0387211   -3.21405     2.0924    7.12336    1.58247   -9.02051    2.45725  -0.819431   0.101175    1.27324   -12.9793   -1.61653   -10.0417    7.71857    6.24817   0.833993   0.141919   -1.05916   -3.23811   -6.69258    6.60222   -4.97598 -0.0250715    3.89421    15.5972
-0.0147332   -5.30981    4.50004    14.5544   -0.61917   -4.64705 -0.0241952     7.4389   -3.06999   -10.0792     -1.274     6.5388    5.86047   -3.24261     0.5125    1.64875   -1.89477   -2.84091   -4.91944    6.40337    -3.8924    1.19207   -4.72514   -7.32719     29.797
  -0.120923  0.00201156     7.58169    -4.53675    -3.17828    0.746159     5.39486 -0.00018888     1.32282    -3.96624      1.3005   0.0864128    -5.54047     3.40039    -11.2704     -8.5222    -4.54432   -0.856577     2.34308      2.1113    0.107101     2.68611     4.85321     1.96982    -6.29725
-0.137333 -0.274061  -4.25787   4.66076  0.983644   12.3298  -2.21236   1.35219  -4.39676   1.16526  -1.94839   3.06871   2.39053   6.30665  -8.67161  -2.49818   2.99874  -6.58201     1.748   5.58864   2.74877   6.40827   1.88599  -2.44671  -44.1616
  -1.00637  -0.799251    4.10723 -0.0241946     11.157    2.40244    4.59749    2.99038   0.802201    8.81518    2.16451    1.55176    9.26681    5.49027    -2.2362    8.65943   -6.04232   -7.49527    8.36791   -10.6192    5.63002  -0.762683   -2.10015   0.153571   -11.7122
 2.18533   6.6178  19.1684  2.03506  3.13326  1.61285  2.14112 -2.28898 -6.68708 -3.67886  2.99698 -0.56827  4.63003  7.59035  21.9809 -5.77258  7.01274 -4.60822 -9.13082   6.8277 -2.37096  1.90983  6.45054 -2.57697 -1.78321
    9.3173   -4.78246    5.67724     6.5426    1.61285    3.78249   -4.30432   -9.71552   -6.71316   -3.01233   -0.56827   -4.46788    6.37235    -5.5421   -2.75371    4.46202   -5.37562   -1.83873    6.90713 -0.0384339      3.135   -9.84252   0.598636   -4.74893   0.852516
