 7.90537  3.70758 0.272327 -2.82532 -9.93827 -2.56768 -3.14484  8.42004 -6.01526 -4.42652  3.95694  8.92525 -6.47054   7.9266   7.9814 -8.12158  5.04393 -8.66061 -9.29016
   3.83297    2.27955   -2.82532    7.15607   -6.47508   -10.3465    7.78987    2.79886   -4.42652    19.3408   -5.98531    4.36446     7.7047   -7.79829   -8.12158   -1.57744   -1.99438 -0.0887723    -7.1698
   9.6373  -8.50768   4.17707   2.12792   2.54912   4.95234  -2.00596   104.453   10.5467  0.979653    4.7477  -4.57188 -0.147157   0.20469   1.18968   8.16095  -7.25902 -0.051941  -7.39479
 87.9201  3.05626  2.32756  7.06591 -1.72755 -5.57574 -90.1452  2.24705 0.759398 -7.16435  1.70629 -8.89939 0.279902 -3.64442  8.49095 -4.64537  4.50051  7.88113 -5.70452
  5.5625 -6.78519   7.2685  10.6325  4.76388  2.36463  4.29151 -5.59607 -6.73039  -9.8624  4.33807 -7.13115 -5.40898 -2.77097 -4.87522  3.28937  6.49954  1.96188 -4.75721
 -6.78519  -2.98789   8.63676   8.35325  -3.83834    -4.051  -5.59607   13.0765   5.17646   1.54268   1.13145   8.09467  -2.77097   4.49761   1.50787  -3.30399 -0.347509  -7.03769  -4.07835
  4.27113  0.312571   8.52037  -9.15398   14.2894  -4.47256   3.38165  -9.25361   2.59669  -2.91561   0.11319  -3.79777 -0.314879  -9.50722  -3.40573   5.64971   2.16537   9.78492   10.0202
  0.312571    -2.2569   -9.15398    6.31065   -8.81148    6.73442   -9.25361    4.49983   -2.91561 -0.0620352   -5.66201    5.93805   -9.50722   -6.52551    5.64971   -6.28963    4.56732    3.78976    6.85988
  5.87661  0.661459   7.35576   4.15581   6.15725   7.49071   5.34041   -9.4908 -0.591319   3.61075 -0.483259   8.71931  -13.6833  -4.60822    -8.046    5.3598   8.98177   8.35072  -19.0913
  6.70256  -6.44062    3.6645   5.74036  -2.17568   2.63534  -6.70262  -5.07313   3.46289  -5.65467  -3.99067   5.68688  0.632418  0.726009  -4.38991 -0.815063   3.44922   6.42681  -21.1133
 0.0840538    15.1808    1.56576    6.80226    5.70856   -2.39404    2.00943    4.31981    1.68511    1.68204   -1.44373 -0.0138249   -5.21023     2.5264   -1.73437   -4.86743  -0.278559   -0.17457    10.7299
0.0879266  0.353028   7.88579    -1.621   3.74885   3.21438  -5.77813   9.91489   6.42575   3.23085  -10.3717   3.19602   8.34418   4.17623   -6.3918  -9.97952   1.89978   10.3722 -0.890656
 0.316233  -6.20112    -2.555  -6.14453  -7.80262  -8.11517    7.9231  -4.15052   3.00301   7.30842  -4.40714   9.99949   1.23938   5.09427  -9.02394   4.58709   0.52034 -0.680506   -9.1848
 -6.20112   3.61449  -4.05534   8.56266  -6.88078   5.23431  -4.15052   4.96534   8.16236   12.5371   -2.6987   9.43403   5.09427   8.83985   1.20074  -1.60371 -0.963733   -2.4399   -10.213
 3.89105  4.34754  6.10057 -14.3107 -9.74125 -2.14604  4.44359 -1.23682  17.5107  4.05977 -7.19169 -5.84693  8.73058 -5.08383 -1.86518  1.45089 -9.77076 -7.74207 -11.9428
  2.41259  -9.15188  -4.90079  -3.30176  -7.63257   5.83557  -4.85242  -1.10141   7.27476  -9.06335  -1.61972  -12.0151  -3.96319  -4.19245 -0.140727   3.23525  -8.96967  -1.15208   1.31902
 -9.15188  -3.16112  -3.30176   4.02881  -1.29859  -11.2083  -1.10141   4.05131  -9.06335   13.0831  -2.91795   14.2829  -4.19245   3.88606   3.23525  0.097282 -0.799759  -1.12785 -0.637844
    4.0839    6.25626    9.20325   0.171888    6.06216 -0.0824714   -9.23907   -2.63908    17.0684   0.386536    6.25349    6.46308    3.13435   -0.14681    2.90866    47.6131   -5.61133   -5.44535    2.36002
  5.05905   7.29816   10.1314   8.46642   6.34082  -17.0552   10.0705  -0.93682   2.08106     3.149  -4.94868   2.19478  -1.13682  -7.39948    9.0166  -3.64107 -0.054089   3.02843  -2.47465
  2.63965  -7.29863   1.71664  -2.84678  -5.44574  -4.72965  -5.36642  -3.12244  -3.50544   4.22578  -8.68503 -0.919038  -3.58631   8.70772  -1.90864 -0.242264   5.59921   8.94034   1.31902
 -7.29863 -0.274232  -9.60642  -4.35022  -2.35886  -3.21495  -3.12244   6.80087   3.17475   -5.6731  0.781171  -9.45121   8.70772  -1.75731   1.48107   2.48762  -6.52306  -7.13848   12.4428
   4.1011   -2.6071  -4.35022  -4.36392   9.57388   7.86884   6.11429   5.23375   -5.6731   1.84083   8.31078   4.46565  -1.86991   2.32588   2.48762 -0.210472  -6.77733   10.0504    11.217
 -5.57289  -6.08629    11.131   2.56123   6.82475 -0.580068   7.22696   7.88295   11.8182   5.43349 0.0502724   1.16014   9.04849  -8.34175  -3.54815   7.28756   3.51049   4.72421  -2.68066
 -5.60206 -0.766449 0.0623302   -6.5349   3.33551  -6.64009   8.41662  -1.01879   3.79262   9.82924  -6.97143   -16.158  -9.48535   -5.1728    6.0402   8.08537   2.08103 -0.795774  -22.2453
-0.766449  -1.69637  -8.36365  -12.6756  -8.15807   5.94787  -1.01879  -2.40494    9.3014  0.241094   9.06683   -6.6352   -5.1728   7.56126   8.45501  -1.24162  -8.75826 0.0676645   1.06552
 -1.69637  -2.22192  0.202632   6.05148      7.66   0.75714  -2.40494  -4.62783   3.60841   -2.5527   3.20207   8.09354   7.56126  -2.16296    22.388 -0.151778   0.52958   -9.5195  -5.30827
  -2.22192   0.987149    3.25346    1.23245    8.46887    1.43397   -4.62783    7.98978    13.8119     4.2293   -3.91147   -6.26459   -2.16296    4.39121   -3.55933    6.92865 -0.0984192   0.191234   -15.0884
 1.38189  8.67449  1.48438  4.24974  8.49158  3.55282  7.60079 -2.90807  3.97686   13.139 -2.84025 -8.36564   4.2892 -0.88216  6.83124  -3.3946 0.764642  9.21743 -15.0685
  11.5989  -6.47709   10.3356  -2.34225   8.01445   6.53447  0.242855  -5.48477   5.59488    7.0106   8.99067   -1.6526  -4.60065   2.37907  -3.39136   -8.2928   8.86897 -0.243351  -1.44492
