 0.272327   7.67027   -8.5054  -3.23723   1.59326  -7.46988   4.80444 0.0754812    7.9814  0.236555
 -2.82532   3.13209  -4.99597  -7.69521  -6.23113   7.34708  -5.98531   3.16841 -0.138046    1.3095
 -6.75817 -0.127954  -4.94774  -8.02316   4.49531  -5.57168   4.37056  -4.52476   1.19326    20.697
  2.11591  0.575211  -4.23202  -5.57574 -0.144381   8.34829   1.80678  -2.75527 -0.493764   4.18613
 5.46552 -6.78519 -2.46733 0.348859 -5.13185 -5.59607  0.10593  8.58821 0.678486 0.319862
  4.34133   -0.7836   1.84327  -8.62054   4.32095 0.0326889  -1.79045  -5.43666   -1.9928   23.9083
 -2.99002  0.312571  -8.81148   4.43841  -2.91561  -9.25361 -0.230658    5.1063   5.64971   1.31902
  -6.27546   -2.18935 -0.0917441    2.64718   -1.77855    2.00371  -0.146361    9.83251   -5.09068    10.7138
 2.17973 -1.91104 0.681269  2.25621  3.83123  -9.4908  3.76998  3.99707  6.72425 -23.4628
  7.47648   9.79833  -2.00739   4.35064   3.92548  0.846778  -4.24123   3.28388 -0.457549   6.07478
 7.64027  11.3195  2.66335  0.29435  2.69717 -5.29182 -6.13779  4.19463 -3.18961  -9.1553
 -2.39308  -4.42439  -4.81454  -9.16789   1.06724   8.36834  -4.40714 -0.351554 -0.110956   1.36776
-5.02563 -6.29526 -6.88078   6.9922  8.74278 -4.15052 -3.42261  2.62063  9.75143  1.30896
  -13.6745 -0.0813105   -7.63257    5.76833     4.2419     -2.312 -0.0671673   -5.74391    3.46482    24.8786
0.620347 -2.87369 -2.10894 0.110695 -7.13083 -4.05809 0.933286 -1.72181 0.024854 0.253506
 -8.41702  -2.75185  -5.00505  -3.21495   4.08486  -3.12244  0.599621 -0.250622   6.75425   1.31902
 -2.15016  -8.52292 -0.774723  -8.47098   3.59522   5.95865  -2.46962 -0.107766 -0.602848   4.10568
 5.62872 -1.35643  4.66918  1.23657  0.56971 -1.96027 -1.60862 -7.69666  2.03922   6.5001
  4.93317   8.31545   7.66905   4.37178   3.82756  -3.23503   9.27773  -5.33742 -0.119765  -20.0048
 -6.22748   -4.4155   5.54668   1.63613   5.45223  -7.08734 -0.199032  -0.13356 0.0706605    1.1357
  2.36051   3.26876  -9.31091  -1.01632  -6.55996   3.95499  0.197855    2.7629 -0.148806  0.714604
 -5.45554 -0.959666   5.35839  -4.47834    3.8432  -10.6304  -9.95468 -0.611564   -1.2885   2.70202
  -2.23913     9.6383    2.45636   -6.93904   -4.06572    9.72716    -5.9365 -0.0952949   0.564054   -5.36057
 -7.65874 -0.768777   5.29301  -6.54176   4.03267  -2.23275  -1.20069  -1.80224 -0.173527   7.39393
  -5.25319    6.01295    1.22076   -1.66233   -2.53644    7.98577 -0.0588992   -0.15275    1.13496   -8.93748
  0.316835    8.35598   -3.38618    1.61569   -7.41884    0.69646    2.16232 -0.0319159  -0.414779   -3.14072
 -13.3213 -0.698711  -1.31646   2.73988  0.613453   2.55054 -0.105434 -0.371728 -0.323117   1.40509
  3.13726 -0.055352   1.72629  -1.32339  -3.72767   8.20453 -0.292766    8.2756  0.802602  -6.45889
  -5.14341   0.303924    -11.666   -3.31803    4.29333    4.92106   -4.94448     1.5367 -0.0787315   -6.08404
 8.38866  4.25771 -9.82859 -2.83559 -1.37126 -3.67071 -2.21313  4.47356 -4.20782 0.350418
  1.73532 -0.684479  -5.83565  -3.42902   9.31114  -9.83588  -2.67276 -0.857437   4.46755   8.33538
 -9.02676   7.17189  0.628876  -4.54586  -3.02532   6.09319   4.22356 -0.128067   2.20317  -13.2982
 -7.51061 -0.550509 -0.181412  -8.90441   1.14938  0.858046   5.41044   1.56872  -7.95183    5.3768
-0.196831   -8.4647  -4.92225   5.73104  -5.42525  -8.60438  -2.94142   4.81002    4.9406   17.2142
  6.31736   4.61356  -5.14494   3.73828  -1.94614  -4.40834   0.21932 -0.199083   8.62455 -0.693802
  3.13599   3.46028   -1.5242  -6.43342  -6.88008    2.2415   3.88319   2.58724 -0.452481    1.3095
 -5.72754  -10.7314  0.549144  -6.83665   3.64361   3.97807  -2.81786 -0.108027  0.877567  -2.99949
  4.78221   1.66786  -2.07617   8.91508 0.0943448  -7.25705 -0.527774    1.8604  -5.00015   4.88644
 0.238976   9.16576   -2.7385   8.26568  -3.86639   10.0286  0.966795 -0.100208 -0.421574  -3.63733
-9.89967 -8.83216 -8.44898   5.4872 -8.76511  4.62891 -4.69005  4.21748  5.35122  1.11528
 -6.35136 0.0719793  -3.45555  -4.06086  -9.57972   5.12944  -9.56683   1.80717 -0.199584   1.31902
 -9.51331   6.27984 -0.442192  -4.76119  -1.58821   4.61446   7.29617 -0.253218  -4.72559   21.8701
 -1.65798   1.27588  0.223129   2.46112  -2.64718  -3.67566 -0.415972 -0.904555   5.51425   1.31902
  -11.512   8.71372   4.28454   5.36244  -4.12124  -8.66385 -0.112392 0.0528311  0.676951  0.741306
 -3.59795  -9.82088  -4.18286   5.34081  -5.09436  -5.64382 -0.191685    3.2338   7.41363   1.31902
  0.316987   -10.0993   0.349981    1.93951    4.66449   -2.11419    1.45229 -0.0825307      -8.47   -2.29315
 2.11353  7.66339 -3.50707 -1.30959 -4.47813 -6.12749 -4.33223  1.25256  2.42638 0.486594
 3.79546  -1.3063 -1.20375 0.171622 -7.45444  4.79672  1.21613 -6.42603  3.35354 -15.9379
-0.145972  -8.77025  -3.48154   3.03647  -6.80121  -3.97575  -3.96624   1.80326   -4.6243   12.4002
 -5.36889 0.0742203  -7.03183  -2.04531   6.42079   2.67986   9.31711   6.38908 -0.145639  -40.5201
-8.51823  4.97943 0.128013 -4.94807 -10.0414  3.51314  1.94122  2.81546  4.52267  -15.532
 -2.22933  -9.88792   1.84165   3.30923  -5.34307  -3.75979 -0.309363    7.3066  -2.86276   1.31902
 -15.3493   1.93642  0.109267   -20.099  -4.06051   4.18695 -0.859706   3.59559   5.29858  -21.8281
  2.60622  -6.05547   9.86363  -9.26206  -3.08167   2.07979  -6.28672 -0.195683 0.0586966   0.23474
  7.48631  -3.16684   15.8975   5.19827   1.33587    3.6061 -0.851362 -0.290031  0.430295   3.38745
-0.153238  -3.89268 -0.114553  -1.26957  -20.6127    1.8042  -1.66651   1.34745  -5.05408   9.47538
-7.98162 -1.75198 -1.99266 -1.72324  7.53212   7.8093  5.22373  6.65713 -6.14362 -1.80821
-0.770958  -8.36086   4.82836   5.17678  -2.33936  -2.03675  -1.79714  -2.02261 -0.190226   9.42948
  7.46819 -0.319301   -8.3613  0.370921   -5.3045  -5.45954 0.0775236  -6.63799    9.0275  0.328061
   3.1775   10.3537  -3.09579  -7.80783  -4.70904   1.34032  -9.32548 0.0451086 -0.447551  0.725938
 -5.00725   6.31273   4.34685  -5.28195   1.02762   -8.9194   7.83557 0.0917132  0.326724   0.26257
 -6.11737  -5.59596  0.198035  -1.42398  -8.85695   4.82613 -0.102481  0.976316   2.92353  -13.7525
   4.0191   9.38744  -8.15648   4.29491    9.9987 -0.644285   4.38042  -1.81374  -1.88124 -0.321657
-7.11332  2.56136 -1.49208 -7.36651   -5.196 -7.16935    7.532 -2.93086 -4.11042 0.935777
-1.74986 -2.59751 -8.17696  2.44264  3.64589 -8.14007  2.44403 -1.91718  1.93532  1.30896
 -8.87363  -4.55973 -0.215685  -8.89287   1.92343   2.95157  -8.60485 -0.201433  -2.16538   6.90478
 -2.59113  -6.20721   9.20751  -7.50524   2.62928  -3.93195  0.522383 -0.223212 0.0507239  0.712964
-4.82762 -1.79449 -4.44564  7.16615 -7.36139 -7.37583 -0.14286 -1.54981 0.155498  1.31902
-2.92907 -8.51936 -9.65806  1.42737  4.11324 -6.94575 -25.6821  8.67795 -5.32115  1.10197
 -8.39191   1.04783 0.0962176  -3.27433  -7.76937  -8.48608   9.79627   8.41284  -9.29392  0.935777
-3.84638 -4.31104  3.86256 -4.06998 -3.45966  1.45438   6.9224   8.4076  0.14989 0.138819
 -3.54697   1.87725  -2.71872   7.10922 0.0134101  -9.99804   2.76517   5.53309   2.49593  -19.3756
  1.96428   2.58356  0.703878   2.10694  -7.50945  0.777189   -5.8045  -6.85593   17.0209 -0.641861
  -1.2214  -1.74777   -5.5818   1.81305  -3.70929  -9.36994 -0.564659    7.8384   5.38373   1.31902
 7.68403  6.13081 -1.37273 0.552472   3.4199 -5.54527  4.42047 -5.44595  2.26719  16.5392
  -9.2205   3.48446   1.60713  -3.14255  -8.73252   17.6702 -0.154713   2.62554  0.360245  -6.00878
  3.92087  -6.49297  -1.43491 0.0921206  -3.89964   6.90317  0.184049   4.77449 0.0994288 -0.346512
-0.158797    1.6387  -3.81124  -7.04794  0.562828  -1.05137  -6.35475  0.353306   7.86216  0.157966
-0.837106  -8.17466  -1.79419   1.68541   2.06742     8.158   4.42865 -0.194524  -2.34463   12.1296
 -9.50489   1.04707   7.84571  -8.80806  -9.18566   2.43339  -5.39687   9.62557 0.0737933  0.177248
 12.5259  4.46401 -4.67546  -12.589  1.25699  4.63775 0.404311 -1.04262 -1.17728  7.00394
 -4.19348  -9.19399  -1.22206   6.22482  -4.69531  -2.54979 -0.164463   8.23062   5.89988   1.31902
  8.33029   -6.8716 -0.570287  -3.51397  -2.73598    5.6712 -0.110258  -2.53959  -2.42952   13.9044
-9.43824  3.46408 -4.22205 -1.04083 -9.30962  6.26724 -2.28305  3.40473 -0.16335  1.31902
  8.66733  0.222138  -8.33604   2.19001  -5.66784  -8.41312 0.0667981   4.23789  -6.19686  0.210528
 1.55618 -5.75679  7.65883 -6.52604 -6.75049  2.27039 -2.83007 -4.48262 0.075594 0.185188
 -6.20903   -6.3029   6.95076   2.89778   -3.0439  -3.30488 -0.208383   6.65165 0.0662309  0.742462
   4.42105  -0.217355   -10.8096   -8.89584    7.20328    4.55981   -3.21206   -2.14875 -0.0849691    15.9915
  -3.25871    2.58955   -1.60256    4.83725   -20.5055   -7.32776   -0.21164 -0.0230005    6.79771    1.31902
 7.43301 -3.54199   12.758 0.219309  7.05014  8.35017  -5.8697 -3.28674  2.55328  3.49054
