 3.88963  3.56269 0.911825 -2.82532 -3.23723 -6.99681 -9.30719 -6.47508 -7.46988  8.80946 -8.41503 -1.66864  8.37029  6.72109  4.92947 -5.98531 -5.78996  8.27864  7.84163 -8.12158  -9.3224 -7.44315 -1.15077 -4.01434  1.84269  5.93766 -9.36456 -1.71066 -2.55934 -8.12675  8.16329  7.32593 -1.16029 -8.49062 0.219388 0.171785 -5.93641
  2.85672   1.34455  -2.82532   1.36144  -6.56485  -9.75478  -6.47508  0.822016   8.41726   2.25578  -2.09677   7.89016   8.16246  -6.64454  -5.98531  0.418937   7.27646  -3.00371  -8.12158  0.259876  -7.85825  0.645542    -3.775  -7.33715   7.02023   7.20194  -1.71066 -0.474206  -7.24369    7.0675   7.32593  -65.3537  -8.39774  -5.59713 0.0456123   9.12774   16.2331
  1.34455   7.03457  -4.26493   3.95817  -7.57521   6.52571 -0.712245 -0.874568  0.173079    7.7579    8.2316   11.5397  -6.64454  -5.84724  -3.37553   3.75577  -6.01999   6.22794  -1.85722  -1.67071 -0.477194   7.55756  -6.96457   8.92627   7.20194   4.40063  -0.40877  -7.53942  -2.43582   10.3296   44102.3  0.443902  -1.05366  -7.67016  -3.54265    1.9056   5.15179
  7.25497   7.73267    4.1001   2.13124   6.30015   -4.4207  0.530314  -8.90844   7.89853   9.71903   12.3986   2.56516  -5.60937  -8.89939   4.23306  0.590454    1.6308   30.0289  -1.22684   6.91184   8.11031    9.7534   3.18128  -2.70655   8.82869  -5.03111  -8.31079   -3.7136   5.94732   3.16756 -0.470742   -7.0461   -8.1197   4.95521  -2.23893  0.179149   5.92457
  7.73267   3.47852   2.02509   2.90373  -21.1472   2.36463  -8.32297   5.63859   6.72736   2.16919   6.68438    3.0342  -8.89939  -7.13115   2.32237   5.18818   18.7575  -3.87305   7.46888  -7.58401   7.91513   2.56282   10.1097    4.8409  -5.03111   6.35737  -7.04543   1.96775   2.95401   7.90983  -7.25916   8.23807   3.98924  -5.30763 -0.609267 -0.263652  -5.28221
  3.47852  -5.20812   12.3301   3.60605   2.36463  -3.26497   5.63859  -2.46957   1.86637  -5.59607  -1.64861  -5.13185  -7.13115    7.1897   6.06149   1.77918  -3.87305   -3.2742  -7.58401   2.41469  0.992149  -8.05925   3.49519   -5.8324   6.35737  -3.17941   2.94904  -7.92502   7.90983  -3.78527   8.23807   7.42769  -3.09902   4.69602 -0.149219  -8.26706   4.87496
 -7.33314  -3.24546   4.11721   9.24412  -3.11288  -2.31622  -3.10033   15.3753  -5.59607   3.41177  -5.13185    2.9319   6.34672  -3.79777   1.16904  -9.71743  -3.43508 -0.768882   2.65504    4.4817  -8.05925    8.7951   -5.8324    9.7159  -3.10334   4.67247  -7.58885   8.73163  -1.46698  -3.74549   7.77032    2.7198   4.69602  -9.02082  -8.26706   7.53831   1.88157
-0.883886   2.44566   -10.347   4.70406   4.64189   6.96479  -8.85281   6.60942  -9.70282   1.51632   -4.3819  -2.88181    3.4781   15.4782  -3.44899  -2.08191  -9.50722  -6.97489   4.05362  -7.96847   4.42024   5.66545   2.11503   8.49171  -4.46441   3.80368  0.143731  -6.09487  -7.30586   -3.7297  -5.17179  -6.41257   9.01966   -1.7395  -2.66461  -6.78286    10.891
 -6.38445     2.624   4.82923   5.78953     9.702   6.61966   6.60942   2.48039   6.52357  -12.5213 -0.793124   3.87787   12.9305    2.6336  -2.12976   6.45939  -4.71769  -3.09249  -7.96847   5.00639   6.96304  -4.17376   9.07499  -1.75925   3.31226  -1.56524  -6.63743    7.3575  -5.80796   15.4715  -6.41257  -2.90439  -2.40467  0.118772   -7.1254  -3.25664   9.76851
 -2.25063   7.55485   6.00806   8.41323   5.97882   1.61285   -1.2692  -2.17568  -9.20114   -4.6158   4.72353   2.09273   5.32247   8.41846    5.9707  -1.83541  -3.88368  -1.72787   7.01567  -5.37562  -9.36734   7.53639  -1.08356   3.04417  -2.85629  -4.84765   7.03812   2.49787  0.137237  -8.60628  -3.93633 -0.542087    2.9253   4.94601  -4.10161   2.37676  -2.93678
  2.85294  -6.44062   10.8534  0.740007   1.61285   1.41257  -2.17568  -5.90717   -1.1554  -4.57842   4.66445  -5.06758   8.80152  -7.26008   5.30064   1.60947  -1.72787  0.752895  -5.37562  -6.01296   7.19737   -5.4597    4.6516  -9.36636  -4.58213  -4.34995  0.824751  -1.08335  -8.60628  -4.92106 -0.542087   1.27483   4.43406  -31.3129   3.75396  -1.96693  -7.83761
-6.44062 -3.21051 -6.66897  5.44701  2.58125  4.68658 -5.58995  8.61427 -4.50614  2.22192 -5.06758  3.08594 -7.26008  5.69617   7.4757 -1.76688 0.643986 -8.50006 -6.30145 -2.79269 -5.53199 0.561588 -9.36636 -3.09498 -4.34995  5.52938 -2.46965  11.7269 -5.99201  2.75206 0.596847 -7.26639 -37.1683  7.56112 -1.96693  4.92584 -13.3957
 -3.72293   4.96726   5.07425   8.98688   4.68658   1.03469   8.85619  -1.21262    1.9968   5.17029   3.08594 -0.390268   5.77726   4.97565  -1.60025  -3.02672  -8.50006  0.336053   -2.8546   -5.6027 -0.622505    6.5097  -3.09498   3.94097   5.70486  -2.45692   6.35966   2.96077   2.75206   1.28863  -7.90857  -4.72374   6.28296   5.44506   4.92584  -10.1396  -16.6212
    6.966   0.74339    7.9886   11.4004   6.24498 0.0183945  -1.21262    5.0612    3.7117  -1.29302   1.17882   6.29606   2.65443   3.40139  -4.72011  -6.40641   2.34752  -2.22805   -5.6027  -7.05871    7.2247   5.29736   3.23162  -3.36791  -2.19192  -9.14404   4.44221  -6.69842   2.69134  -4.35543  -4.72374    9.8314   5.75571    4.4435  -8.65691   6.72874  -6.48618
  1.17172   -4.3939   10.4856  -2.39308 0.0183945  -12.7546    5.0612  -6.39268  -1.68814   5.79283   7.07786  0.630715   2.57276    8.1088  -7.43623  -4.40714  -2.22805   4.28336  -7.05871   4.53363   6.45487  -2.13874  -2.41938  0.242583  -7.15122   -4.9346  -4.03822  -6.70068  -4.35543  -2.93515    9.8314   6.72794    5.4295  -1.77935   6.90495   2.19531   4.95151
 -2.94552  -4.43372  -2.39308  -11.7727  -5.02159   3.02396  -7.32766  -6.49132   7.43765   1.27851   3.58684   8.85318   6.86888   3.02077  -4.40714   3.24709   3.22677   3.00465   4.89882   8.13558  -4.95941  -6.29729   3.55789  -2.48495  -4.10518  -5.24962  -6.70068   4.60939  -1.97016  -1.43561   7.19081  -4.09555  -2.52148   1.84551   10.7989  -5.94409 -0.571539
-4.97205  3.52638 -10.3722  11.9949  1.92288 -2.40495 -7.15678   5.6031  3.28383  6.12961  7.05306  3.22677  1.82346 -5.84693  10.4482 -4.44846  1.97311  7.79522  8.01034 -12.4489  -7.8207 -7.74207 -2.69615 -9.77076 -4.72051  5.21331  5.94079  4.80697 -1.02095 -4.13636 -4.12161 0.502325  2.99705  7.51967  -4.5565  5.25995  13.8596
  3.52638   4.90281   12.4531  -5.49805  -3.14534   8.01832  -0.89783  -3.85236   6.12961    -2.312   3.22677   7.99786  -5.84693  -7.94807  -3.51243  -2.02065   7.98138  -9.47351  -6.60787   6.66579  -7.74207   -2.5952  -9.77076  -8.96967   5.21331   4.98803  0.111186  0.233183   -4.2794   1.16425 0.0741612   3.52063   7.51967  -2.86137   5.25995  -2.77643   10.7165
  4.90281  -8.46137  -9.40026  -2.51294   13.3426  -6.48974  -6.27785 -0.739575    -2.312  -5.95674   7.99786   -5.0543  -7.94807   6.29702   -1.0854  -3.67399  0.764797 -0.812743 -0.516266   2.33871   -2.5952   4.43901  -8.96967  -2.67835   4.98803   8.92339  -9.72667  -5.38432  0.512787   11.1338   2.17737   6.82423  -2.86137  -12.4946  -2.77643  0.182632  -17.1522
 -8.67856  -3.49993  -2.32553  0.640178  -5.51705  0.962324   -1.5306   2.66625   -5.3517   4.90878  -5.68592  -8.01427   6.25791   11.0269  -3.85214 0.0164148  -2.99828   4.34778   2.60889  -1.68335   3.90744  -5.97371  -3.10149   5.41802   8.95397 -0.587458  -8.03823   1.84244 -0.885102   1.13912   7.90894   3.56954  -10.9233  -8.71054   1.03018  -3.44226  -13.8821
 0.117138   2.88144    4.7986   32.1449  -1.43899   1.02069   4.56158   7.99364   4.90878  -7.25229   -3.4204   2.79402  -4.06006   6.67597  0.670832   36.0759   6.70671   3.26004  0.298948  0.776904  -5.97371  -7.26101   3.48229  -5.78826   1.41621    4.9467   2.69479 -0.368836   1.76902  -9.07529    4.2698  -3.78481  -8.71054  -1.54004  -2.40665 -0.104273   6.09957
   7.48121    2.88297   -31.6445 -0.0211525   -1.19627    2.77317    1.62121    6.48109   -7.09099    -7.2219    2.79402  0.0943027    9.93055    5.86575    -52.879   -4.02271    1.76723    2.79287   -2.52163    7.78188   -7.37541   -7.22815   -5.78826   -9.98223    7.80751   -6.41314   0.240106   -8.88024   -5.02841   -4.89812   -0.91772   -4.99187   -1.44096   -2.20189  -0.104273    9.58551    21.8477
   3.62278     5.1287 -0.0211525    13.8626    4.84524   -8.08621    7.45693   -4.74552   -10.7957    5.89355  0.0943027    2.62113    5.83883    3.15586   -4.02271     8.3769    2.86213   -1.72106    7.74373    1.78464   -2.30406    6.55279   -9.98223    -7.1166    -6.5278   -6.12938   -8.88024    4.22283   -5.42456    6.98364   -5.12679   0.259354   -5.14065    10.5951    9.58551   -5.20117    7.44002
   5.12322    5.94013    13.1227    8.47758   -9.56221   -4.72965    3.47347   -9.42434    4.96574   -1.82806    2.62113    1.60011    4.44417 -0.0245551  -0.141807   -9.00738  -0.374306   -7.73528  0.0435309  -0.351142    4.29393    4.54761    -7.1166    3.29202    -7.2038   -1.73175    1.07635    17.6731    8.36136    6.23461  -0.132166   -8.63542    7.62848   -1.73365   -5.20117   -4.06015    20.4492
 -7.29863   4.52346 -0.368388  -1.48907  0.884307   6.43395   3.09126   4.32695  -3.12244     3.571  0.993353   -5.6731  -9.45121   4.79328 -0.163728   7.97535   7.29592  -1.48476   3.47845   5.27508  -7.13848   11.2373   6.57212  -6.95658  -7.18571   3.21016   3.34096   5.78955   3.69147  0.231146  0.687433   3.01629   2.94325  -4.94082  -6.99998  -9.10079   -5.2491
 1.04236 -6.60391  -5.6096 -2.15016  5.01966 -4.49613  5.00518  6.86402  10.0437  2.12624  -5.6731  4.42382 0.418726  2.06311  7.82023 -2.46962 -3.17483  9.80067 -1.36857 -2.21779   11.512  6.10055 -6.95658  5.69831  1.22995 -5.92642  6.13189  2.40191 0.143027 -2.28757  2.13307  4.30332 -5.64831  1.61104 -9.10079  8.32845 -6.05356
 -4.30718  -3.68843  -2.15016   6.58123   1.38015   5.18869   8.44249   8.78636 0.0850331   5.94472   3.90451   5.41016  0.322452  -3.69727  -2.46962   4.89235   6.40412  -9.71439 -0.431171   8.93898   7.86175 -0.173941   6.20276   4.00749   -4.2959  -1.89567   2.40191  -6.16967  -1.61013  -2.51847   5.11461  -5.97451   2.01954  -3.85775   8.78417    7.7042  -6.01287
