  3.01694   3.25293   1.14269  -2.82532  -3.23723  -6.75106  -8.25044  -6.47508    -8.527  -7.46988   8.21029   6.66433   4.97175  -5.98531  -5.78996   8.32365    8.2233  -8.12158 -0.655923   -9.3224   1.78141   5.84615  -9.47324  -1.71066  -2.55934  -8.10529   8.17096   7.32593  0.234549  -1.16029  -6.30834
  2.86005   1.34455  -2.82532   1.57602  -6.56068  -9.80275  -6.47508  0.830352  -2.09322   8.21323   8.12919  -6.64454  -5.98531   0.51348   7.29689  -2.89169  -8.12158  0.246693  -3.77788  -8.04873   6.99323   7.20194  -1.71066 -0.475876  -7.25841    7.0342   7.32593  -79.7306 0.0462931   1.87046   16.0535
  1.34455   9.52272  -1.69008  0.904169  -7.06853   2.53052 0.0364561  0.499473   9.71188  0.177885  -6.64454  0.406954   -2.5093  0.842103  -6.49791   1.36259  -1.10852 -0.525393  -4.89744 -0.206464   7.20194   0.11309 -0.507625   -1.6448  0.275689  0.344512   18400.1  -1.25778  0.110887  -2.52703  0.842686
 7.53441  7.73267  3.87356  1.18811  5.12715  6.62377   -0.856 -9.30918  11.0706  7.64557 -5.28284 -8.89939  3.99305 0.697476  2.81422  35.2198 -2.23241  6.56065  6.12563  7.84713  8.76947 -5.03111 -7.83909 -2.50464  5.24314  3.67702 0.818772 -6.92682 -2.00197 -7.85596  8.27484
  7.73267   3.47852   2.45894   1.21585  -19.7813   2.36463  -7.96575   5.63859   10.4529   5.82195  -8.89939  -7.13115   2.53191   4.87302   18.5219  -3.87305   7.59024  -7.58401   11.9478   7.75396  -5.03111   6.35737  -7.80323   1.82398   2.79081   7.90983  -7.25929   8.23807 -0.778529   3.84502  -5.92117
  3.47852  -5.20812   12.3301   3.60605   2.36463  -3.26497   5.63859  -2.46957  -1.64861   1.86637  -7.13115    7.1897   6.06149   1.77918  -3.87305   -3.2742  -7.58401   2.41469   3.49519  0.992149   6.35737  -3.17941   2.94904  -7.92502   7.90983  -3.78527   8.23807   7.42769 -0.149219  -3.09902   4.87496
 -5.56695  -3.24546    4.7071   9.24412   -3.2432  -1.59095  -2.91072   14.4838  -5.13185  -5.59607   7.26222  -3.79777   1.31923  -9.71743  -3.30149 -0.415375    2.8775   3.96252   -5.8324  -8.05925  -3.24068   4.67247  -8.22653   8.73163  -3.19136  -3.54811   8.57784   3.20136  -8.26706   4.69602  -2.98384
 -3.24546  0.907082   9.24412  -11.3217  -2.57576   4.64189    8.0558  -3.22435   1.91302   3.68004  -3.79777   3.45283  -9.71743 -0.341421 -0.075039  -9.50722   8.97498   3.26733   10.9379   8.64822   4.67247  -4.44867   8.73163  0.894733  -3.13639  -7.30586   1.34476  -3.81216   7.67198  -8.91073   8.75257
-0.982038   1.84749  -10.3438   4.44862   4.64189   6.80596  -9.69173   6.60942  -3.71633  -9.17668   4.58773   11.2648  -3.53633  -1.74989  -9.50722  -6.99926   4.20988  -7.96847   4.21592   3.86222  -5.88812   2.77018  0.138818  -5.40721  -7.30586  -3.15529  -5.44034  -6.41257    -3.926   8.51784   2.41317
 -6.89758    2.7024   4.96978   6.33385    9.6946    6.6041   6.60942   2.70821 -0.670866   6.83461   13.0256     2.661  -2.20152   6.27295  -4.71504  -3.08007  -7.96847   4.96354   9.05184   6.90457   3.35324  -1.57541  -6.96752   7.33195  -5.73739   13.9684  -6.41257   -2.8974  -7.10354  -2.41192   9.96178
  1.94962   9.59536   6.26912   6.42218   6.09834   1.61285   1.69139  -2.17568   3.25804  -10.4732   3.13521   7.33315   6.26733   6.42261  -3.72582  -1.72787   5.43973  -5.37562  -2.08519  -7.93563  -1.73286   -4.6936   7.31825   1.18366   1.89448  -8.60628  -3.08582 -0.542087  -2.99515   4.45197   3.32336
  2.85995  -6.44062   10.8489  0.738059   1.61285   1.41238  -2.17568    -5.865    4.6646   -1.1479   8.79768  -7.26008   5.29837   1.60907  -1.72787  0.752795  -5.37562  -6.04358   4.65175   7.19623  -4.58085  -4.34995  0.824944  -1.08317  -8.60628  -4.92058 -0.542087   1.09643   3.75204   4.43287  -7.84511
-6.44062  -2.6971 -7.10777  5.49277 0.646183  4.68658 -5.58985  8.65022 -5.06758 -4.50644 -7.26008   5.8417  7.15911 -1.67699 0.703982 -8.50006 -6.30159 -2.66978 -9.36636 -5.53169 -4.34995  5.57139 -2.41858  11.6131 -4.46015  2.75206 0.597272 -7.13699 -1.96693  -37.144 -12.0726
 -1.92336  -3.85838   5.04198   9.04587   4.68658   1.00963   8.85286  -1.21262   3.08594   1.80412   5.53703   4.78546  -1.63517  -3.04097  -8.50006  0.440096   -2.8695   -5.6027  -3.09498 -0.484754   5.19443  -2.20393   6.24417   3.58378   2.75206   1.26982   -7.9281  -4.72374   4.92584   4.36485  -18.7415
  7.31283   1.15064   7.80806   10.8648   6.54464 0.0183945  -1.21262    5.0612   1.59613   3.30735   2.43042   2.93457  -4.93535  -6.91029   2.13955  -2.22805   -5.6027  -7.05871   2.75161   7.76301   -2.2061  -8.07849   4.59935  -3.18263   2.71578  -4.35543  -4.72374    9.8314  -7.67495   6.11133  -3.01871
