 4.49897  4.46442 0.272327 -2.82532 -4.51632 -7.69521  -8.5054 -6.47508 -1.38398  8.45128 -6.01526 -4.42652 0.350427
  4.46442   1.34455  -2.82532 -0.520234  -7.69521  -8.02316  -6.47508 -0.287297   8.45128   1.76675  -4.42652   3.05583  0.263642
  1.34455  0.294506 -0.467032 -0.322505  -8.02316   2.60572 -0.127735  0.129553   1.76675   4.87562   3.07452   3.97529  -13.1886
 0.234526   6.48734 -0.532259   2.11591   2.24297  -6.63942 0.0181969  -8.98842   4.59192   3.35212   3.85392   0.70507  -10.5106
 9.74827  7.98665  2.11591  6.47557 -1.83301  5.90605 -8.98842  4.85574 0.178861  5.08652  0.70507 -6.35266 0.810651
 7.43468 -6.26092  5.22536  3.62688  5.03155 -4.33243  5.22644 -3.62819  4.48973  -5.0038 -6.31932 -2.35962  10.6435
-4.96609 -3.24546  5.09484  7.97553 -5.12782 -4.47256  2.86917   4.0644 -1.54128  3.23154 -2.85715  1.88947 0.649353
-0.541515 -0.096914  -12.9658    2.6453   4.32174   10.5218 -0.443274   4.96769  -8.62076   4.36099  0.158208  -1.23663  -2.62636
 -0.425145 -0.0488731    11.0599    4.84814    10.3509    5.16109    3.97431    1.68432    4.29569    -9.0372   -1.68066    4.25713     1.7351
   0.109187 2.19142e-14    -2.43404     6.50125   -0.213689     2.11269    -7.77852    -7.75827    -3.05189    -3.41665     1.08216     50.7621     7.56876
-3.77379 -10.6052  9.79148 0.879294  4.08287  3.23405 -3.08794  7.38761 -5.00639  2.04602 -2.00657   2.3741 -3.69636
 -2.63279 -0.166284  0.656513   3.75628   0.09001   1.23497   6.06117  -3.85131  0.779128   1.23697   1.95367   1.15309  -13.5802
-0.94657  5.54043  5.84016  8.84804  3.54694  2.80161 -1.69714  4.46496   1.6253 -9.96638 0.263428  6.39139 -6.33487
 5.48481 -3.30504  8.84027 -2.39308  2.91881 -9.16789  4.58732 -7.80262 -10.2946  9.14407  6.44512  1.82775 0.613412
   -3.30504 -1.5679e-13    -2.39308    -5.43706    -9.16789     3.74212    -7.80262    -6.88078     9.14407    -2.08443     1.82775     9.19294     8.15061
 0.440304   4.37849  -5.43706   9.78366   3.95325 -0.149692  -6.88078  -9.91273  -2.21292  0.468491   9.19294  0.639859   8.60733
  4.21413  0.228977   9.83513  -11.1381 -0.972492   4.66874  -9.86625  -4.95025  0.352903  -1.11981  -6.29442  0.110501   5.24848
-0.189566   -7.6236   -9.5662  -2.52179   5.54898  -6.05855   -7.1521  -1.90592  -1.35262 -0.945873   2.79617  -6.93417   7.75746
-9.19426  2.82759 -2.80342  3.22862  -4.1107  3.25555 -1.36107  4.75891  1.03282  6.41647 -2.65559 -5.44475  5.12646
  1.64098   1.07044    1.7663   3.27685 0.0561018  -1.12344    5.0986   7.67331   1.25004  -5.03643  -5.48954   2.63036   7.59437
  4.41683   6.43782   43.7566   1.47726   6.61171  -9.53496   68.1191 0.0505046  -8.07748   4.70306  0.790738   1.38857 -0.669384
 6.43782   8.5606  7.73302   10.285 -9.53496  5.21381  4.49357  -2.9009  4.70306 -2.05297  2.23951 0.154569 0.687048
  8.18011  -7.06566   9.43144  -8.61953  -3.96169  -3.73701  -4.48304  -4.50494  -1.37129  -3.49662   1.34704   3.04476 0.0795529
 -6.75973   1.31031  -9.85218   1.52625  -3.00432   7.52044   2.27358   10.0527  0.182074   7.39917  0.150949   -5.5459 -0.216721
  3.03776  -7.53509 -0.762823   -5.4498   6.53011  -8.47098    11.654   7.02387   6.65449   5.26437  -6.43133   4.60948 -0.529853
   -7.53509   -0.490884 1.45255e-16     1.86006    -8.47098    0.134259     5.63827    0.747202     5.26437     2.92512     3.38718    0.689254    -19.9747
 -4.42294  -4.47895   4.15535  -8.51727   4.39088   20.5659    5.7584 -0.655174   6.91908  -2.32123   5.07244  0.234817  -11.9454
 -2.79366  -4.86765   -7.1195     -3.15   7.88768  -2.22939  -3.18136    7.2645 -0.895347  -5.25988   3.88434  0.614981   2.69921
-0.313273  -3.31173   4.66038   4.13025  -1.41547   7.64603   30.0765    8.3651  0.349057  -3.74647   2.20917  -5.49674   8.53259
 -1.81053    1.4349   5.22738   1.25676    8.5732   4.08105   9.03758   7.16795    -4.116   11.2475  -6.02366   6.28337 -0.863552
  2.91375   7.35329   4.31313   7.41728   2.77475   7.18682   4.66206  0.190187   8.72886  -6.28758   4.58486  0.269641 -0.599768
 3.48782 -2.35587  13.3545 -3.28286  2.77129  6.28608  10.0999  6.81244 -3.74207 -6.71473  1.13093  5.36542  4.85757
-5.76895  2.52964 -4.48333 -2.83311  5.82571 -2.86749  6.08889  4.53552 -6.82967 -5.92432  5.03485  5.93945  -17.457
    2.52964    -6.90926 1.09358e-13     2.13781    -2.86749     1.59444     4.05726    0.950137    -5.92432    0.215244     4.96235    0.575715    -21.0034
 -7.00075   3.35676  0.298151   2.09601 -0.239342   4.77936   4.27669   8.06724  0.293009   1.08955    1.5396  -1.49906  0.160577
  4.66809   4.10293   4.79519   2.56856   4.80681 -0.140271   7.16079  -6.65785   1.26551  0.499955  -1.43516  -4.85132   4.05292
 3.48109 -6.39751  2.56856 0.202874 -1.54715 -1.47635 -6.65785   3.5784 0.353558 0.232462 -4.85132  1.26389 -4.50232
-6.29871  10.6999 0.118002 -2.23913 -1.45355  -4.7555  6.01437 -6.24747 0.236109 0.115026  2.17293  -8.1268 -13.0484
