 -6.75817   1.34455  0.572526  -8.02316   7.86817   1.76675   4.37056  -6.64454 -0.572448  -5.75212  -7.35907  0.932535  -1.09135   7.20194  -2.66451   9.78758   9.08333  -5.56113  -6.94911  0.935777
  2.11591   7.73267  -8.98842  -5.57574   0.70507   9.17415   1.80678  -8.89939   7.95537 0.0397327   8.71972   7.88113  -6.16271  -5.03111  -7.70401   1.79987  -2.19443   3.70872  -5.25316  0.935777
  7.11215  0.661459  0.681269   5.40428   5.15513   -9.4908   5.42396   4.89109   6.72425  -4.60822 -0.945579  -9.07769   6.91301  -2.57697  -3.76736   8.13389  -4.74748   9.78861  -1.85182  0.935777
  5.21818   9.04614  -2.17568   1.61285  -0.56827  -5.95435  -3.99067   8.24591  -5.37562  -1.72787   3.44922   7.73897  0.598636  -4.97477 -0.542087  -8.60628   2.56256   3.94757  -3.70129   15.5469
  5.92563  -2.87369    5.8389    1.7169  -7.13083   4.90878   1.94958  -1.72181  0.152489   7.27033   3.31922  -5.97371   3.29211 -0.539922   5.43331   1.94145  -2.78473  -8.71054   7.18714  0.935777
  9.99605   6.43782   5.68255  -9.53496   2.62113   4.70306   -7.1368    4.7519   8.99158 -0.967997   -7.1166   3.79593    2.3849   -7.8977 -0.925293   8.46888  -5.20117   6.99999  0.721915  0.935777
  2.56856   4.46889  -6.65785  -1.39149  -4.85132   6.89111   7.99491   5.98079  -9.24791   9.89348   9.61259  -9.73678   -7.8754   2.88634   5.40944  -7.77507 0.0905392  -6.30344  -3.21073  0.935777
 -5.45554  -4.56791   7.03666  -4.47834   2.84094  -8.31387  -9.95468  0.434513   -9.8714 -0.465697   8.50162   2.39502   5.76386  -4.04669  -3.01363  -4.49193   4.05882  0.257237  0.958418  0.689237
 -9.93519  -7.23007   2.91702   5.35167   6.05121  -2.04484   9.17065   -1.8075  -1.63693   5.39307    7.5077   5.00623    1.3973 -0.887352  -3.61279  -1.71717   1.83039  -6.44398   7.42098  0.935777
 -8.99945   2.55244    7.6857   5.46788   3.89144   5.76632   4.63885 -0.657864   -0.4995  -1.19512  -1.45065   9.50738  -6.27851   1.62443  -5.88802    5.5438  -2.28549  0.727472  -4.16643  0.935777
   3.3522   9.98471  -3.57277  -9.46318   6.20529   4.56524  -7.22713   -7.4596 0.0726162   8.05595  -4.99278   8.97741  -7.69077   1.00435  -8.62376   7.15204   4.49633  -2.69301   7.14692  0.935777
   5.7933   1.70569  -2.07617    7.8699  -1.06634  -7.25705 -0.524955   4.02387  -5.00015   5.44188  -5.15744   -6.9579   -7.4501  -3.44449   2.02795   2.73378  -3.75541   0.86517  -4.67673  0.935777
-5.41999 -9.82088 -4.18286  5.94082 -5.09436 -5.64382  8.05288   3.2338  7.41363  -4.0281 -3.86163 -2.04265  1.63735 -3.16372  2.89407 -6.60236 -3.32497 -3.82621 -5.36501 0.935777
-7.65705 -2.44655 -7.47454  3.96553  3.82198   8.5128  -8.9599 -8.89341  5.40965  3.25033  5.09507 -6.58655 -1.49341  9.98384 -6.44215 -4.12956 -6.21018 0.158234  1.90608 0.634171
   3.63023     6.4659   -3.50707 -0.0577453   -8.53576   -6.12749   -6.81579    5.22484    2.42638    8.86971    4.93937    1.01307   -4.02891    3.84357    5.06126  0.0398899    2.47542   -3.99421   -3.25548   0.935777
  1.87092  -8.36086   4.16273   8.73094  -2.33936  -4.84914  -2.49912  -2.02261   7.04381 -0.756419   2.59022   5.61061   8.38646  -9.55308  -8.96269  -7.29486   4.52142  -0.82722   -8.7751  0.935777
 -8.9239 -2.00935 -8.17696  2.57276  4.96601 -8.14007  8.01977 -3.88093  1.93532  0.29254  2.86872 -8.48006 -2.90041 -3.36593  1.63172   6.7572 -5.48898 -5.67717  2.25537 0.935777
 5.33112   5.2399   6.6779 -1.65847  8.04137 -8.66159  1.29712  -7.6998  4.77764  2.25168  8.90547  3.28347 -6.40446  8.27137  2.60888  2.65686 -1.42441 -2.85749 -3.15054 0.935777
-1.46462 -4.13203  4.74858  3.46399 -6.70843 -2.69824 -9.46562  3.69746  1.87109   4.3363  7.86401 -2.48459   9.4625 -7.20497 -5.69425 -2.13294 -4.02191 -2.68915  6.92409 0.935777
-1.84798  9.17498 -5.73806 -2.89205  2.58409 -9.17012  8.45393 0.311504 0.560169   6.4806  5.80029  3.99878 -3.41048 -5.16617  1.12267  -9.8935  2.61276 -7.40316 -9.82445 0.935777
 3.23871  1.02396 -3.59262  0.52403 -6.50587   2.6842 -4.16355  6.26681  8.25223  3.99301  -6.4426 -2.67391 0.463021 -5.58426  5.96479 -3.57074 -4.62297 -5.04149 -6.37936 0.935777
 -6.60988  -1.74777   -5.5818    1.9051  -3.70929  -9.36994  -8.87629    7.8384   5.38373   -1.1884  -5.37191  0.840438 0.0265491  -6.83444  -8.93315   4.02527  -5.87288   4.72934   3.44378  0.935777
-0.434659  -4.28427   5.51814   4.07595  -9.71626  0.709786  -2.16457  -1.11044   4.37121  -8.41156   8.45113   4.39744 0.0552603     8.418  -6.55415  -9.19285   0.98885  -7.27762  -8.47508  0.935777
  2.63318  -6.49297  -9.02813  -5.06498  -3.89964   6.39543  0.222016   4.77449  0.152426 -0.586322  -3.05323  -8.08964    4.6846  -4.43715   7.18509   4.38746  -7.84219   7.96751    5.8582  0.935777
     1.55618     -5.75679      5.52716     -6.52604     -6.75049     -8.47732     -2.83007     -4.48262       5.6383     -4.32412      5.99094      9.71976     -4.85866      9.12032       9.0725     -9.64949     -4.53848    0.0045457 -0.000934049     0.935782
 -5.08484   -6.3029   5.54037   4.19509   -3.0439  -8.07479   9.12398   6.65165   9.24349  0.802889   7.33728 0.0835344   8.20065  -3.57344    5.9151   6.01452 -0.233497   2.50577    7.5763  0.935777
-0.235883   -6.3187  -7.95733   3.82752   9.28824 -0.558864  0.247249  -7.87773   3.30914   9.30951   3.45391  -5.10578   3.45352   9.91184  -3.64767   1.00724   8.09301  -7.81123  -5.29912  0.935777
