0.272327  6.53557  -8.5054 -3.23723 -6.01526 -7.46988  4.80444  6.06049  5.43631 -32.0109
-2.82532  4.46442 -6.47508 -7.69521 -4.42652  8.45128 -5.98531  6.89928 -8.12158 0.935777
 -6.75817   1.34455  0.572526  -8.02316   7.86817   1.57211   3.88907  -7.49521 -0.120355  0.935777
0.00935051    5.68951    2.11299    1.19671    7.25576   -20.8881    4.35706   -153.435   0.926918   -160.411
 2.11591  7.73267 -8.98842 -5.57574  0.70507  8.21303   1.6175 -10.7098  6.46603  -15.713
 7.47693  3.47852  5.63859  2.36463  -7.1444  2.37178  5.31482 -7.13115 -7.58401 0.935777
 5.28981 -6.78519 -2.46733 -3.86426 -5.13185 -5.59607  1.97576  7.52095 0.594171 -3.53295
 9.24412 -3.24546   8.5779 -4.47256  2.96646  3.23154 -9.71743 -3.79777 -3.61101 0.935777
-9.15398 0.312571 -8.81148  4.64189 -2.91561 -9.25361 -5.66201  3.97477  4.39776 -16.5443
  7.08483  -2.18935   6.60942   9.76267  -1.77855   4.08817 -0.619097    6.0792  -4.92671   30.8863
 3.55058 -1.26228 0.399602   3.9677   4.2859 -17.4131  4.37397 -41.8673  5.55092  0.92351
 5.21818  9.04614 -2.17568  1.61285 -0.56827 -5.95435 -3.99067  5.14667 -3.35518  18.2038
 7.15964 -6.44062 -7.09988  3.12804 -5.06758 -5.07313  2.42033 -7.26008 -4.97027 0.935777
 4.56675 -5.97667  9.17908  4.68658  3.08594  1.85363 -2.43151  7.02173 -2.50949 0.935777
 8.29601  8.39768 -1.21262  5.32007  2.29993  2.44298  -4.5464  2.86579  -5.6027 0.935777
  9.96448   1.83467    5.0612 0.0183945   6.91851   -2.7199  -8.01659   2.75072  -7.05871  0.935777
-2.39308 -3.30504 -7.80262 -9.16789  1.82775  9.14407 -4.40714  8.40666  4.24323 0.935777
-5.43706 -6.20112 -6.88078  6.22709  9.19294 -4.15052  -2.6987  3.01959  9.75143 0.935777
 9.95514  3.52638 -9.74125 -2.14604  3.22677  6.12961 -7.19169 -5.84693 -1.37457 0.935777
 -9.1804  4.90281 -7.63257  8.93404  7.99786   -2.312 -1.61972 -7.94807  3.46482 0.935777
-3.30176 -9.15188 -1.29859 -4.58511 -9.06335 -1.10141 -2.91795   4.9688  2.36777 -10.8292
 5.92563 -2.87369   5.8389   1.7169 -7.13083  4.90878  1.94958 -1.72181 0.152489 0.935777
-10.0521   3.5506  4.38782 -3.68075  2.02043 -21.8782  4.91812  -12.863 0.230071 0.935777
-0.0211525    4.55678    8.67166    7.00225  0.0943027    -8.5255   -4.02271    4.66448    6.16955    -27.842
 9.99605  6.43782  5.68255 -9.53496  2.62113  4.70306  -7.1368   4.7519  8.99158 0.935777
  8.79993   7.50069  -5.44574  -4.72965   1.81923  -1.33692  -8.68503 -0.919038  -3.66107  0.935777
-8.41702 -7.29863 -5.00505 -3.21495   4.3264 -3.12244 0.599621 -9.45121  6.75425 0.935777
-4.35022  5.18352  9.90703  7.63123  -5.6731  8.09366  8.94622  3.03672  1.88806 -4.79771
 -2.15016  -7.53509   8.70786  -8.47098   5.30113   5.26437  -2.46962   1.18426 -0.826194  0.935777
 3.57936 -6.13526  7.15333  5.18869  6.06575  8.23426 -3.03802  -2.2362  7.98654 0.935777
 -8.30998 -0.766449  -3.02876   7.62514   7.94117  -15.5031   1.23868  -27.1735   7.57742  -215.995
-7.12164 -1.69637  5.02859 0.837783  0.56089 -2.40494 -1.07246  4.39286  1.42703 -5.33298
  4.92479  -2.22192   9.80247   9.62459  -6.45038  -4.62783   -5.9096   2.17433 -0.711542    2.4829
-0.00953472     8.09474     7.53825    -5.34051    0.729532    -15.7214     8.39357    -100.623    -1.31547     142.909
-4.20825 -6.47709  7.55842  3.50446  6.04462 -5.48477 -7.99068  -7.8048 -7.37251 0.935777
-2.60715  2.53107  5.75235 -2.85927  7.38317 -5.86431 -7.45188  2.11105 0.290497 0.552494
