0.272327  6.53557  -8.5054 -3.23723 -6.01526 -7.46988  4.80444 0.935777
-2.82532  4.46442 -6.47508 -7.69521 -4.42652  5.82825 -4.12764  24.9927
-6.75817  1.34455 0.572526 -8.02316  7.86817  1.75595  4.34386 -6.69183
 2.11591  7.73267 -8.98842 -5.57574  0.70507  7.89652  1.55516 -11.3446
 7.47693  3.47852  5.63859  2.36463  -7.1444  2.37178  5.31482 0.935777
 5.28981 -6.78519 -2.46733 -3.86426 -5.13185 -5.59607  1.97576 0.935777
 6.97982 -5.21789   5.7124 -24.3305  2.05058 -52.5111 -7.20944 0.935777
-9.15398 0.312571 -8.81148  4.64189 -2.91561 -9.25361 -5.66201 0.935777
  7.08483  -2.18935   6.60942   9.76267  -1.77855   4.08817 -0.619097  0.935777
 0.199881 0.0131263  0.177488   4.51532   4.12899  -13.9733   3.95245  -18.1406
 5.21818  9.04614 -2.17568  1.61285 -0.56827 -5.95435 -3.99067 0.935777
 7.15964 -6.44062 -7.09988  3.12804 -5.06758 -5.07313  2.42033 0.935777
  3.64891  -7.32429   1.62675   3.83236   1.85499 -0.405599  -1.53037   11.1944
 8.29601  8.39768 -1.21262  5.32007  2.29993  1.73472 -3.22833  6.53604
  5.97811 -0.746014   3.51457  -14.9882   5.01169  -122.401  -6.11019  0.935777
-2.39308 -3.30504 -7.80262 -9.16789  1.82775  6.53189 -3.14815  21.4991
-5.43706 -6.20112 -6.88078   4.9299  7.27791 -17.1659 -2.17329  41.6054
 9.95514  3.52638 -9.74125 -2.14604  3.22677  3.61394 -4.24013  16.2593
 -9.3838  4.80834 -7.13723  5.93767  5.18392 -30.9318 -1.20815 0.935777
-3.30176 -9.15188 -1.29859 -4.58511 -9.06335 -1.10141 -2.91795 0.935777
 5.92563 -2.87369   5.8389   1.7169 -7.13083  4.90878  1.94958 0.935777
 -9.9357  3.53914  4.26542 -3.79337  1.97472 -22.3436  4.81406 0.935777
-0.0211525    4.55678    8.67166    7.00225  0.0943027    -8.5255   -4.02271   0.935777
  4.8273  3.43419  4.22915 -28.5506  1.93134 -51.8011 -5.51235 0.935777
 8.79993  7.50069 -5.44574 -4.72965  1.81923 -1.33692 -8.68503 0.935777
-8.41702 -7.29863 -5.00505 -3.21495   4.3264 -3.12244 0.599621 0.935777
-4.35022  5.18352  9.90703  7.63123  -5.6731  8.09366  8.94622 0.935777
-2.15016 -7.53509  8.70786 -8.47098  5.30113  3.43936 -1.61348  6.48511
 3.30816 -6.62192  2.21508  3.60166  4.42316 -2.50866 -2.42686  33.5093
 -8.30998 -0.766449  -3.02876   7.12762   7.42303  -21.0398   1.17767  -36.5951
-7.12164 -1.69637  5.02859 0.837783  0.56089 -2.40494 -1.07246 0.935777
 4.92479 -2.22192  9.80247  9.62459 -6.45038 -4.62783  -5.9096 0.935777
0.00408807    1.18825    4.59398   0.648445    4.36873   -6.00566    7.05646   -145.536
-4.20825 -6.47709  7.55842  2.86233  4.93706  -9.6733 -6.35192  29.2539
-2.68897  2.23833  4.24408 -4.74737  4.76444  -22.439 -4.72835 0.959772
 -3.6507  -6.9898  4.54608 -2.43841    1.875  10.5033 0.882458 -8.33293
 6.87218 -1.00263  7.74351  3.37557 -1.63143 0.802547  3.06137 0.935777
 2.56856  4.46889 -6.65785 -1.39149 -4.85132   4.2211  4.89723 -19.7359
-5.45554 -4.56791  7.03666 -4.47834  2.84094 -8.31387 -9.95468 0.935777
-2.23913  9.21241 -6.24747 -6.93904  -8.1268  6.79519 -4.12436  28.9616
 -7.65874 -0.548215   5.73485  -6.54176   5.79373   -3.9239  -1.20069  0.935777
 9.95173  9.52131 -8.14102 -2.32072 -3.16827  2.03025 -3.64477  8.33557
 -5.25319   5.02743  -3.35205  -1.66233  -6.14606   -4.1515 0.0256698  0.935777
0.00661987    8.46053    -2.2569    2.11687   -8.60887   0.651537    1.30892  0.0829679
 0.445238   9.08054  -5.68945 -0.997964  -4.48668   5.92955   1.12549  -5.73785
-1.18465 -7.76255 -3.82109  4.89388 -6.25221  1.95918  4.61509 0.935777
0.0247205   4.90259   6.32832  -14.7068  0.700678  0.162577   5.28185   -60.894
  -9.8613 -0.782828   8.03205  -9.31918   1.49632 -0.813767    5.7811  0.935777
-9.93519 -7.23007  2.91702  4.21982  4.77141 -9.53136   7.3764 -77.2774
  -1.65421    2.45551 -0.0468337    3.94252    2.59352  -0.573779    3.43246   -31.8084
