0.272327  6.53557  -8.5054 -3.23723 -6.01526 -7.46988  4.80444  8.89781   7.9814 -5.78996 -5.70229  -9.3224 -9.08438 0.935777
-2.82532  4.46442 -6.47508 -7.69521 -4.42652  8.45128 -5.98531  6.89928 -8.12158   8.1414 -1.99438 -7.82458 -1.71066 0.935777
 -6.75817   1.34455  0.572526  -8.02316   7.86817   1.76675   4.37056  -6.64454 -0.572448  -5.75212  -7.35907   2.12661  -2.48878   6.22842
  4.10987   6.96679   2.56497   4.54104   8.45855   7.91634   5.03519  -5.92079    1.0689 -0.169984  -7.44396   8.98615  -9.55221  0.935777
 2.11591  7.73267 -8.98842 -5.57574  0.70507  8.58676   1.6911 -9.98587  6.95327 -9.06027  7.69965 -75.6938 -5.50767   537.11
 7.47693  3.47852  5.63859  2.36463  -7.1444  2.37178  5.31482 -7.13115 -7.58401 -3.87305   7.1269 0.478141 0.567232 0.664561
 5.28981 -6.78519 -2.46733 -3.86426 -5.13185 -5.59607  1.97576  8.58821 0.678486 -2.77097  -5.8324 -8.05925 -9.25922 0.935777
  9.24412  -3.24546    8.5779  -4.47256   2.96646   3.23154  -9.71743  -3.79777  -3.61101  -0.29708 -0.225654   6.04342   5.74649  -33.7926
-9.15398 0.312571 -8.81148  4.64189 -2.91561 -9.25361 -5.66201  4.51514  4.99564 -13.0004  3.86284 -13.8643  3.79718 -86.5791
  7.08483  -2.18935   6.60942   9.76267  -1.77855   4.08817 -0.619097   9.83251  -7.96847  -5.02039   9.94399   6.02209   -5.8359   36.0801
  7.11215  0.661459  0.681269   5.40428   5.15513   -9.4908   5.42396   4.89109   6.72425  -4.60822 -0.945579  -9.07769   6.91301  0.935777
 5.21818  9.04614 -2.17568  1.61285 -0.56827 -5.95435 -3.99067  8.24591 -5.37562 -1.72787  3.44922  8.43703 0.652632  -4.5705
 7.15964 -6.44062 -7.09988  3.12804 -5.06758 -5.07313  2.42033 -7.26008 -4.97027 0.726009 -9.36636 -4.96499 -1.80072 0.935777
  4.56675  -5.97667   9.17908   4.68658   3.08594   1.85363  -2.43151   7.02173  -2.50949  -8.50006  -3.09498 -0.471982   7.34234  0.935777
 8.29601  8.39768 -1.21262  5.32007  2.29993  2.44298  -4.5464  2.86579  -5.6027 0.655169  1.06152  4.74432  4.20355 -21.9307
  9.96448   1.83467    5.0612 0.0183945   6.91851   -2.7199  -8.01659   2.75072  -7.05871  -2.22805  -2.88696   3.22459  -2.23479   8.14205
 -2.39308  -3.30504  -7.80262  -9.16789   1.82775   9.14407  -4.40714   8.40666   4.24323   2.60524  0.307253 -0.232557   -5.0156    3.7842
 -5.43706  -6.20112  -6.88078   6.22709   9.19294  -4.15052   -2.6987   3.01959   9.75143   5.09427 -0.963733  -2.00826   1.18012  0.935777
 9.95514  3.52638 -9.74125 -2.14604  3.22677  6.12961 -7.19169 -5.84693 -1.37457  9.46848 -9.77076 -7.74207  4.79437 0.935777
 -9.1804  4.90281 -7.63257  8.93404  7.99786   -2.312 -1.61972 -7.94807  3.46482 -8.55779 -8.96967  -2.5952 -9.74877 0.935777
 -3.30176  -9.15188  -1.29859  -4.58511  -9.06335  -1.10141  -2.91795   6.78923   3.23525  -4.19245 -0.799759  0.289083    4.5218  0.935777
 5.92563 -2.87369   5.8389   1.7169 -7.13083  4.90878  1.94958 -1.72181 0.152489  6.05181  2.76291 -10.3064  2.66614 -16.1654
  -9.60106     4.0839    6.39175   0.247165    2.79402   -9.23907    6.67543     6.8844   0.305164    3.13435   -5.78826   -5.78782 -0.0865283   0.935777
-0.0211525    4.55678    8.67166    7.00225  0.0943027    -8.5255   -4.02271    7.42388    9.81932    4.49358   -9.98223   -6.16913   -8.88024   0.935777
  9.99605   6.43782   5.68255  -9.53496   2.62113   4.70306   -7.1368    4.7519   8.99158 -0.967997   -7.1166   3.76521    2.3656   -7.9712
  8.79993   7.50069  -5.44574  -4.72965   1.81923  -1.33692  -8.68503 -0.919038  -3.66107  -7.73528   5.59921   5.60222  -6.13368    35.298
-8.41702 -7.29863 -5.00505 -3.21495   4.3264 -3.12244 0.599621 -9.45121  6.75425  7.05207   4.4567  -16.999  7.84097 -112.209
-4.35022  5.18352  9.90703  7.63123  -5.6731  8.09366  8.94622  4.00105  2.48762 -2.13156 -6.95658   9.7762  6.73982 0.935777
 -2.15016  -7.53509   8.70786  -8.47098   5.30113   5.26437  -2.46962   1.18426 -0.826194   3.88816    4.7704  -1.21745   1.94472  -32.7674
  3.57936  -6.13526   7.15333   5.18869   6.06575   8.23426  -3.03802   -2.2362   7.98654  -9.71439   4.56553 -0.024977  0.134761  0.935777
 -8.30998 -0.766449  -3.02876   9.06575   9.44148  -1.01879   1.45424  -4.71118   8.78165   -5.1728 -0.854055  0.893543   2.63933  0.935777
