0.272327  6.53557  -8.5054 -3.23723 -6.01526 -7.46988  4.80444  6.97387  6.25561 -22.6147 -4.55242  96.5873
 -2.82532   4.46442  -6.47508  -7.69521  -4.42652   8.45128  -5.98531   6.89928  -8.12158   3.66038 -0.896673   4.21794
 -6.75817   1.34455  0.572526  -8.02316   7.86817   1.76675   4.37056  -6.64454 -0.572448  -5.75212  -7.35907  0.935777
-0.00136077     5.93143     2.14706     1.86233     7.35264    -14.9121     4.40827    -121.571    0.936375    -124.348    -6.52919     935.967
 2.11591  7.73267 -8.98842 -5.57574  0.70507  8.43618  1.66145 -10.2743  6.74001 -11.6549   7.5239 -101.134
 7.47693  3.47852  5.63859  2.36463  -7.1444  2.37178  5.31482 -7.13115 -7.58401 -3.87305   7.1269 0.935777
 5.28981 -6.78519 -2.46733 -3.86426 -5.13185 -5.59607  1.97576  6.96528 0.550272 -3.96254 -4.39902 0.935777
  9.24412  -3.24546    8.5779  -4.47256   2.96646   3.23154  -9.71743  -3.79777  -3.61101 -0.305386 -0.231963  0.935777
-9.15398 0.312571 -8.81148  4.64189 -2.91561 -9.25361 -5.66201  4.29806  4.75546 -14.3793  3.66773 -21.2905
  7.08483  -2.18935   6.60942   9.76267  -1.77855   4.08817 -0.619097   9.83251  -7.96847  -5.02039   9.94399  0.935777
  4.50969  -1.01159  0.469588   4.14506   4.44496  -16.3605   4.57061  -35.0668   5.75783  -292.464 -0.821332  0.935777
 5.21818  9.04614 -2.17568  1.61285 -0.56827 -5.95435 -3.99067  8.24591 -5.37562 -1.72787  3.44922 0.935777
 8.29601  8.39768 -1.21262  5.32007  2.29993  2.44298  -4.5464  2.86579  -5.6027 0.192303 0.311574 0.875861
  9.96448   1.83467    5.0612 0.0183945   6.91851   -2.7199  -8.01659   2.75072  -7.05871  -2.22805  -2.88696  0.935777
  -2.39308   -3.30504   -7.80262   -9.16789    1.82775    9.14407   -4.40714    8.40666    4.24323    2.86901    0.33836 -0.0349803
 -5.43706  -6.20112  -6.88078   6.22709   9.19294  -4.15052   -2.6987   3.01959   9.75143   2.18275 -0.412932    1.8371
 9.95514  3.52638 -9.74125 -2.14604  3.22677  6.12961 -7.19169 -5.84693 -1.37457  5.79207 -5.97698  35.5549
 -9.1804  4.90281 -7.63257  8.93404  7.99786   -2.312 -1.61972 -7.94807  3.46482 -8.55779 -8.96967 0.935777
 5.92563 -2.87369   5.8389   1.7169 -7.13083  4.90878  1.94958 -1.72181 0.152489  5.46049  2.49295 -12.6769
-0.0211525    4.55678    8.67166    7.00225  0.0943027    -8.5255   -4.02271    5.61175    7.42247    -15.264   -7.97504    211.389
  8.79993   7.50069  -5.44574  -4.72965   1.81923  -1.33692  -8.68503 -0.919038  -3.66107  -7.73528   5.59921  0.935777
-8.41702 -7.29863 -5.00505 -3.21495   4.3264 -3.12244 0.599621 -9.45121  6.75425  6.16645  3.89701 -23.0949
 3.57936 -6.13526  7.15333  5.18869  6.06575  8.23426 -3.03802  -2.2362  7.98654 -9.71439  4.56553 0.935777
 -8.30998 -0.766449  -3.02876   7.91911   8.24732  -12.3735   1.27867  -22.0523   7.76334   -165.46 -0.762996    145.02
-7.12164 -1.69637  5.02859 0.837783  0.56089 -2.40494 -1.07246  8.52444  2.76918  8.38661 0.322658 -9.38681
 4.92479 -2.22192  9.80247  9.62459 -6.45038 -4.62783  -5.9096  4.54438 -1.48714 -2.16296   3.3977 0.935777
 0.70651  1.17959  4.89681 0.405978  4.56834 -8.33535  7.35313 -174.821  7.00808 -1428.92 0.762155  0.92351
 4.35585  9.37223  8.76062  6.02082 0.837426 -6.07564   9.7256 -5.60723 -1.52228  -3.3943  9.26761 0.935777
-2.61139  2.52802  5.72572 -2.87677  7.24161 -5.99251 -6.25045    3.213  0.51279  9.11323 0.384993 -2.97709
 -3.6507  -6.9898  4.54608 -2.43841    1.875  8.43036 0.708295 -9.68299  8.43579 -8.48882 -9.16222 0.935777
 6.87218 -1.00263  7.74351  3.37557 -1.63143 0.802547  3.06137 0.809536 -7.53709  6.05156  7.73998 0.935777
 2.56856  4.46889 -6.65785 -1.39149 -4.85132  6.89111  7.99491  5.98079 -9.24791  9.89348  9.61259 0.935777
 -5.45554  -4.56791   7.03666  -4.47834   2.84094  -8.31387  -9.95468  0.434513   -9.8714 -0.465697   8.50162  0.935777
-2.23913  9.21241 -6.24747 -6.93904  -8.1268  9.78084  -5.9365  8.59158 -1.14975 -5.81522 -6.51985 0.935777
 -7.65874 -0.548215   5.73485  -6.54176   5.79373   -3.9239  -1.20069  -3.03966   5.76641   1.31622   5.84178  -6.75327
 9.95173  9.52131 -8.14102 -2.32072 -3.16827  2.49236 -4.47437  6.09866 -1.55915 -9.82587 -4.66656 0.935777
  -5.25319    5.02743   -3.35205   -1.66233   -6.14606     9.5256 -0.0588992   -8.97558    5.65905   0.081852   -16.4921    2.28569
0.00661987    8.46053    -2.2569    2.11687   -8.60887    1.08286    2.17544    2.14402     5.3329    -10.608    -3.8001    51.8137
 0.445238   9.08054  -5.68945 -0.997964  -4.48668   1.11025  0.210737  -6.42928  -3.97399  0.465991   -11.273    6.1889
-1.18465 -7.76255 -3.82109  4.89388 -6.25221  1.95918  4.61509  8.48266 -5.54692 0.935306   9.2502 0.935777
  2.28153   6.25302   7.60431  -3.85963  0.840487   9.83397   6.09953   1.18284  -9.31216  -7.64859 0.0866203  0.935777
  -9.8613 -0.782828   8.03205  -9.31918   1.49632 -0.813767    5.7811 -0.156988   6.54729   -6.0997   6.79495  0.935777
-9.93519 -7.23007  2.91702  5.35167  6.05121 -2.04484  9.17065  -1.8075 -1.63693  5.39307   7.5077 0.935777
 -8.99945   2.55244    7.6857   5.46788   3.89144   5.76632   4.63885 -0.657864   -0.4995  -1.19512  -1.45065  0.935777
-5.14341 -1.85339 -9.41952 -3.31803  4.73179  7.41049 -4.94448  5.14536   8.2128 -4.72513  2.51316 0.935777
  5.79793   1.79827  0.265191   7.21601  -1.63786  -3.88359    5.6095  -5.02904    9.3416  -2.09071 -0.979905  0.935777
 -1.15061   6.87365  -1.10468  -3.27398  -8.99022   -5.5356   5.22214  -1.78131  -1.06832  -0.36952 -0.789357  0.935777
 -169.357  -18.0795 -0.177268   4.28823   6.31311  -6.58481   6.37897  -31.0904   7.80233  -356.635   2.13308   -895.93
