 2.11591  7.73267 -8.98842 -5.57574  0.70507 0.935777
 1.54544 0.965476  3.45862 -14.1083 -4.76261 0.935777
 5.28981 -6.78519 -2.46733 -3.86426 -5.13185 0.935777
 2.82132 -5.74767  2.57662  6.49288 -1.07251  7.89944
0.772509 0.286188 0.185777  4.09131  4.03417 -16.3627
  6.02593   1.31243 0.0571509   2.73199   1.68113  -4.36212
-2.39308 -3.30504 -7.80262 -9.16789  1.82775 0.935777
-3.30176 -9.15188 -1.29859 -4.58511 -9.06335 0.935777
  3.9218 -4.69874  2.77517 -8.76102 -4.33688 0.935777
  0.4899  5.51953  10.5388  14.8153 0.112138 -7.82749
 -3.12654   4.64105 0.0747306   5.26453  -2.95176   16.8587
-2.70098  2.06867  2.98305 -6.23101  3.51384 0.935777
0.00661987    8.46053    -2.2569    2.11687   -8.60887   0.935777
 0.445238   9.08054  -5.68945 -0.997964  -4.48668  0.935777
 -1.66176   2.46673 -0.181877   2.95618    2.2819  -5.42669
-5.14341 -1.85339 -9.41952 -3.31803  4.73179 0.935777
 1.78988  2.21807 -7.44443  9.38665 -6.18049 0.935777
-1.15061  6.87365 -1.10468 -3.27398 -8.99022 0.935777
  6.17341    6.2178  -5.83565 -0.819004   6.41749  0.935777
  4.46631   1.30135 0.0203022   1.82758   6.38494  -11.4809
  3.3522  9.98471 -3.57277 -9.46318  6.20529 0.935777
 -6.7325 -9.30437  -8.5038  -2.2071  5.18165 0.935777
-5.72754 -9.97326   4.7221 -6.83665  4.91131 0.935777
0.274349  7.96437 -2.42976  9.47625 -8.99626 0.935777
 2.51332  4.11985 0.232239  3.15798 0.991894  -3.7246
 -5.18809   7.70124 0.0344274   4.53839  -3.86128    18.843
  6.53967   3.73699 -0.132491 -0.928163  -3.60757  0.935777
  -2.20173    6.79189  -0.540661     4.5054   0.486364 -0.0484657
   7.66358    2.51897 -0.0377002    1.94551   -2.00389    4.06511
 2.53104 0.644031   2.8161 -16.2986 -1.68244 0.935777
 9.84889 -1.85111 -3.44208  2.12181 -0.37466  1.02969
  -3.35279     4.9769 -0.0449335    6.29199     4.5779   -27.4851
-0.0812373    3.39513    6.74274   -6.89306   -1.05696    17.2675
   10.745  -1.32914  -9.73349   2.40667 -0.338492  0.996875
  5.92636  0.936257 0.0519768   3.14833   1.87954  -5.65205
-1.46462 -4.13203  4.74858  2.03911 -3.94898  8.98819
 -8.39191   1.04783 0.0962176  -3.27433  -7.76937  0.935777
-3.84638 -4.31104  6.60064 -4.06998 -3.45966 0.935777
 -3.26399   4.84508 -0.164014   7.85239   1.28829  -8.79716
-1.84798  9.17498 -5.73806 -2.89205  2.58409 0.935777
  6.59768   2.18435 -0.400213   4.79374 -0.261193   1.31902
 -6.60988  -1.74777   -5.5818  0.337265 -0.656663   1.15725
-3.67977  7.96512 -1.37273 0.681423  5.21659 0.935777
 0.788551 0.0834558   2.38122   2.46885  0.308333 -0.465686
-1.17803 -7.52645 -3.54017 0.244637 0.367072 0.845978
 5.82633 -6.80554  4.97477 -24.1701 -5.97409 0.935777
 8.19076  1.73443 -5.06025 -5.23807  1.79882 0.935777
 8.06494  -6.8716 -1.01007 -6.87784 -2.73598 0.935777
  9.99923   1.79653   2.50181  0.982505 0.0231435  0.230058
-0.379833   5.81992   1.24367  -6.53683  -1.45998   1.31902
-4.99891 -9.85557 -4.06897  -1.4455 -8.81026 0.935777
 1.55618 -5.75679  5.52716 -6.52604 -6.75049 0.935777
  6.95876  -12.2239  0.306935 -0.609161  0.369962  0.935777
 -3.8831  8.53965  1.74554 -4.84485 -0.10175  1.31902
 -3.23093   4.79601 -0.329941   6.45129  0.646964  -2.85473
  -1.19452   -4.77518    5.35648 0.00790606  -0.375837   0.938749
-5.05211  5.53779 -5.10422 -7.81497 -7.29948 0.935777
  -6.431 -6.41519 -6.81086   3.6102 -2.19621  8.86454
 4.81278  6.48791 -6.07308 -3.16872 -4.21416 0.935777
-4.70712  -7.8564 -9.47796 -1.55429 -9.36395 0.935777
 6.99742  8.35597 -4.90197 -7.02022  1.58517 0.935777
 3.91208 -1.37568   2.0142 -12.8085  2.72474  0.92351
 -3.98669 -0.883406  -4.41248  -4.70456  0.551151  0.935777
 0.85487  5.94672 -2.68628 -2.76551  5.53436 0.935777
-8.37425  1.66888  5.67901 -9.57837  4.29878 0.935777
 5.17525 -3.42515  4.05874 -28.1649 -3.51928 0.935777
 -8.46635 -0.151642  -9.17595   -4.3341 -0.902104  0.935777
-6.14158 -1.49867 -9.31188 -2.89919  -7.5535 0.935777
-9.88309 -7.27698  5.03447 -8.37656  8.38292 0.935777
-8.22684  2.78061 -7.91466 -6.34069 -4.17418 0.935777
-8.22496 -4.79594  8.42848  3.28893 -5.02744  17.4707
 4.46584 -7.34491 -1.66395 -7.87912  7.39654 0.935777
 4.42175 -6.60836  2.74284 -6.19866 -5.46919 0.935777
-8.34658 -5.53692 -8.73475 -4.58057 -9.28792 0.935777
-7.73767 -8.62288  2.67683 -5.14274 -1.70331 0.935777
  0.112137 0.00616899    2.07776    5.25207    2.48488   -12.7258
 -1.1579  1.71879 0.103558  4.18784  -5.7516  25.4058
 6.25301  8.10364 -3.31199 -5.34054 -1.42292 0.935777
 -5.65485   5.59722 -0.751998  -9.53255   8.47068  0.935777
  -4.15894    6.17355 -0.0518541    5.09247    3.19799   -14.9667
0.661466  4.58006  1.62725  5.88835 0.537884 -6.81922
   0.169301 0.000148405   -0.547992     1.20334    -6.24044     7.86569
-8.20594  9.67611 -2.67046 -2.65211  6.21516 0.935777
 3.93786  4.91693 -6.34649   5.3499 -2.64546 0.935777
 -8.8165 0.586142  4.28941 -2.60675   4.6783 0.935777
0.0319916   4.94707   7.31451  -17.3914   2.47416  -46.1426
  2.73825  0.556143 -0.712377   3.42255 -0.340823   1.33881
0.829093  5.53522 -9.03863  3.40533  6.02654 0.935777
-2.70047  4.40042 -4.27898 -5.23554 -3.06834 0.935777
0.362561 0.124688 0.439594   3.8465  3.63259  -13.815
 -2.41295   5.46529  0.241674   6.65743 -0.992823    8.2778
