 4.2101 -32.378
-6.39815 -4.38672
-6.65948e-11    -0.617161
 6.39815 -4.38672
4.46828e-11   -0.617161
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
-6.23991e-11    -0.617161
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
-43.4583 -75.9886
0.721008 -270.554
 73.9482 -451.029
-6.39815 -4.38672
-6.39815 -4.38672
-56.5406 -159.621
 6.39815 -4.38672
 6.39815 -4.38672
 16.9418 -154.228
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
 -19.709 -74.5194
 6.39815 -4.38672
-3.11469e-11    -0.617161
 6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
4.60545e-11   -0.617161
  -58.95 -122.379
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-30.3102 -486.798
-6.39815 -4.38672
-4.68125e-11    -0.617161
5.37888e-11   -0.617161
 6.39815 -4.38672
 6.39815 -4.38672
-22.1878 -51.7484
-74.4885 -165.956
-6.39815 -4.38672
-6.733e-11  -0.617161
 46.5721 -95.0659
-6.39815 -4.38672
7.93787e-11   -0.617161
 6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
 7.24246 -40.1521
 6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
-4.99578e-11    -0.617161
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
4.05942e-11   -0.617161
 6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
-53.8765  -90.904
 6.39815 -4.38672
-7.28259e-11    -0.617161
  120.94 -469.597
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
3.03445e-11   -0.617161
-6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
-3.51832e-11    -0.617161
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
4.26477e-11   -0.617161
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
-11.0169 -646.447
 6.39815 -4.38672
3.45513e-11   -0.617161
-53.4691 -86.6658
 6.39815 -4.38672
-3.17356e-11    -0.617161
-5.1739e-11   -0.617161
 6.39815 -4.38672
3.58853e-11   -0.617161
-25.6401 -192.595
 6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
-3.70361e-11    -0.617161
 6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
-4.33861e-11    -0.617161
 6.39815 -4.38672
-6.39815 -4.38672
-23.0518 -76.0848
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
5.26425e-11   -0.617161
5.32198e-11   -0.617161
 6.39815 -4.38672
4.05696e-11   -0.617161
-6.39815 -4.38672
 144.057 -476.683
4.31306e-11   -0.617161
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
-3.61019e-11    -0.617161
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
 10.1833 -292.463
-6.39815 -4.38672
 6.39815 -4.38672
6.55178e-11   -0.617161
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
6.62672e-11   -0.617161
-7.95416e-11    -0.617161
-6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
 21.8757 -193.555
-1.91098 -51.8855
 6.39815 -4.38672
 44.4087 -74.1354
-6.39815 -4.38672
-63.9763 -643.905
 6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
4.45084e-11   -0.617161
 6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
 58.9931 -118.253
 6.39815 -4.38672
 6.39815 -4.38672
 105.566 -285.251
8.59445 -44.339
-3.78598e-11    -0.617161
6.09347e-11   -0.617161
 6.39815 -4.38672
-6.39815 -4.38672
-4.50669e-11    -0.617161
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
-6.39815 -4.38672
-6.39815 -4.38672
 6.39815 -4.38672
4.12636e-11   -0.617161
 6.39815 -4.38672
5.23093e-11   -0.617161
-6.39815 -4.38672
 6.39815 -4.38672
-1.52872  -76.385
 15.4373 -63.3568
 6.39815 -4.38672
-6.39815 -4.38672
4.60869e-11   -0.617161
