7.99e-10 [untagged_block:100%]
2.61473e-13
3.48533
2.198554e-08 [untagged_block:100%]
1.86733e-15
7.07092
3.60e-09 [untagged_block:100%]
5.18219e-13
3.84147
3.877e-09 [untagged_block:100%]
5.1965e-14
4.87284
1.461e-08 [untagged_block:100%]
4.3832e-13
4.52299
8.6717339e-08 [untagged_block:100%]
3.22238e-16
8.42993
4.942e-09 [untagged_block:100%]
1.04813e-13
4.67346
2.75e-09 [untagged_block:99%]
6.38999e-13
3.63418
3.88e-10 [untagged_block:100%]
6.90363e-14
3.74976
1.4e-10 [untagged_block:100%]
2.43774e-13
2.74587
5.616e-09 [untagged_block:100%]
9.76267e-14
4.75988
1.968e-08 [untagged_block:100%]
2.7448e-13
4.85561
9.970243e-08 [untagged_block:100%]
5.12755e-15
7.2888
7.4564e-10 [untagged_block:100%]
1.91279e-15
5.59086
4.9157e-08 [untagged_block:100%]
3.69802e-13
5.12362
5.553383e-08 [untagged_block:100%]
2.92011e-15
7.27916
6.959e-09 [untagged_block:100%]
2.62406e-13
4.42355
1.5634e-08 [untagged_block:100%]
6.88723e-14
5.35602
1.1e-09 [untagged_block:100%]
1.22265e-12
2.94031
4.5281e-08 [untagged_block:100%]
1.97261e-13
5.36088
3.717e-08 [untagged_block:100%]
2.09473e-12
4.24903
7.1105e-08 [untagged_block:100%]
3.36669e-13
5.3247
6e-11 [untagged_block:100%]
2.80962e-12
1.33861
5.2986e-08 [untagged_block:100%]
2.93937e-13
5.2559
6.7520e-08 [untagged_block:100%]
1.86501e-13
5.55875
2.118e-08 [untagged_block:100%]
1.53411e-12
4.14004
3.4242e-10 [untagged_block:100%]
6.43196e-16
5.72621
4.0716e-09 [untagged_block:100%]
9.11971e-15
5.64979
8.7154e-08 [untagged_block:100%]
1.15615e-13
5.87727
7.7e-09 [untagged_block:100%]
1.34672e-11
2.75977
1.133e-08 [untagged_block:100%]
2.69292e-13
4.62397
8.8486e-08 [untagged_block:100%]
2.7102e-13
5.51387
2.791e-09 [untagged_block:100%]
2.44348e-13
4.05776
3.3088e-08 [untagged_block:100%]
1.93329e-13
5.23337
1.338e-08 [untagged_block:100%]
9.5544e-13
4.14611
4.377e-09 [untagged_block:100%]
1.43606e-13
4.48401
6.5989e-08 [untagged_block:100%]
2.2221e-13
5.47271
1.097e-08 [untagged_block:99%]
3.62445e-13
4.48094
1.43070e-09 [untagged_block:100%]
3.15586e-16
6.65643
