3.83775441e-08 [untagged_block:100%]
1.98602e-15
5.75963
1.536829e-08 [untagged_block:100%]
3.12503e-16
7.69177
2.8547e-09 [untagged_block:100%]
1.4343e-14
5.29892
2.06523e-08 [untagged_block:100%]
1.30088e-14
6.20073
3.99073e-08 [untagged_block:100%]
1.01398e-14
6.59502
1.66059e-09 [untagged_block:100%]
8.54437e-16
6.28858
3.674469e-09 [untagged_block:100%]
1.74099e-16
7.3244
5.9209e-09 [untagged_block:100%]
3.94615e-14
5.17621
4.079378e-09 [untagged_block:100%]
3.34823e-16
7.08578
8.46e-11 [untagged_block:100%]
1.66435e-14
3.70591
2.839309e-08 [untagged_block:100%]
8.19217e-16
7.53981
3.4640e-08 [untagged_block:100%]
1.38981e-13
5.39662
8.5959e-10 [untagged_block:100%]
9.94509e-16
5.93668
1.20172e-08 [untagged_block:100%]
2.56837e-15
6.67015
8.3804e-09 [untagged_block:100%]
5.41786e-14
5.18944
1.595382e-08 [untagged_block:100%]
1.09033e-15
7.16531
8.80904149e-08 [untagged_block:100%]
6.3389e-17
9.14291
8.1213082e-08 [untagged_block:100%]
8.60169e-17
8.97504
5.1570e-08 [untagged_block:100%]
4.87804e-13
5.02415
4.458815e-08 [untagged_block:99%]
6.34854e-16
7.84655
3.21934e-09 [untagged_block:100%]
8.52265e-16
6.57719
1.9206e-09 [untagged_block:100%]
9.28996e-15
5.31542
1.78247e-08 [untagged_block:100%]
2.16221e-15
6.91612
1.8497e-09 [untagged_block:100%]
2.6737e-15
5.83998
2.182e-09 [untagged_block:100%]
8.12718e-14
4.4289
6.148e-10 [untagged_block:100%]
2.85776e-14
4.33268
4.3076e-10 [untagged_block:100%]
1.14043e-15
5.57717
3.73166e-09 [untagged_block:100%]
1.26652e-15
6.46929
5.9447e-08 [untagged_block:100%]
7.19805e-14
5.91691
2.68459e-09 [untagged_block:100%]
1.71725e-15
6.19405
1.11953e-08 [untagged_block:100%]
2.73177e-15
6.61259
3.068994e-09 [untagged_block:100%]
2.36664e-16
7.11286
2.1413e-09 [untagged_block:100%]
1.22191e-14
5.24364
2.69319e-09 [untagged_block:100%]
1.67743e-15
6.20562
3.2603e-08 [untagged_block:100%]
4.38172e-14
5.87161
6.403e-10 [untagged_block:100%]
5.31006e-14
4.08127
2.69e-09 [untagged_block:100%]
5.2545e-13
3.70951
1.03290e-08 [untagged_block:100%]
8.17063e-15
6.1018
6.6178422e-08 [untagged_block:100%]
1.33257e-16
8.69603
1.640e-09 [untagged_block:100%]
2.85675e-14
4.75902
6.8003e-10 [untagged_block:100%]
2.51461e-15
5.43206
2.984e-09 [untagged_block:100%]
3.01408e-14
4.99564
6.8621e-09 [untagged_block:100%]
4.68288e-14
5.16595
4.77188e-09 [untagged_block:100%]
3.6452e-15
6.11697
1.1e-10 [untagged_block:100%]
1.76554e-13
2.80297
7.3648763e-09 [untagged_block:100%]
5.76458e-17
8.1064
4.13309865e-08 [untagged_block:100%]
1.10338e-17
9.57355
1.451558e-09 [untagged_block:100%]
9.07383e-17
7.20404
6.54358e-09 [untagged_block:100%]
3.2182e-15
6.3082
5.1356e-09 [untagged_block:100%]
1.20934e-14
5.62804
6.3442e-09 [untagged_block:100%]
2.55078e-14
5.3957
1.2040e-09 [untagged_block:100%]
1.36027e-15
5.94699
1.9773e-09 [untagged_block:100%]
5.73033e-15
5.5379
3.4441e-09 [untagged_block:100%]
1.68973e-14
5.30926
1.75460e-08 [untagged_block:100%]
7.57479e-15
6.36481
3.3777e-08 [untagged_block:100%]
4.11603e-14
5.91415
1.1399e-09 [untagged_block:100%]
3.93069e-15
5.46239
3.07304e-09 [untagged_block:100%]
2.0974e-15
6.16589
8.1912e-09 [untagged_block:100%]
1.55957e-14
5.72034
1.75362e-08 [untagged_block:100%]
2.60167e-15
6.82868
1.1336e-09 [untagged_block:100%]
4.9159e-15
5.36286
3.969e-08 [untagged_block:100%]
4.30253e-13
4.96497
2.9218e-09 [untagged_block:100%]
3.50707e-15
5.9207
4.52418e-09 [untagged_block:100%]
3.51662e-15
6.10941
7.630793e-08 [untagged_block:100%]
1.92736e-15
7.59761
1.1204e-09 [untagged_block:100%]
1.31176e-15
5.93153
8.448e-09 [untagged_block:100%]
5.84243e-13
4.16014
9.2179e-10 [untagged_block:100%]
8.10278e-15
5.056
5.7820570e-08 [untagged_block:100%]
2.48728e-16
8.36636
1.92716e-09 [untagged_block:100%]
4.19141e-16
6.66256
7.3771e-10 [untagged_block:100%]
3.54002e-15
5.31888
2.50415e-09 [untagged_block:100%]
7.34454e-16
6.5327
4.1566e-08 [untagged_block:100%]
5.1562e-14
5.90641
2.33988e-09 [untagged_block:100%]
4.83298e-16
6.68498
2.224e-09 [untagged_block:100%]
3.26557e-14
4.83314
7.06075e-09 [untagged_block:100%]
6.40063e-15
6.04263
3.71754305e-08 [untagged_block:100%]
5.57149e-18
9.82428
5.656440e-09 [untagged_block:100%]
9.27944e-17
7.78502
3.504139e-09 [untagged_block:100%]
1.29288e-16
7.43302
5.7763685e-08 [untagged_block:100%]
1.52014e-16
8.57977
1.68471e-09 [untagged_block:99%]
6.90161e-16
6.38758
1.478575e-08 [untagged_block:100%]
1.47693e-15
7.00048
2.499348e-08 [untagged_block:100%]
5.18061e-16
7.68345
5.10416e-08 [untagged_block:100%]
2.97104e-14
6.23502
2.87586e-09 [untagged_block:100%]
1.46718e-15
6.29229
3.7769e-09 [untagged_block:100%]
4.0487e-15
5.96982
4.1247e-08 [untagged_block:100%]
4.47532e-14
5.96456
2.87671e-08 [untagged_block:100%]
9.81892e-15
6.46683
1.118e-08 [untagged_block:100%]
9.56666e-13
4.06784
5.71234e-09 [untagged_block:100%]
1.22049e-15
6.67028
5.3804284e-09 [untagged_block:100%]
4.30816e-17
8.09653
8.08539e-09 [untagged_block:100%]
9.53333e-16
6.92846
6.6323444e-08 [untagged_block:100%]
2.05223e-16
8.50944
5.88531e-10 [untagged_block:100%]
1.45595e-16
6.60662
2.67500e-08 [untagged_block:100%]
1.72875e-14
6.18959
1.2558e-08 [untagged_block:100%]
1.31406e-14
5.98031
2.83e-10 [untagged_block:100%]
1.23829e-13
3.35957
1.25610e-09 [untagged_block:100%]
3.32793e-16
6.57685
1.0105e-08 [untagged_block:100%]
5.30808e-14
5.27959
1.37906e-08 [untagged_block:100%]
1.18491e-14
6.0659
2.19297e-09 [untagged_block:100%]
6.96249e-16
6.49827
3.3465181e-08 [untagged_block:100%]
1.71288e-16
8.29087
1.29034e-09 [untagged_block:100%]
4.2721e-16
6.48006
4.630734e-08 [untagged_block:100%]
2.08395e-15
7.34676
5.782221e-08 [untagged_block:100%]
1.01696e-15
7.75479
2.44340e-09 [untagged_block:100%]
1.96162e-15
6.09538
9.877550e-09 [untagged_block:100%]
1.77206e-16
7.74617
9.90e-10 [untagged_block:100%]
5.77006e-13
3.23428
2.5065657e-08 [untagged_block:100%]
6.68209e-17
8.57417
1.2227e-08 [untagged_block:100%]
5.01446e-14
5.3871
8.80653e-10 [untagged_block:100%]
3.58048e-16
6.39086
1.061e-09 [untagged_block:100%]
1.20955e-14
4.94301
3.20845120e-08 [untagged_block:100%]
2.74083e-17
9.06841
3.758e-10 [untagged_block:100%]
1.78667e-14
4.32286
9.01449e-08 [untagged_block:100%]
4.4574e-14
6.30586
6.47354e-09 [untagged_block:99%]
1.32219e-15
6.68985
2.8420661e-09 [untagged_block:100%]
7.42191e-18
8.58312
1.3786e-09 [untagged_block:100%]
1.57765e-15
5.94144
8.51413e-09 [untagged_block:100%]
3.87383e-15
6.342
1.7208e-08 [untagged_block:100%]
5.27859e-14
5.51321
2.8882e-09 [untagged_block:100%]
6.70136e-15
5.63447
2.3758716e-08 [untagged_block:100%]
1.16109e-16
8.31096
2.728e-08 [untagged_block:100%]
5.54894e-13
4.69156
8.5599e-10 [untagged_block:100%]
2.8103e-15
5.48372
5.75141877e-08 [untagged_block:100%]
3.20403e-17
9.25408
9.98982e-08 [untagged_block:100%]
2.01511e-14
6.69526
2.73241e-09 [untagged_block:100%]
2.53795e-15
6.03206
2.32870e-09 [untagged_block:100%]
2.0543e-15
6.05445
7.35643749e-08 [untagged_block:100%]
3.18885e-17
9.36303
4.90119e-08 [untagged_block:100%]
1.54543e-14
6.50125
3.10423e-08 [untagged_block:100%]
4.83024e-15
6.80798
2.95047e-09 [untagged_block:100%]
3.20362e-16
6.96425
2.581649662e-08 [untagged_block:100%]
2.0437e-18
10.1015
7.2636e-09 [untagged_block:100%]
3.81717e-14
5.27941
9.8491e-08 [untagged_block:100%]
3.6397e-13
5.43233
8.29305e-10 [untagged_block:100%]
1.99383e-16
6.61903
1.9467e-08 [untagged_block:100%]
7.93184e-14
5.38992
1.74033e-09 [untagged_block:100%]
4.7639e-16
6.56267
7.66960e-09 [untagged_block:100%]
6.42463e-15
6.07692
2.645743e-08 [untagged_block:100%]
1.59909e-15
7.21868
5.7149252e-08 [untagged_block:100%]
8.36702e-17
8.83444
1.58197e-09 [untagged_block:100%]
3.15965e-16
6.69956
2.675852e-08 [untagged_block:100%]
1.28215e-15
7.31952
4.258e-08 [untagged_block:100%]
5.13595e-13
4.91857
1.244e-09 [untagged_block:100%]
2.48836e-14
4.69888
2.72e-09 [untagged_block:100%]
3.62892e-13
3.87472
4.020479e-08 [untagged_block:100%]
1.48897e-15
7.43139
5.80724e-10 [untagged_block:100%]
1.09701e-16
6.72376
2.1093e-08 [untagged_block:100%]
3.2401e-14
5.81357
3.34937e-09 [untagged_block:100%]
1.58294e-15
6.3255
6.96669663e-09 [untagged_block:100%]
5.96513e-18
9.06741
2.98959e-08 [untagged_block:100%]
6.73387e-15
6.64735
1.25297e-09 [untagged_block:100%]
1.02948e-15
6.08532
2.904836e-09 [untagged_block:100%]
8.5928e-17
7.52899
9.6821142e-08 [untagged_block:100%]
7.48999e-16
8.11149
3.8419e-09 [untagged_block:100%]
1.1732e-14
5.51518
1.1577176e-08 [untagged_block:100%]
9.28241e-17
8.09594
6.23882e-09 [untagged_block:100%]
2.14852e-15
6.46296
2.5798e-08 [untagged_block:100%]
2.46263e-13
5.02018
6.7960e-10 [untagged_block:100%]
1.70315e-15
5.601
1.15129e-08 [untagged_block:100%]
8.00222e-15
6.15797
3.777879e-08 [untagged_block:100%]
1.20458e-15
7.49641
2.4720e-09 [untagged_block:99%]
5.34347e-15
5.66522
1.45e-09 [untagged_block:100%]
4.92978e-13
3.4679
3e-11 [untagged_block:100%]
8.79713e-13
1.58164
6.08e-10 [untagged_block:100%]
1.59435e-13
3.58114
6.91524652e-08 [untagged_block:100%]
4.09601e-17
9.22745
2.6475e-09 [untagged_block:99%]
9.37459e-15
5.45088
5.59961e-08 [untagged_block:100%]
2.59831e-14
6.33347
7.12921e-09 [untagged_block:99%]
1.49489e-15
6.67843
2.48743e-08 [untagged_block:100%]
1.1107e-14
6.35016
7.3763e-08 [untagged_block:100%]
7.48351e-14
5.99373
5.26866e-08 [untagged_block:100%]
7.07491e-15
6.87198
8.883448e-09 [untagged_block:100%]
5.28969e-16
7.22515
1.276e-09 [untagged_block:100%]
9.79686e-14
4.1147
2.56102e-09 [untagged_block:100%]
3.44517e-16
6.8712
3.03502e-09 [untagged_block:100%]
2.16085e-15
6.14754
8.2481011e-09 [untagged_block:100%]
1.39457e-17
8.77191
2.7885e-09 [untagged_block:100%]
8.0334e-15
5.54047
1.80750e-08 [untagged_block:100%]
3.67898e-15
6.69135
2.7026e-08 [untagged_block:100%]
4.27375e-14
5.80097
1.34123e-08 [untagged_block:100%]
7.11381e-15
6.2754
3.3484e-09 [untagged_block:100%]
8.61255e-15
5.58971
6.1812e-08 [untagged_block:100%]
8.13746e-14
5.88058
6.7062e-08 [untagged_block:100%]
1.05538e-13
5.80307
5.88199e-08 [untagged_block:100%]
1.83384e-14
6.50616
1.167913e-08 [untagged_block:100%]
1.22782e-16
7.97828
1.14427e-09 [untagged_block:100%]
3.40507e-16
6.5264
6.0084e-10 [untagged_block:100%]
1.67491e-15
5.55477
5.881e-10 [untagged_block:100%]
1.36917e-14
4.633
2.31418e-09 [untagged_block:100%]
2.93722e-16
6.89646
8.7958856e-08 [untagged_block:100%]
7.99181e-16
8.04163
2.50582e-08 [untagged_block:100%]
4.24493e-15
6.77108
8.42921e-10 [untagged_block:100%]
5.97867e-16
6.14918
9.34137e-08 [untagged_block:100%]
7.22085e-14
6.11182
1.0720e-09 [untagged_block:100%]
1.13272e-15
5.97606
1.5755e-09 [untagged_block:100%]
1.45827e-14
5.03359
1.196988e-08 [untagged_block:100%]
4.51795e-16
7.42315
1.02874e-08 [untagged_block:100%]
1.10306e-15
6.96971
7.05233e-10 [untagged_block:100%]
1.38451e-16
6.70704
1.123718e-08 [untagged_block:100%]
3.75519e-16
7.47603
1.93202e-09 [untagged_block:100%]
9.73975e-16
6.29746
1.7279e-09 [untagged_block:100%]
7.16164e-15
5.3825
6.196e-10 [untagged_block:100%]
1.61204e-14
4.58476
5.0222e-10 [untagged_block:100%]
4.54445e-15
5.04342
1.437e-09 [untagged_block:100%]
2.02212e-14
4.85162
2.222063e-08 [untagged_block:100%]
1.75501e-15
7.10248
4.895e-09 [untagged_block:100%]
1.75611e-13
4.44523
9.19880e-08 [untagged_block:100%]
1.22215e-14
6.87661
5.6228e-08 [untagged_block:100%]
2.0796e-13
5.43197
8.150e-10 [untagged_block:100%]
5.33733e-14
4.18385
6.19979e-08 [untagged_block:100%]
1.55991e-14
6.59928
8.95432e-08 [untagged_block:100%]
1.14144e-14
6.89458
4.69782e-08 [untagged_block:100%]
4.68504e-14
6.00118
2.746001e-08 [untagged_block:100%]
7.1209e-16
7.58617
8.701e-09 [untagged_block:100%]
1.99396e-13
4.63984
4.074641e-09 [untagged_block:100%]
3.04096e-16
7.12708
3.76830e-09 [untagged_block:100%]
8.30661e-16
6.65672
1.0417e-09 [untagged_block:100%]
1.32516e-15
5.89548
2.062e-09 [untagged_block:100%]
6.88922e-14
4.47603
3.894e-10 [untagged_block:100%]
1.09807e-14
4.54972
4.89621e-09 [untagged_block:100%]
3.61328e-15
6.13196
1.279217e-09 [untagged_block:100%]
5.81153e-17
7.34265
6.11510e-08 [untagged_block:100%]
4.3916e-14
6.14378
3.027862e-09 [untagged_block:100%]
2.23207e-16
7.13243
8.12277e-08 [untagged_block:100%]
4.31336e-14
6.27489
1.5961e-08 [untagged_block:100%]
5.09245e-14
5.49612
1.15147e-09 [untagged_block:100%]
3.64101e-16
6.50003
2.3683e-09 [untagged_block:100%]
1.39332e-14
5.23038
5.982827e-09 [untagged_block:100%]
4.05839e-16
7.16855
3.08185e-09 [untagged_block:100%]
8.37453e-16
6.56585
1.04045e-09 [untagged_block:100%]
8.89248e-16
6.0682
3.7597e-08 [untagged_block:100%]
2.41324e-13
5.19255
4.813345e-09 [untagged_block:100%]
1.68966e-16
7.45465
1.5951e-09 [untagged_block:100%]
1.62049e-15
5.99314
7.859e-09 [untagged_block:100%]
7.92946e-14
4.99615
1.7057e-08 [untagged_block:100%]
3.97487e-14
5.63259
2.78954e-09 [untagged_block:100%]
1.29128e-15
6.33451
2.05082e-08 [untagged_block:100%]
1.53821e-14
6.12491
2.627e-08 [untagged_block:100%]
6.28895e-13
4.62082
3.6723e-10 [untagged_block:100%]
2.6029e-15
5.14949
3.16114e-08 [untagged_block:100%]
3.75581e-15
6.92514
1.3241e-08 [untagged_block:100%]
2.16622e-14
5.78623
2.61285e-09 [untagged_block:100%]
1.4684e-15
6.25027
2.828e-09 [untagged_block:100%]
1.5533e-13
4.26026
6.54819e-09 [untagged_block:100%]
3.69517e-15
6.24849
6.397e-08 [untagged_block:100%]
6.96713e-13
4.96292
1.86181e-09 [untagged_block:100%]
3.54592e-16
6.72021
9.574856e-08 [untagged_block:100%]
1.12473e-15
7.93008
2.3154e-08 [untagged_block:100%]
1.29013e-13
5.25399
3.39e-10 [untagged_block:100%]
1.76642e-13
3.28285
7.23317e-09 [untagged_block:100%]
1.69435e-15
6.63033
9.402964e-08 [untagged_block:100%]
1.32412e-15
7.85134
2.5506e-08 [untagged_block:100%]
3.68923e-14
5.83971
3.1276121e-08 [untagged_block:100%]
2.38567e-16
8.1176
1.252029e-08 [untagged_block:100%]
1.10654e-15
7.05365
7.93956e-08 [untagged_block:100%]
3.31997e-14
6.37866
3.1760940e-08 [untagged_block:100%]
1.63028e-16
8.28963
5.1286e-08 [untagged_block:100%]
8.75883e-14
5.76756
1.46981e-08 [untagged_block:100%]
5.31857e-15
6.44147
4.384e-09 [untagged_block:100%]
7.09867e-14
4.7907
1.0956e-08 [untagged_block:100%]
1.40616e-14
5.8916
8.985e-10 [untagged_block:100%]
4.52016e-14
4.29835
7.4068e-08 [untagged_block:99%]
3.44414e-13
5.33255
9.063387e-08 [untagged_block:100%]
1.69718e-15
7.72756
1.90639e-08 [untagged_block:100%]
2.54101e-15
6.8752
3.3663e-09 [untagged_block:100%]
1.35193e-14
5.3962
1.36796e-08 [untagged_block:100%]
2.82617e-15
6.68487
9.76389e-09 [untagged_block:100%]
1.56047e-15
6.79637
6.2900e-09 [untagged_block:100%]
1.19658e-14
5.72071
3.2e-11 [untagged_block:100%]
6.21301e-14
2.71654
1.3774205e-09 [untagged_block:100%]
9.94619e-18
8.14141
9.49e-09 [untagged_block:100%]
9.64652e-13
3.99272
4.35925e-08 [untagged_block:100%]
7.07092e-15
6.78994
5.464484e-08 [untagged_block:100%]
1.01005e-15
7.73321
3.20101e-08 [untagged_block:100%]
1.00939e-14
6.50123
1.249e-09 [untagged_block:100%]
9.13315e-14
4.13605
1.532929e-08 [untagged_block:100%]
1.99535e-16
7.8855
4.44737e-08 [untagged_block:100%]
1.42421e-14
6.49453
1.2295e-09 [untagged_block:99%]
4.72321e-15
5.41548
7.2316e-08 [untagged_block:100%]
3.56039e-13
5.30774
2.500422e-09 [untagged_block:100%]
2.56186e-17
7.98946
1.016581e-08 [untagged_block:100%]
1.92814e-16
7.722
2.0544292e-08 [untagged_block:100%]
8.72641e-17
8.37186
1.5980e-09 [untagged_block:100%]
2.09133e-15
5.88315
5.215115e-09 [untagged_block:100%]
2.50401e-16
7.31863
6.642910e-08 [untagged_block:100%]
1.25175e-15
7.72484
3.142459e-08 [untagged_block:100%]
6.11234e-16
7.71106
2.00947e-09 [untagged_block:100%]
1.38153e-15
6.16272
5.1798804e-08 [untagged_block:100%]
5.84307e-17
8.94768
1.5688e-08 [untagged_block:100%]
2.04719e-14
5.88441
2.4410e-09 [untagged_block:99%]
6.03231e-15
5.60708
3.784197e-09 [untagged_block:100%]
2.68682e-16
7.14874
1.0126e-09 [untagged_block:100%]
1.14478e-15
5.9467
2.6885e-09 [untagged_block:100%]
2.43702e-14
5.04265
1.89401e-08 [untagged_block:100%]
9.24468e-15
6.31149
1.9433e-09 [untagged_block:100%]
8.7599e-15
5.34605
3.486347e-09 [untagged_block:99%]
1.89914e-16
7.26381
8.5731e-08 [untagged_block:100%]
1.1148e-13
5.88594
1.65940e-08 [untagged_block:100%]
7.34051e-15
6.35422
2.23623e-08 [untagged_block:100%]
1.59526e-14
6.14669
1.42296e-09 [untagged_block:100%]
4.83483e-16
6.46881
2.84994e-08 [untagged_block:100%]
3.13004e-15
6.95928
3.412698e-08 [untagged_block:100%]
9.5072e-16
7.55505
2.12307e-09 [untagged_block:99%]
1.18306e-15
6.25396
9.40230e-10 [untagged_block:100%]
6.71634e-16
6.1461
1.4736207e-08 [untagged_block:100%]
5.56359e-17
8.42303
4.0491023e-09 [untagged_block:100%]
8.71383e-18
8.66715
6.930314654e-08 [untagged_block:100%]
6.64681e-18
10.0181
2.45359115e-08 [untagged_block:100%]
9.54654e-18
9.40996
3e-11 [untagged_block:100%]
1.10653e-12
1.37322
1.28e-09 [untagged_block:100%]
1.44379e-13
3.94771
1.3579e-09 [untagged_block:100%]
1.00961e-14
5.12872
2.23123e-09 [untagged_block:100%]
7.93344e-16
6.44908
1.32711e-09 [untagged_block:100%]
5.59739e-16
6.37492
2.48477e-09 [untagged_block:100%]
4.35517e-16
6.75628
1.6604e-09 [untagged_block:100%]
4.76242e-15
5.54239
1.42036e-09 [untagged_block:100%]
2.62421e-16
6.7334
6.580e-09 [untagged_block:100%]
1.45259e-13
4.65612
2.79440e-08 [untagged_block:100%]
7.79774e-15
6.55432
3.71939e-08 [untagged_block:100%]
2.45702e-14
6.18006
3.464e-09 [untagged_block:100%]
1.40581e-13
4.39168
6.2213e-09 [untagged_block:100%]
7.40502e-15
5.92435
1.35550e-08 [untagged_block:100%]
1.97621e-15
6.83627
3.2004640e-08 [untagged_block:100%]
5.40508e-17
8.77241
5.1925e-10 [untagged_block:100%]
1.02396e-15
5.7051
2.620341e-09 [untagged_block:100%]
2.09215e-16
7.09776
1.42595e-08 [untagged_block:100%]
1.13672e-14
6.09845
9.9195107e-09 [untagged_block:100%]
9.43112e-17
8.02193
8.773624e-08 [untagged_block:100%]
2.92914e-15
7.47644
1.8202e-08 [untagged_block:100%]
2.2035e-14
5.917
1.46806e-08 [untagged_block:100%]
9.45196e-15
6.19122
1.14374e-09 [untagged_block:100%]
2.85422e-16
6.60284
5.4254e-10 [untagged_block:100%]
4.53736e-15
5.07763
4.4984529e-08 [untagged_block:100%]
1.14399e-16
8.59464
3.99872e-09 [untagged_block:100%]
2.47706e-15
6.20799
6.22e-10 [untagged_block:100%]
6.82082e-14
3.95963
8.710e-10 [untagged_block:100%]
3.09855e-14
4.44888
1.141e-08 [untagged_block:100%]
5.70406e-13
4.30113
6.0830e-10 [untagged_block:100%]
3.17527e-15
5.28234
1.57205e-09 [untagged_block:100%]
4.79199e-16
6.51595
6.0259e-09 [untagged_block:100%]
3.88227e-14
5.19093
3.74742e-08 [untagged_block:100%]
7.8507e-15
6.67882
3.58185e-09 [untagged_block:100%]
2.47623e-15
6.16032
5.9894e-10 [untagged_block:100%]
1.48564e-15
5.60547
2.07115e-09 [untagged_block:100%]
2.1215e-16
6.98957
7.545e-10 [untagged_block:100%]
9.97726e-15
4.87867
8.804491e-10 [untagged_block:100%]
5.03858e-17
7.2424
3.46794e-09 [untagged_block:100%]
4.99903e-16
6.84119
5.03346e-09 [untagged_block:100%]
8.60723e-16
6.767
1.4556e-09 [untagged_block:100%]
1.63875e-15
5.94851
1.49069e-09 [untagged_block:100%]
3.82715e-16
6.59051
2.25709e-09 [untagged_block:100%]
4.51101e-16
6.69928
1.1363e-08 [untagged_block:100%]
3.46487e-14
5.5158
3.56693e-08 [untagged_block:100%]
2.27181e-14
6.19592
7.600034e-08 [untagged_block:100%]
1.47282e-15
7.71267
6.36807e-09 [untagged_block:100%]
7.68549e-16
6.91834
1.14163e-08 [untagged_block:99%]
9.78788e-15
6.06684
6.262561e-08 [untagged_block:100%]
5.84518e-15
7.02995
2.82325e-09 [untagged_block:100%]
4.05816e-16
6.84242
5.560564e-09 [untagged_block:100%]
4.72883e-16
7.07037
1.93602e-09 [untagged_block:100%]
1.7304e-15
6.04876
1.0520e-09 [untagged_block:100%]
1.14111e-15
5.96471
4.24887e-08 [untagged_block:100%]
3.92772e-14
6.03413
5.18752e-09 [untagged_block:100%]
4.00856e-15
6.11197
1.43370e-08 [untagged_block:100%]
2.98647e-15
6.6813
6.8563e-09 [untagged_block:100%]
1.4092e-14
5.68712
1.1113e-09 [untagged_block:100%]
6.86512e-15
5.2092
9.878297e-08 [untagged_block:100%]
7.13785e-15
7.14111
4.43675e-08 [untagged_block:100%]
1.18767e-14
6.57237
7.902e-10 [untagged_block:100%]
8.89206e-15
