  2.99987   5.69884    -19.76   2.97499  0.633052   3.55258   6.41848   1.83968   19.0367 -0.572448  0.852024  -4.79427  -5.92079  -6.93361  -7.44396  -5.75212 -0.392664 -0.838668  -1.09135   5.51908   3.16903   9.78758    7.9311 -0.238442  0.881573
  7.96014   7.17029   3.18241    3.2711   1.96401   3.24484   8.80226   7.61461   4.92702    1.0689   10.7178  -6.35551  -8.89939  -4.67607   8.26971 -0.169984   5.70191    8.2204  -9.55221   -4.1871  -6.34323   4.16403   4.12905  -8.28226  0.778264
 -3.07242   2.45565   4.70818   5.85926   -21.555  -3.73911  -6.97076   7.30993   1.76959  0.678486  -3.61101   4.10795  -3.79777   -5.8324 0.0847308  -2.77097   0.61205  -7.31778  -9.25922  -5.22116    -8.099  -8.32309  -3.87076   2.87243  0.881915
-1.25484  1.17606  1.98242  5.71599  6.03641  10.9388 -2.68675  3.05838  3.66109 -10.1899  3.07666 0.143557  3.96678  8.43479 -4.15414 -5.81302 -5.62878  4.14611 -13.1163  -8.9253 -26.2417 -4.15213 -6.72828 -1.87784 0.883184
  2.76882    9.1074   5.12786   4.76065  0.742528   6.23697   4.18378  -9.42954   6.37214   5.76377  -5.37562   4.06582   10.3808 -0.945579   3.44922   -4.8745  -1.72787  -10.1646  -2.62173  -2.57697  -9.13603   4.80293  -4.74748   6.06249  0.881915
 -2.11101   3.45389    -4.213   2.56845  -6.41665   5.13265   6.23734  -4.53659  -2.77489   5.60185  -1.97974   1.55138  -1.98031 -0.963733  -11.9409  -4.67648    6.3818   -7.2937  -42.6569  -20.2398   -22.077   -1.6538  -2.27534 -0.477878  0.882705
0.0876917   -5.3794  -9.10517 -0.042184  -6.99649   8.80278   5.35151  -2.46556  -1.78301   1.62856   1.91875  -7.94807   2.09962  -8.97552 -0.799759  -7.67784   -3.9573   -2.5952  -29.0421  -10.4233   2.93399 -0.465672  -1.86971  -2.86137  0.887978
     1.01424      4.19324    -0.898788 -0.000291851      6.05177  0.000211589      2.41557      -9.5343      4.44755     0.706104     -4.08427      5.12406       3.9468     -64.1712     -16.0565      2.35011       -10.27     0.102289      -4.7664     -110.107     -7.79088     -6.62985     0.084962     -1.81538      59.0459
  4.20676   5.32267   6.49615   5.80727   3.49544  -7.92066   1.29763   2.73683  -8.06887   4.90949  -3.66107 -0.199827  -3.67512   -7.1166   2.30109  -1.66195  -7.73528   2.18144  -13.0968   -7.8977  -24.3901   5.37555  -5.20117   5.39428  0.881915
  3.5616 -5.99208    7.229 -2.65983 -3.16871 -2.74956 -0.55757 -2.22786 -10.0243 -3.66107  3.70611 -2.11693 -9.45121  3.02771  2.03891 -7.73528  2.26366   4.9351 -9.78846 -20.9533 -15.6349  6.23461 -4.91261 -1.79317 0.883184
  -3.8524   2.22451   2.68708  -8.98578   5.18795   6.27314   5.01786    7.4182  -3.50033   11.9174   7.83121   -2.2362   2.56857   3.84145 -0.854055  -9.86523  -7.34594  0.351126   15.7523  -10.3845   -5.2279  -4.17408   7.75791  -5.33754  -49.5633
 -0.193351   0.214243   -4.40943   0.974788    3.29306  0.0206653   -1.25095   -3.51525   -2.48484     1.7922   -2.60487    8.21178     3.4045   -1.75452    4.66896    3.63815    1.80246   -5.58421   -13.3371     5.2014   -2.14811    7.03839 -0.0319975   -4.31122     1.0639
   4.25306    6.90145 -0.0232771     3.8565    6.25847 -0.0232771    5.89613    9.56644    7.99139    11.9397   -1.52228   -9.39495   -2.38759   0.876045    8.55259    11.3693    -3.3943    8.14253    5.61231   0.832348   -6.67233    2.95235   0.777603   -5.32368    27.2379
 -4.60924   1.40096  -4.20825  -2.09739   6.62456   3.50446   5.49086  -6.16527  -7.99068  -6.88681    1.1492   -7.8048   6.31054 -0.965415  0.466251   2.37907   4.99384   8.86551  -11.7057  -13.8783  -8.65779  -5.51991  -1.32892   8.79959  0.883184
