  6.54984   5.06382   1.70061    6.6067   -7.7013  -10.4103  0.121427   9.97549   3.18259   7.34502  -7.94915  -8.89939  -8.21645   8.37234    7.1269  0.519635  -3.87305   7.88113  -10.9492  -5.08237  -7.70401 -0.594453  -9.83346  0.428049   7.90983  -5.98549 -0.749465   4.25459  -4.66586  -7.13427  -8.81681   1.93952   -7.4371  -5.23336   -4.2175  -4.97022  -0.51515   5.59107   1.26053  -6.51598   6.93887  -5.03239 -0.290595  -26.2871  -2.43442   -8.5387  -1.06034  -6.28075  0.889093
-6.78519 -3.24546  5.28981  9.24412 -2.46733 -3.86426 -5.13185 -5.59607  1.97576 0.678486 -3.61101  8.58821 -3.79777  -5.8324 0.633246 -2.77097 0.833686 -8.05925 -9.25922 -3.86151  4.78093 -8.26706  1.84885 -8.32309 -5.89693 -8.17871  -2.8375  4.69602  -9.9685   9.1556  -2.8182  1.46516  4.81692 0.638471  1.93879 -2.80874 -9.91562  7.44856  3.35818 -7.87369 -8.12357 -7.49139 -1.97697 -6.60935 -3.32872 -6.32618 -5.40781 -4.60277 0.881915
 -2.95376  0.424454   9.24701  -9.40664   7.38894  -4.47546   2.87386   2.93733  -9.71454  -4.48323   5.09437  -3.61347   5.40139   1.08399   4.42464  0.833686  -9.53457   9.79438   9.92202   6.43387   0.65391   1.84885  -4.28279  -5.89693  -7.30586  -3.42908  -1.03405   -9.9685   7.94288  -7.27711   6.40427  -7.97282  -9.31722   1.93879   3.38442  -9.91562  -11.3202    2.9099  -7.77044  -8.12357   2.59271 0.0131787  0.079668  -63.6183  -4.65776  0.994678  -1.62416   7.14097  0.816831
  8.38577   -6.3839   4.44649   6.56494  -2.10156  0.593278 -0.891433  -6.01132  -4.62692  -14.9268  -4.97027   7.61139  -7.26001   3.35918  -9.36636  -1.72787  0.726009   4.33755  0.368065  -5.17113  -3.25516   6.90955  -1.96693   -5.2847  -14.0834   -4.9224  -2.58291   14.6421   7.17386   7.25937   309.297  -66.0205  -7.02467  -0.21915  -1.18912  -4.01929     3.524  -4.41201   4.15276  -9.40998  -36.1581   6.22791   6.02854   3.17863  -143.215   4.12175   8.34603 -0.440797  0.882547
    -6.41014     -4.69954      7.58293       4.5802     -5.95311      3.26194     -5.08849     -5.76822      2.49584     -4.25163     -2.50949     -8.82611      5.14514     -9.36636     -1.06008     0.766593     -8.50006     -5.24889      -2.7779     -4.34995      4.70239     -2.82657       3.6491      -6.7066      2.75206     -2.79961     -6.89411      8.43201      7.41733     -1.44098  -0.00292307      -14.557      12.3924  -0.00312131      0.79619      3.68735      -12.102      1.58237       2.3853 -0.000340256      6.91173     -6.47853   -0.0121449     -105.714     -196.782     -1.98114    -0.569406     -0.29828     0.882547
 -3.54388   -5.7223   -1.9509  -5.11768  -8.30484  -8.85876   2.10094   8.62192  -4.60172   4.16842   9.58661   8.52056   2.87517  0.486921 -0.906273   7.09128   4.63725   1.16999  -8.62871  -4.75316   8.08788   3.67857  -5.69744  -2.62558  -2.38014  -8.71702   5.12049  -2.35494  -1.05584  -3.64061  -2.47407  -5.56655  -1.34059  -4.31659   1.19697   5.04057   5.20176   5.74793   5.86351  -7.66589   2.50304   8.37935  -7.57678  -59.1341  -81.7412   -3.7527 -0.220607  -0.46604  0.882547
  3.52638   4.89376   9.96274   -9.1804  -9.75029  -2.13845   3.22677   6.12056   -7.1841  -1.37457   3.46482  -5.84693  -7.89239  -9.77076  -8.96967   9.58493  -8.55779  -7.74207   4.86609   5.33811 -0.597006   5.17853  -3.29648  -4.99107 -0.899794   3.03905  -7.42744   7.51967  -2.86137  0.458761   -3.9655   6.35497  -9.92106   -9.5531   3.48454  -8.87009  -5.64736  -8.12795    2.0397  -1.26904  -4.16708   9.47903   1.80157  -4.11842  -12.9541  -6.10755  -5.82044   3.34433  0.865744
 -2.48714   2.46572   3.82917  -9.37825   4.31945  0.134251  -7.33017   4.15535   1.03584  0.905135  0.460366  -1.54037   2.26913   2.46036  -4.33683  0.129571   1.79662  -3.89654  -14.1064  -4.18757   6.24614  -2.78473 -0.973904    1.4101  -8.61203   6.14281   6.16883  -8.71054   7.97037   12.3761   1.82373   -29.926  -37.2317  -3.71879   4.95635     1.026    1.8321  -2.12173  -3.35738   2.31527   1.72665   7.33198  -696.268  -623.842  -762.443  -7.51504  -2.48527  -5.32949  0.882547
   6.93553    6.93868    6.96636    8.47837    6.01549   -9.32717    2.47448    4.82789   -7.59001    8.95394   -3.66107    4.79377  -0.940322    -7.1166    5.61701    1.35533   -7.73528    1.96098    1.48605    -7.8977 -0.0475334   -5.21915   -6.77454    8.41099    6.23461   0.721915   -3.70023    6.89733   -3.37139    -5.8505   -5.43506   -1.92681   0.502326    1.42702   -1.13135   -1.71061    9.21606     7.7909   -3.79012   -7.43437    1.88672    6.34568   -542.377   -131.511   -104.465   -0.84381  0.0703921    6.57838   0.882056
   6.33998   -8.27414    9.51335   -6.42225   -4.99882   -7.75491   0.807811   -1.35715   -7.18637   -3.66107    5.48848 -0.0105855   -9.45121    5.23434    6.05338   -7.73528    5.48614    10.6206   -9.78846   -10.3186    6.40967   -6.77454   -6.53243    6.23461    3.75926   -1.58279   0.994953   -3.82795    1.19169   -11.3765   -29.4125    17.4281   -9.56042   -1.69588    -5.6988    7.46945   -1.65275   -3.79012    6.99527    1.08325   -6.80117    1.86588   -59.2455   -5.20777   -273.678    1.47435   0.368216   -3.81156   0.882239
 -7.29863   5.18352  -8.41702  -4.35022  -5.00505  -3.21495    4.3264  -3.12244  0.599621   6.75425   2.48762  -9.45121   4.00105   5.50301  -6.95658   8.70772  -2.13156  -7.13848   9.70926  -7.18571   1.48099  -6.53243  -9.10079   4.54348   7.24498   1.56525   1.76057   2.94325  -4.74676   8.28057   8.04383  0.272124  -1.85673   -5.6988    9.1578   6.88488   -8.8614  0.635774   3.02095  -6.80117  -9.09534  -1.03247   4.00554  0.453961 -0.759124  -3.04151  -2.88861  -8.94113  0.881915
-0.639361 -0.918292  -7.43259  -6.75364  -1.62782    8.6183   9.02056  -2.03878  0.864775    8.2779   2.33056    2.4749   4.61081  -3.13017  0.313695  -5.88416   7.17647   2.07136  -2.52118  -9.66118   20.1366     5.582  -6.10646   -7.2689   8.81194  -2.70035  -9.88555   -203.58  -5.46211  -5.22689  -39.5381  0.470436  -5.36494   5.86861   -3.5797   7.28776   2.06586   3.00612   2.55291  -8.54272   1.61733  -9.44096  -178.477 -0.402752  -89.2889  -9.43298  -2.32333   1.57574  0.881915
