  6.51637   4.29721  0.646872  -2.72796  -9.38335  -2.31845   -6.0293   -6.7105   4.38729    6.9984  -7.63139   8.89781   6.27164  -5.68299  -1.99438  -6.17291   7.21017   -9.3224  -12.1796  -1.49137   8.06532   2.31516  -0.44701  -1.22909  -8.19251  -4.81084   7.67788  -1.16029  -8.88049  -3.69811  -4.76501   3.31139   -34.599  -8.45593   8.50563   4.57237  -7.18744   7.07191   7.41356   2.40156   0.81539  -3.74792  -165.381  -117.176  -1.28539  -2.27168   1.36099   4.59756   5.56042   2.60448  -1.71556  -9.22565   4.51236 -0.255374 -0.238105   -1098.2  -2947.53  -6.05292   4.87271    1.6436  0.881915
  7.60803     7.192   3.02886   2.64308   2.11929   3.63937   8.65582    7.7469   4.69633    1.0689   8.30532  -6.42555  -8.89939  -7.09425   8.21319 -0.169984  0.564133   8.22131  -9.55221   11.3919  -6.09705   1.55976 -0.594453   4.16403  0.605931   -5.5523  -7.04328 -0.327196   3.61365    2.2024  -4.28532  -28.4272   -4.2656   5.82441  -13.6418   18.8694  -684.855  -9.86213   4.78839   7.71242  -6.51598   8.08663   36.3553 -0.393103  -133.123   8.96763 -0.973489  -36.8282   8.06953   -3.0204 -0.588072    5.7316  -8.66223   1.15964  -697.197  -285.395  -115.465  -7.99746  -673.852   13.6382  0.882547
   6.6038   5.00425   1.06084   6.60191   -7.6928  -10.9118  0.102217   10.0038   2.35976   7.35464  -7.58401  -8.89939  -8.27031   8.71972    7.1269  0.431437  -3.87305   7.88113  -11.1158  -5.03111  -7.70401 -0.594453   -14.691  0.431759   7.90983  -5.98582 -0.749465   4.25459  -4.66586  -7.13427  -8.81681   2.00494   -7.5187  -5.23336   -4.2175  -4.97022  -0.51515   5.58286   1.23887  -6.51598   7.04931  -5.03239 -0.290595   -26.865  -2.47353   -1.2357  -8.91556   -8.5387   7.42781   4.87052  -7.37181  -3.05608   0.30196  -3.18064   4.13328    2.6626  -9.00518   1.95086  -3.65815  -6.40588   2.56533
 -6.78519  -3.24546   5.28981   9.24412  -2.46733  -3.86426  -5.13185  -5.59607   1.97576  0.678486  -3.61101   8.58821  -3.79777   -5.8324  0.633246  -2.77097  0.833686  -8.05925  -9.25922  -3.86151   4.78093  -8.26706   1.84885  -8.32309  -5.89693  -8.17871   -2.8375   4.69602   -9.9685    9.1556   -2.8182   1.46516   4.81692  0.638471   1.93879  -2.80874  -9.91562   7.44856   3.35818  -7.87369  -8.12357  -7.49139  -1.97697  -6.60935  -3.32872  -5.40781   -1.8389  -6.32618    9.1936  -4.62209  -2.49353  -4.60277   7.14097   8.86865  -7.72202   -8.0956 -0.959271  -7.90555   9.02065   9.46301  0.881915
 -3.61417    1.1653   6.69451   6.17651   7.09368   9.39226  -2.45808   4.32002 -0.800372  -7.96847   6.98007   9.54779   4.89109   10.3264  -1.34411  -5.02039  -4.22353   8.82226  -8.93676   4.88478  -9.01604  -7.84257  -4.74748  -8.17255   8.40896   2.02259  -1.85182   -2.6746   9.18482  0.330756   21.0573  -56.5396   7.88281  -1.59755   9.05969  0.677742  0.535343  -4.43367  -1.57847   9.04912   1.36672   6.27198  -36.5095  -4.84739   6.90391   4.40326  -30.5676  -6.37653  -6.49087  -9.58828  -9.51706  -5.43169   7.49138  0.199142  -147.945   2.05764   1.70276   2.64857   4.68705  -5.71916  0.886119
  1.03532   8.70517   7.04087   5.03207  0.340305   5.53109    5.0441  -9.83176    5.4859   6.60121  -5.37562   5.01491  -3.63699 -0.945579   3.44922  -4.68044  -1.72787  -8.42799   6.35965  -2.57697  -3.47365  -4.87382   3.14317    7.8816  -8.60628  -1.85182   -4.9224   9.52485   5.18903  -5.36485   6.37935   13.8496  -10.1071   6.59845  -0.21915    1.2398   1.52896  -1.57847  -4.87285   3.87977  -3.72741   8.18225   185.914  -4.76215  -29.2008  -7.88942  -34.1053  -6.49087   5.21979  -9.51706  -9.39571   7.07067  -5.91814  -7.80821  -236.054  -2594.27   1.79135   6.01525  -2.35943   6.30919  0.881915
  9.04614  -6.43702   5.21818   7.15964  -2.17096   1.61285  -0.56827  -5.95796  -3.99067  -5.37562  -4.97027   8.24591  -7.26008   3.44344  -9.36636  -1.72787  0.726009   7.73897  0.598636   -4.9872 -0.542087   2.56256  -1.96693  -8.60628  -6.81349   -4.9224  -2.78538   5.24993   8.75924   8.39655  -3.21838  -6.59434    7.3748  -0.21915  0.257023  -1.36388     3.524  -4.41201   5.05893  -4.22714  -3.32375   7.68098   5.42806   3.62989  -3.27974  0.797013  -1.25149   2.98367    1.4793  -9.39571   2.66199 -0.472238 -0.612367  -4.72817  -21.1676   1.67793  -25.8142 -0.425092   5.11854  -3.84518  0.883079
   -6.47614    -5.21996     7.25515     4.50906    -6.38832     3.11325    -5.04796    -5.53538     2.43525    -5.15989    -2.50949    -7.30351     5.97431    -9.36636     -3.1509    0.736291    -8.50006    -4.97003    -2.87065    -4.34995     4.40904    -1.94649     4.19446    -7.04997     2.75206    -2.79961    -6.89411      9.6376     5.59252    -1.03969     1.16954    -13.4197     8.84437 9.37006e-07    -9.68506     3.87654    -11.2463     4.86202     5.28202 1.29102e-05     4.65879    -5.72023     5.67548     -17.513    -73.4961     28.7102      8.0071     5.85014    -15.2251    0.924288    -4.08615    -81.5158   0.0953621     5.32723    -163.464    -755.542    -728.235     192.311     4.92419     6.99503    0.881915
  1.61611  -3.11083   8.83057  -2.19931   4.84517   0.14669   6.94221  -2.85363  -8.97718  -5.12526   4.28298   2.65078    9.1311  -1.83233 -0.290462  -2.22805   3.68007   7.16002   1.15567  -7.36784   8.76346 -0.993269   2.83958  -4.39508  -2.96733   3.34182  -9.16802   4.83871  -2.34672   4.96929  -13.4184   7.21936  -19.1042  -2.35602  -4.31659  0.280298   7.58577  -4.26613   4.85431 -0.024852  -7.66589   5.08505    34.138  -3.58469  -32.0315  -3.83588 -0.319719 -0.144898   -3.7527   1.56902  -6.90054   5.96244 -0.538842  -187.377  -228.532   -7.7791  -223.815   7.84946  -5.56657   1.17746  0.881915
 -3.48415   -5.8269  -2.02753  -5.35166  -7.93069  -8.91869   1.94499   8.92431  -4.54698   4.23888   9.62174   8.49734   2.96519   0.48436 -0.925798   7.85014   4.73739   1.14262  -7.38252  -5.17396   7.49626   3.69365  -5.69744  -2.61734  -2.37428  -8.71702   5.13002  -2.33065  -1.05584  -3.62252   1.12203  -5.56655 -0.507001  -4.31659   2.36349   12.7711   5.20176   5.74793   5.86351  -7.66589   3.53966   11.7258  -7.57678  -15.8305    101.33 -0.319719   6.21961   -3.7527    6.6708  -6.90054 -0.513443 -0.810203  -1.79703  -6.80776  -58.7378  -9.42155  -6.18014  -8.50927   8.34183  -6.91462  0.883184
